orf_name_a	gene_name_a	orf_name_b	gene_name_b	in_I3D-exp-24	in_Lit-BM-24	in_Y2H-union-08
YMR096W	SNZ1	YMR096W	SNZ1	True	True	True
YDR190C	RVB1	YML041C	VPS71	True	True	False
YDR190C	RVB1	YDR190C	RVB1	True	False	False
YML041C	VPS71	YPL235W	RVB2	True	False	False
YDR190C	RVB1	YPL235W	RVB2	True	True	True
YDR334W	SWR1	YPL235W	RVB2	True	False	False
YPL235W	RVB2	YPL235W	RVB2	True	False	False
YLR085C	ARP6	YML041C	VPS71	True	False	False
YDR190C	RVB1	YLR085C	ARP6	True	False	False
YDR334W	SWR1	YLR085C	ARP6	True	False	False
YDR162C	NBP2	YHL007C	STE20	True	True	False
YML079W		YML079W		True	True	True
YML030W	RCF1	YML030W	RCF1	True	False	False
YDL201W	TRM8	YDR165W	TRM82	True	True	False
YDL201W	TRM8	YDL201W	TRM8	True	False	False
YMR159C	ATG16	YMR159C	ATG16	True	True	True
YDR419W	RAD30	YDR419W	RAD30	True	False	False
YDR428C	BNA7	YDR428C	BNA7	True	False	False
YDR453C	TSA2	YDR453C	TSA2	True	False	False
YDR399W	HPT1	YDR399W	HPT1	True	True	True
YMR076C	PDS5	YMR076C	PDS5	True	False	False
YMR087W		YMR087W		True	False	True
YMR028W	TAP42	YMR028W	TAP42	True	False	False
YDR531W	CAB1	YDR531W	CAB1	True	False	True
YDR533C	HSP31	YDR533C	HSP31	True	True	False
YMR109W	MYO5	YMR109W	MYO5	True	True	False
YML067C	ERV41	YML067C	ERV41	True	True	False
YMR049C	ERB1	YOR272W	YTM1	True	True	False
YMR318C	ADH6	YMR318C	ADH6	True	True	False
YMR226C		YMR226C		True	False	False
YMR032W	HOF1	YMR032W	HOF1	True	True	False
YDR294C	DPL1	YDR294C	DPL1	True	True	False
YLR206W	ENT2	YLR206W	ENT2	True	False	False
YDR057W	YOS9	YLR207W	HRD3	True	True	False
YDR057W	YOS9	YDR057W	YOS9	True	True	False
YLR211C	ATG38	YLR211C	ATG38	True	True	False
YLR284C	ECI1	YLR284C	ECI1	True	False	False
YLR301W	HRI1	YLR301W	HRI1	True	True	False
YLR404W	SEI1	YLR404W	SEI1	True	True	False
YLR270W	DCS1	YLR270W	DCS1	True	True	False
YLR189C	ATG26	YLR189C	ATG26	True	False	False
YDR358W	GGA1	YDR358W	GGA1	True	False	False
YDR361C	BCP1	YDR361C	BCP1	True	True	False
YPR118W	MRI1	YPR118W	MRI1	True	False	True
YLR245C	CDD1	YLR245C	CDD1	True	False	True
YPR193C	HPA2	YPR193C	HPA2	True	True	True
YDR324C	UTP4	YOR078W	BUD21	True	True	False
YDR326C	YSP2	YDR326C	YSP2	True	False	False
YPL188W	POS5	YPL188W	POS5	True	False	False
YDL084W	SUB2	YDR381W	YRA1	True	True	False
YDL238C	GUD1	YDL238C	GUD1	True	False	False
YLR011W	LOT6	YLR011W	LOT6	True	False	True
YOL010W	RCL1	YPL217C	BMS1	True	True	False
YOL049W	GSH2	YOL049W	GSH2	True	False	False
YOL055C	THI20	YOL055C	THI20	True	False	False
YOR057W	SGT1	YOR057W	SGT1	True	False	False
YOR060C	SLD7	YOR060C	SLD7	True	False	False
YOR391C	HSP33	YOR391C	HSP33	True	False	False
YPL069C	BTS1	YPL069C	BTS1	True	True	False
YDL193W	NUS1	YDL193W	NUS1	True	False	False
YOL151W	GRE2	YOL151W	GRE2	True	False	False
YOL097C	WRS1	YOL097C	WRS1	True	False	False
YOL111C	MDY2	YOR007C	SGT2	True	True	True
YOL111C	MDY2	YOR164C	GET4	True	True	False
YOL111C	MDY2	YOL111C	MDY2	True	True	False
YDR213W	UPC2	YDR213W	UPC2	True	False	False
YPR062W	FCY1	YPR062W	FCY1	True	True	True
YOR095C	RKI1	YOR095C	RKI1	True	False	True
YLR132C	USB1	YLR132C	USB1	True	False	False
YPL212C	PUS1	YPL212C	PUS1	True	False	False
YPL004C	LSP1	YPL004C	LSP1	True	True	False
YPR037C	ERV2	YPR037C	ERV2	True	True	False
YOR021C	SFM1	YOR021C	SFM1	True	False	False
YOR087W	YVC1	YOR087W	YVC1	True	False	False
YDR032C	PST2	YDR032C	PST2	True	False	True
YOR004W	UTP23	YOR004W	UTP23	True	True	False
YLL060C	GTT2	YLL060C	GTT2	True	False	True
YOR032C	HMS1	YOR032C	HMS1	True	False	False
YOR084W	LPX1	YOR084W	LPX1	True	True	False
YNR032C-A	HUB1	YOR308C	SNU66	True	True	True
YPR049C	ATG11	YPR049C	ATG11	True	True	False
YDL160C-A	MHF2	YOL086W-A	MHF1	True	True	False
YOL086W-A	MHF1	YOL086W-A	MHF1	True	False	False
YOL009C	MDM12	YOL009C	MDM12	True	True	False
YOR155C	ISN1	YOR155C	ISN1	True	False	True
YDL128W	VCX1	YDL128W	VCX1	True	False	False
Q0115	BI3	Q0115	BI3	True	False	False
Q0105	COB	YPL215W	CBP3	False	True	False
Q0120	BI4	YLR382C	NAM2	False	True	False
Q0250	COX2	YDR231C	COX20	False	True	False
R0020C	REP1	R0020C	REP1	False	True	False
R0020C	REP1	R0040C	REP2	False	True	False
R0040C	REP2	R0040C	REP2	False	True	False
YAL002W	VPS8	YDL077C	VAM6	False	True	False
YAL002W	VPS8	YKR014C	YPT52	False	True	False
YAL002W	VPS8	YOR089C	VPS21	False	True	False
YAL003W	EFB1	YKL081W	TEF4	False	True	False
YAL003W	EFB1	YLR249W	YEF3	False	True	False
YAL004W		YML109W	ZDS2	False	True	False
YAL005C	SSA1	YCL032W	STE50	False	True	False
YAL005C	SSA1	YDL127W	PCL2	False	True	False
YAL005C	SSA1	YER059W	PCL6	False	True	False
YAL005C	SSA1	YER070W	RNR1	False	True	False
YAL005C	SSA1	YGL215W	CLG1	False	True	False
YAL005C	SSA1	YGR180C	RNR4	False	True	False
YAL005C	SSA1	YHR023W	MYO1	False	True	False
YAL005C	SSA1	YIL050W	PCL7	False	True	False
YAL005C	SSA1	YJL026W	RNR2	False	True	False
YAL005C	SSA1	YLR078C	BOS1	False	True	False
YAL005C	SSA1	YMR229C	RRP5	False	True	False
YAL005C	SSA1	YNL124W	NAF1	False	True	False
YAL005C	SSA1	YNL289W	PCL1	False	True	False
YAL005C	SSA1	YOR027W	STI1	False	True	False
YAL005C	SSA1	YPL106C	SSE1	False	True	False
YAL007C	ERP2	YGL200C	EMP24	False	True	False
YAL007C	ERP2	YHR110W	ERP5	False	True	False
YAL007C	ERP2	YOR016C	ERP4	False	True	False
YAL008W	FUN14	YDL100C	GET3	False	True	False
YAL011W	SWC3	YDR190C	RVB1	False	True	False
YAL011W	SWC3	YFL039C	ACT1	False	True	False
YAL011W	SWC3	YHR158C	KEL1	False	True	False
YAL011W	SWC3	YLR399C	BDF1	False	True	False
YAL011W	SWC3	YOR127W	RGA1	False	True	False
YAL011W	SWC3	YOR269W	PAC1	False	True	False
YAL014C	SYN8	YER133W	GLC7	False	True	False
YAL016W	TPD3	YHR186C	KOG1	False	True	False
YAL016W	TPD3	YML109W	ZDS2	False	True	False
YAL016W	TPD3	YNL127W	FAR11	False	True	True
YAL017W	PSK1	YOR119C	RIO1	False	True	False
YAL019W	FUN30	YDR225W	HTA1	False	True	False
YAL019W	FUN30	YJL090C	DPB11	False	True	False
YAL020C	ATS1	YKR048C	NAP1	False	True	False
YAL021C	CCR4	YCR093W	CDC39	False	True	False
YAL021C	CCR4	YDR443C	SSN2	False	True	False
YAL021C	CCR4	YFL028C	CAF16	False	True	False
YAL021C	CCR4	YGR092W	DBF2	False	True	False
YAL021C	CCR4	YKR036C	CAF4	False	True	False
YAL021C	CCR4	YML098W	TAF13	False	True	False
YAL021C	CCR4	YMR080C	NAM7	False	True	False
YAL021C	CCR4	YNL025C	SSN8	False	True	False
YAL023C	PMT2	YDL093W	PMT5	False	True	False
YAL024C	LTE1	YBR160W	CDC28	False	True	False
YAL024C	LTE1	YNL098C	RAS2	False	True	False
YAL025C	MAK16	YKL014C	URB1	False	True	False
YAL025C	MAK16	YLR002C	NOC3	False	True	False
YAL025C	MAK16	YLR276C	DBP9	False	True	False
YAL025C	MAK16	YNL002C	RLP7	False	True	False
YAL026C	DRS2	YBR164C	ARL1	False	True	False
YAL026C	DRS2	YDL149W	ATG9	False	True	False
YAL026C	DRS2	YDR497C	ITR1	False	True	False
YAL026C	DRS2	YEL022W	GEA2	False	True	False
YAL026C	DRS2	YJL153C	INO1	False	True	False
YAL026C	DRS2	YJL204C	RCY1	False	True	False
YAL026C	DRS2	YKL212W	SAC1	False	True	False
YAL026C	DRS2	YML072C	TCB3	False	True	False
YAL026C	DRS2	YNL321W	VNX1	False	True	False
YAL026C	DRS2	YNL323W	LEM3	False	True	False
YAL027W	SAW1	YLR135W	SLX4	False	True	False
YAL027W	SAW1	YML095C	RAD10	False	True	False
YAL027W	SAW1	YPL022W	RAD1	False	True	True
YAL029C	MYO4	YKL130C	SHE2	False	True	False
YAL029C	MYO4	YOR035C	SHE4	False	True	False
YAL030W	SNC1	YGR142W	BTN2	False	True	False
YAL030W	SNC1	YJL036W	SNX4	False	True	False
YAL030W	SNC1	YJL204C	RCY1	False	True	False
YAL031C	GIP4	YCL027W	FUS1	False	True	False
YAL032C	PRP45	YDR416W	SYF1	False	True	True
YAL032C	PRP45	YER013W	PRP22	False	True	False
YAL032C	PRP45	YGL174W	BUD13	False	True	False
YAL032C	PRP45	YLR424W	SPP382	False	True	False
YAL032C	PRP45	YPR023C	EAF3	False	True	False
YAL033W	POP5	YBR257W	POP4	False	True	False
YAL033W	POP5	YGR030C	POP6	False	True	False
YAL034W-A	MTW1	YAL034W-A	MTW1	False	True	False
YAL034W-A	MTW1	YBR211C	AME1	False	True	False
YAL034W-A	MTW1	YGR179C	OKP1	False	True	False
YAL034W-A	MTW1	YIR010W	DSN1	False	True	False
YAL034W-A	MTW1	YJR112W	NNF1	False	True	True
YAL034W-A	MTW1	YMR117C	SPC24	False	True	False
YAL034W-A	MTW1	YOL069W	NUF2	False	True	False
YAL035W	FUN12	YDL081C	RPP1A	False	True	False
YAL036C	RBG1	YDR152W	GIR2	False	True	True
YAL038W	CDC19	YDR510W	SMT3	False	True	False
YAL038W	CDC19	YHR023W	MYO1	False	True	False
YAL038W	CDC19	YNL307C	MCK1	False	True	False
YAL040C	CLN3	YBR160W	CDC28	False	True	False
YAL040C	CLN3	YPL014W	CIP1	False	True	False
YAL041W	CDC24	YAL041W	CDC24	False	True	False
YAL041W	CDC24	YBL085W	BOI1	False	True	False
YAL041W	CDC24	YDR379W	RGA2	False	True	False
YAL041W	CDC24	YER114C	BOI2	False	True	False
YAL041W	CDC24	YGR152C	RSR1	False	True	False
YAL041W	CDC24	YGR221C	TOS2	False	True	False
YAL041W	CDC24	YHL007C	STE20	False	True	False
YAL041W	CDC24	YIL079C	AIR1	False	True	False
YAL041W	CDC24	YJL085W	EXO70	False	True	False
YAL041W	CDC24	YJL157C	FAR1	False	True	False
YAL041W	CDC24	YJL187C	SWE1	False	True	False
YAL041W	CDC24	YJR076C	CDC11	False	True	False
YAL041W	CDC24	YLR206W	ENT2	False	True	False
YAL041W	CDC24	YLR229C	CDC42	False	True	False
YAL041W	CDC24	YNL098C	RAS2	False	True	False
YAL041W	CDC24	YNL298W	CLA4	False	True	False
YAL041W	CDC24	YOL070C	NBA1	False	True	False
YAL041W	CDC24	YOR188W	MSB1	False	True	False
YAL041W	CDC24	YOR212W	STE4	False	True	False
YAL041W	CDC24	YPL161C	BEM4	False	True	False
YAL042W	ERV46	YAL042W	ERV46	False	True	False
YAL042W	ERV46	YML067C	ERV41	False	True	False
YAL043C	PTA1	YGR156W	PTI1	False	True	False
YAL043C	PTA1	YKR002W	PAP1	False	True	False
YAL043C	PTA1	YLR277C	YSH1	False	True	False
YAL043C	PTA1	YNL222W	SSU72	False	True	False
YAL043C	PTA1	YOR119C	RIO1	False	True	False
YAL047C	SPC72	YAL047C	SPC72	False	True	False
YAL047C	SPC72	YEL061C	CIN8	False	True	False
YAL047C	SPC72	YGL212W	VAM7	False	True	False
YAL047C	SPC72	YGR218W	CRM1	False	True	False
YAL047C	SPC72	YHR158C	KEL1	False	True	False
YAL047C	SPC72	YHR172W	SPC97	False	True	False
YAL047C	SPC72	YJL113W		False	True	False
YAL047C	SPC72	YJR053W	BFA1	False	True	False
YAL047C	SPC72	YLR045C	STU2	False	True	False
YAL047C	SPC72	YLR212C	TUB4	False	True	False
YAL047C	SPC72	YNL126W	SPC98	False	True	False
YAL047C	SPC72	YNL188W	KAR1	False	True	False
YAL047C	SPC72	YOR373W	NUD1	False	True	False
YAL047C	SPC72	YPL055C	LGE1	False	True	False
YAL056W	GPB2	YER020W	GPA2	False	True	False
YAL062W	GDH3	YDR388W	RVS167	False	True	False
YAL067C	SEO1	YOR153W	PDR5	False	True	False
YAR002C-A	ERP1	YGL002W	ERP6	False	True	False
YAR002C-A	ERP1	YGL200C	EMP24	False	True	False
YAR002C-A	ERP1	YML012W	ERV25	False	True	False
YAR002C-A	ERP1	YML067C	ERV41	False	True	False
YAR002W	NUP60	YLR335W	NUP2	False	True	False
YAR002W	NUP60	YLR347C	KAP95	False	True	False
YAR007C	RFA1	YAR007C	RFA1	False	True	False
YAR007C	RFA1	YBR136W	MEC1	False	True	False
YAR007C	RFA1	YCR066W	RAD18	False	True	False
YAR007C	RFA1	YDR369C	XRS2	False	True	False
YAR007C	RFA1	YHR164C	DNA2	False	True	False
YAR007C	RFA1	YIR002C	MPH1	False	True	False
YAR007C	RFA1	YML032C	RAD52	False	True	False
YAR007C	RFA1	YMR190C	SGS1	False	True	False
YAR008W	SEN34	YMR059W	SEN15	False	True	False
YAR008W	SEN34	YPL083C	SEN54	False	True	False
YAR014C	BUD14	YDR122W	KIN1	False	True	False
YAR014C	BUD14	YDR195W	REF2	False	True	False
YAR014C	BUD14	YER032W	FIR1	False	True	False
YAR014C	BUD14	YER133W	GLC7	False	True	True
YAR014C	BUD14	YER155C	BEM2	False	True	False
YAR014C	BUD14	YGR092W	DBF2	False	True	False
YAR014C	BUD14	YHR158C	KEL1	False	True	False
YAR014C	BUD14	YIL144W	NDC80	False	True	False
YAR014C	BUD14	YLR096W	KIN2	False	True	False
YAR014C	BUD14	YLR273C	PIG1	False	True	False
YAR014C	BUD14	YMR071C	TVP18	False	True	False
YAR014C	BUD14	YNL333W	SNZ2	False	True	False
YAR015W	ADE1	YPL240C	HSP82	False	True	False
YAR018C	KIN3	YBL106C	SRO77	False	True	False
YAR018C	KIN3	YPL018W	CTF19	False	True	False
YAR019C	CDC15	YPL240C	HSP82	False	True	False
YAR027W	UIP3	YAR028W		False	True	True
YAR033W	MST28	YGL051W	MST27	False	True	True
YAR042W	SWH1	YER120W	SCS2	False	True	False
YAR050W	FLO1	YER118C	SHO1	False	True	False
YBL002W	HTB2	YBR089C-A	NHP6B	False	True	False
YBL002W	HTB2	YER030W	CHZ1	False	True	False
YBL002W	HTB2	YKR048C	NAP1	False	True	False
YBL003C	HTA2	YBR089C-A	NHP6B	False	True	False
YBL004W	UTP20	YGR090W	UTP22	False	True	False
YBL004W	UTP20	YMR229C	RRP5	False	True	False
YBL004W	UTP20	YOR287C	RRP36	False	True	False
YBL004W	UTP20	YPR137W	RRP9	False	True	False
YBL005W	PDR3	YPL240C	HSP82	False	True	False
YBL007C	SLA1	YBL047C	EDE1	False	True	False
YBL007C	SLA1	YBL105C	PKC1	False	True	False
YBL007C	SLA1	YBR234C	ARC40	False	True	False
YBL007C	SLA1	YCL034W	LSB5	False	True	False
YBL007C	SLA1	YCR030C	SYP1	False	True	False
YBL007C	SLA1	YCR088W	ABP1	False	True	False
YBL007C	SLA1	YDL028C	MPS1	False	True	False
YBL007C	SLA1	YDL146W	LDB17	False	True	False
YBL007C	SLA1	YDL161W	ENT1	False	True	False
YBL007C	SLA1	YDR172W	SUP35	False	True	False
YBL007C	SLA1	YDR388W	RVS167	False	True	False
YBL007C	SLA1	YER133W	GLC7	False	True	False
YBL007C	SLA1	YGL181W	GTS1	False	True	False
YBL007C	SLA1	YGL206C	CHC1	False	True	False
YBL007C	SLA1	YGR241C	YAP1802	False	True	False
YBL007C	SLA1	YGR268C	HUA1	False	True	False
YBL007C	SLA1	YHR016C	YSC84	False	True	True
YBL007C	SLA1	YIL095W	PRK1	False	True	False
YBL007C	SLA1	YIR006C	PAN1	False	True	False
YBL007C	SLA1	YJL151C	SNA3	False	True	False
YBL007C	SLA1	YJL201W	ECM25	False	True	False
YBL007C	SLA1	YKL054C	DEF1	False	True	False
YBL007C	SLA1	YKR001C	VPS1	False	True	False
YBL007C	SLA1	YLL024C	SSA2	False	True	False
YBL007C	SLA1	YLR064W	PER33	False	True	False
YBL007C	SLA1	YLR206W	ENT2	False	True	False
YBL007C	SLA1	YMR109W	MYO5	False	True	False
YBL007C	SLA1	YNL084C	END3	False	True	False
YBL007C	SLA1	YNL094W	APP1	False	True	False
YBL007C	SLA1	YNL106C	INP52	False	True	False
YBL007C	SLA1	YNL152W	INN1	False	True	False
YBL007C	SLA1	YNL238W	KEX2	False	True	False
YBL007C	SLA1	YNL243W	SLA2	False	True	False
YBL007C	SLA1	YOR047C	STD1	False	True	False
YBL007C	SLA1	YOR109W	INP53	False	True	False
YBL007C	SLA1	YOR181W	LAS17	False	True	False
YBL007C	SLA1	YPR171W	BSP1	False	True	False
YBL008W	HIR1	YBR112C	CYC8	False	True	False
YBL008W	HIR1	YMR021C	MAC1	False	True	False
YBL010C		YPR029C	APL4	False	True	False
YBL014C	RRN6	YER148W	SPT15	False	True	False
YBL014C	RRN6	YKL125W	RRN3	False	True	False
YBL016W	FUS3	YDL159W	STE7	False	True	False
YBL016W	FUS3	YDR103W	STE5	False	True	False
YBL016W	FUS3	YDR480W	DIG2	False	True	True
YBL016W	FUS3	YER075C	PTP3	False	True	False
YBL016W	FUS3	YGL178W	MPT5	False	True	False
YBL016W	FUS3	YGR040W	KSS1	False	True	False
YBL016W	FUS3	YJL157C	FAR1	False	True	False
YBL016W	FUS3	YLR362W	STE11	False	True	False
YBL016W	FUS3	YNL053W	MSG5	False	True	False
YBL016W	FUS3	YPL049C	DIG1	False	True	True
YBL017C	PEP1	YMR197C	VTI1	False	True	False
YBL019W	APN2	YBR088C	POL30	False	True	False
YBL023C	MCM2	YBL023C	MCM2	False	True	False
YBL023C	MCM2	YDL017W	CDC7	False	True	False
YBL023C	MCM2	YDR052C	DBF4	False	True	False
YBL023C	MCM2	YFR027W	ECO1	False	True	False
YBL023C	MCM2	YIL150C	MCM10	False	True	False
YBL023C	MCM2	YJL194W	CDC6	False	True	False
YBL023C	MCM2	YOR080W	DIA2	False	True	False
YBL025W	RRN10	YDL113C	ATG20	False	True	False
YBL026W	LSM2	YDL160C	DHH1	False	True	False
YBL026W	LSM2	YDR378C	LSM6	False	True	False
YBL026W	LSM2	YER112W	LSM4	False	True	False
YBL026W	LSM2	YER146W	LSM5	False	True	False
YBL026W	LSM2	YGL173C	XRN1	False	True	False
YBL026W	LSM2	YLR275W	SMD2	False	True	False
YBL026W	LSM2	YMR080C	NAM7	False	True	False
YBL026W	LSM2	YNL147W	LSM7	False	True	False
YBL026W	LSM2	YOL149W	DCP1	False	True	False
YBL030C	PET9	YBL045C	COR1	False	True	False
YBL030C	PET9	YDL067C	COX9	False	True	False
YBL030C	PET9	YGL191W	COX13	False	True	False
YBL030C	PET9	YJR048W	CYC1	False	True	False
YBL030C	PET9	YJR077C	MIR1	False	True	False
YBL030C	PET9	YLL041C	SDH2	False	True	False
YBL030C	PET9	YMR056C	AAC1	False	True	False
YBL030C	PET9	YMR145C	NDE1	False	True	False
YBL030C	PET9	YNL055C	POR1	False	True	False
YBL030C	PET9	YOR065W	CYT1	False	True	False
YBL030C	PET9	YOR176W	HEM15	False	True	False
YBL030C	PET9	YPL078C	ATP4	False	True	False
YBL031W	SHE1	YGR218W	CRM1	False	True	False
YBL031W	SHE1	YKR054C	DYN1	False	True	False
YBL034C	STU1	YFL037W	TUB2	False	True	False
YBL034C	STU1	YML085C	TUB1	False	True	False
YBL035C	POL12	YDR082W	STN1	False	True	False
YBL041W	PRE7	YER012W	PRE1	False	True	False
YBL041W	PRE7	YGL011C	SCL1	False	True	False
YBL045C	COR1	YJR048W	CYC1	False	True	False
YBL046W	PSY4	YDR075W	PPH3	False	True	False
YBL046W	PSY4	YNL201C	PSY2	False	True	True
YBL047C	EDE1	YBL047C	EDE1	False	True	False
YBL047C	EDE1	YCR030C	SYP1	False	True	True
YBL047C	EDE1	YDL161W	ENT1	False	True	False
YBL047C	EDE1	YJR134C	SGM1	False	True	False
YBL047C	EDE1	YNL271C	BNI1	False	True	False
YBL052C	SAS3	YPL129W	TAF14	False	True	False
YBL057C	PTH2	YMR276W	DSK2	False	True	True
YBL058W	SHP1	YBL078C	ATG8	False	True	False
YBL058W	SHP1	YDL132W	CDC53	False	True	False
YBL058W	SHP1	YLL039C	UBI4	False	True	False
YBL061C	SKT5	YBR023C	CHS3	False	True	False
YBL061C	SKT5	YER032W	FIR1	False	True	False
YBL061C	SKT5	YMR032W	HOF1	False	True	False
YBL064C	PRX1	YBL064C	PRX1	False	True	False
YBL064C	PRX1	YKL086W	SRX1	False	True	False
YBL066C	SEF1	YDR099W	BMH2	False	True	False
YBL068W	PRS4	YKL181W	PRS1	False	True	False
YBL068W	PRS4	YOL061W	PRS5	False	True	True
YBL072C	RPS8A	YMR116C	ASC1	False	True	False
YBL075C	SSA3	YER103W	SSA4	False	True	False
YBL075C	SSA3	YNL064C	YDJ1	False	True	False
YBL076C	ILS1	YHR023W	MYO1	False	True	False
YBL078C	ATG8	YDL135C	RDI1	False	True	False
YBL078C	ATG8	YGL180W	ATG1	False	True	False
YBL078C	ATG8	YIL115C	NUP159	False	True	False
YBL078C	ATG8	YJL039C	NUP192	False	True	False
YBL078C	ATG8	YJL185C	ATG36	False	True	False
YBL078C	ATG8	YLR312C	ATG39	False	True	False
YBL078C	ATG8	YNL223W	ATG4	False	True	True
YBL078C	ATG8	YOL083W	ATG34	False	True	True
YBL078C	ATG8	YOR042W	CUE5	False	True	False
YBL078C	ATG8	YOR152C	ATG40	False	True	False
YBL078C	ATG8	YPL100W	ATG21	False	True	False
YBL079W	NUP170	YBR087W	RFC5	False	True	False
YBL079W	NUP170	YDR458C	HEH2	False	True	False
YBL079W	NUP170	YGL092W	NUP145	False	True	False
YBL079W	NUP170	YJR068W	RFC2	False	True	False
YBL079W	NUP170	YKR082W	NUP133	False	True	False
YBL079W	NUP170	YML034W	SRC1	False	True	False
YBL079W	NUP170	YMR078C	CTF18	False	True	False
YBL079W	NUP170	YMR153W	NUP53	False	True	False
YBL079W	NUP170	YNL290W	RFC3	False	True	False
YBL079W	NUP170	YOL094C	RFC4	False	True	False
YBL084C	CDC27	YHR166C	CDC23	False	True	False
YBL085W	BOI1	YBL085W	BOI1	False	True	False
YBL085W	BOI1	YBR102C	EXO84	False	True	False
YBL085W	BOI1	YBR200W	BEM1	False	True	False
YBL085W	BOI1	YDR085C	AFR1	False	True	False
YBL085W	BOI1	YDR164C	SEC1	False	True	False
YBL085W	BOI1	YDR166C	SEC5	False	True	False
YBL085W	BOI1	YDR239C		False	True	False
YBL085W	BOI1	YER008C	SEC3	False	True	False
YBL085W	BOI1	YER032W	FIR1	False	True	False
YBL085W	BOI1	YER124C	DSE1	False	True	False
YBL085W	BOI1	YER158C		False	True	False
YBL085W	BOI1	YGL233W	SEC15	False	True	False
YBL085W	BOI1	YHL007C	STE20	False	True	False
YBL085W	BOI1	YJL164C	TPK1	False	True	False
YBL085W	BOI1	YJR056C		False	True	False
YBL085W	BOI1	YLR229C	CDC42	False	True	False
YBL085W	BOI1	YLR319C	BUD6	False	True	False
YBL085W	BOI1	YML109W	ZDS2	False	True	False
YBL085W	BOI1	YMR032W	HOF1	False	True	False
YBL085W	BOI1	YMR124W	EPO1	False	True	False
YBL085W	BOI1	YNL078W	NIS1	False	True	False
YBL085W	BOI1	YNL271C	BNI1	False	True	False
YBL085W	BOI1	YOL070C	NBA1	False	True	False
YBL085W	BOI1	YPL158C	AIM44	False	True	False
YBL087C	RPL23A	YDR361C	BCP1	False	True	False
YBL087C	RPL23A	YMR116C	ASC1	False	True	False
YBL092W	RPL32	YLR448W	RPL6B	False	True	False
YBL092W	RPL32	YMR116C	ASC1	False	True	False
YBL093C	ROX3	YOL051W	GAL11	False	True	False
YBL099W	ATP1	YJL180C	ATP12	False	True	False
YBL099W	ATP1	YJR045C	SSC1	False	True	False
YBL099W	ATP1	YLR304C	ACO1	False	True	False
YBL099W	ATP1	YOR374W	ALD4	False	True	False
YBL099W	ATP1	YPL271W	ATP15	False	True	False
YBL101C	ECM21	YDR099W	BMH2	False	True	False
YBL101C	ECM21	YOL122C	SMF1	False	True	False
YBL103C	RTG3	YBR112C	CYC8	False	True	False
YBL103C	RTG3	YER177W	BMH1	False	True	False
YBL103C	RTG3	YJR066W	TOR1	False	True	False
YBL103C	RTG3	YOL067C	RTG1	False	True	False
YBL103C	RTG3	YOL108C	INO4	False	True	False
YBL103C	RTG3	YPL240C	HSP82	False	True	False
YBL104C	SEA4	YJR138W	IML1	False	True	False
YBL105C	PKC1	YBL105C	PKC1	False	True	False
YBL105C	PKC1	YDR103W	STE5	False	True	False
YBL105C	PKC1	YEL002C	WBP1	False	True	False
YBL105C	PKC1	YGL022W	STT3	False	True	False
YBL105C	PKC1	YML109W	ZDS2	False	True	True
YBL105C	PKC1	YMR149W	SWP1	False	True	False
YBL105C	PKC1	YNL088W	TOP2	False	True	False
YBL105C	PKC1	YPR165W	RHO1	False	True	False
YBL106C	SRO77	YGR172C	YIP1	False	True	False
YBL106C	SRO77	YIL033C	BCY1	False	True	False
YBL106C	SRO77	YLR206W	ENT2	False	True	False
YBL106C	SRO77	YNL094W	APP1	False	True	False
YBL106C	SRO77	YOR197W	MCA1	False	True	False
YBL106C	SRO77	YPL174C	NIP100	False	True	False
YBR003W	COQ1	YJR022W	LSM8	False	True	False
YBR005W	RCR1	YER125W	RSP5	False	True	False
YBR011C	IPP1	YDL156W	CMR1	False	True	False
YBR017C	KAP104	YDR192C	NUP42	False	True	False
YBR017C	KAP104	YGL092W	NUP145	False	True	False
YBR017C	KAP104	YGL122C	NAB2	False	True	False
YBR017C	KAP104	YGR119C	NUP57	False	True	False
YBR017C	KAP104	YOL123W	HRP1	False	True	False
YBR020W	GAL1	YML051W	GAL80	False	True	False
YBR023C	CHS3	YBR023C	CHS3	False	True	False
YBR023C	CHS3	YER118C	SHO1	False	True	False
YBR023C	CHS3	YGL203C	KEX1	False	True	False
YBR023C	CHS3	YHR142W	CHS7	False	True	False
YBR023C	CHS3	YJR117W	STE24	False	True	False
YBR023C	CHS3	YKR027W	BCH2	False	True	False
YBR023C	CHS3	YLR330W	CHS5	False	True	False
YBR023C	CHS3	YMR237W	BCH1	False	True	False
YBR023C	CHS3	YOR299W	BUD7	False	True	False
YBR025C	OLA1	YDL166C	FAP7	False	True	False
YBR031W	RPL4A	YDR161W	ACL4	False	True	False
YBR031W	RPL4A	YKL117W	SBA1	False	True	False
YBR031W	RPL4A	YML073C	RPL6A	False	True	False
YBR031W	RPL4A	YMR116C	ASC1	False	True	False
YBR034C	HMT1	YDL188C	PPH22	False	True	False
YBR034C	HMT1	YDR206W	EBS1	False	True	False
YBR034C	HMT1	YDR422C	SIP1	False	True	False
YBR034C	HMT1	YDR432W	NPL3	False	True	False
YBR034C	HMT1	YGL122C	NAB2	False	True	False
YBR034C	HMT1	YGR092W	DBF2	False	True	False
YBR034C	HMT1	YLR032W	RAD5	False	True	False
YBR034C	HMT1	YLR397C	AFG2	False	True	False
YBR034C	HMT1	YML032C	RAD52	False	True	False
YBR034C	HMT1	YMR048W	CSM3	False	True	False
