orf_name_a	gene_name_a	orf_name_b	gene_name_b	in_I3D-exp-24	in_Lit-BM-24	in_Y2H-union-08
YDR041W	RSM10	YPR166C	MRP2	True	False	False
YBR251W	MRPS5	YDR041W	RSM10	True	True	False
YDR041W	RSM10	YGR215W	RSM27	True	False	False
Q0140	VAR1	YDR175C	RSM24	True	False	False
YBR251W	MRPS5	YDR175C	RSM24	True	True	False
YBR146W	MRPS9	YDR175C	RSM24	True	False	False
YDR175C	RSM24	YGR215W	RSM27	True	False	False
YDR175C	RSM24	YGL129C	RSM23	True	False	False
YDR041W	RSM10	YDR175C	RSM24	True	False	False
YGL103W	RPL28	YOL120C	RPL18A	True	True	False
YDL082W	RPL13A	YGL103W	RPL28	True	False	False
YDL082W	RPL13A	YMR194W	RPL36A	True	False	False
YDL082W	RPL13A	YLR029C	RPL15A	True	False	False
YDL082W	RPL13A	YDL191W	RPL35A	True	False	False
YBR031W	RPL4A	YDL082W	RPL13A	True	False	False
YDL082W	RPL13A	YER002W	NOP16	True	False	False
YDL082W	RPL13A	YOL077C	BRX1	True	False	False
YGR214W	RPS0A	YML024W	RPS17A	True	False	False
YGR214W	RPS0A	YKR057W	RPS21A	True	False	False
YDR447C	RPS17B	YGR214W	RPS0A	True	False	False
YGL123W	RPS2	YGR214W	RPS0A	True	False	False
YML024W	RPS17A	YMR116C	ASC1	True	True	False
YMR116C	ASC1	YNL178W	RPS3	True	True	False
YMR116C	ASC1	YMR143W	RPS16A	True	True	False
YDR447C	RPS17B	YMR116C	ASC1	True	False	False
YMR116C	ASC1	YMR116C	ASC1	True	True	False
YML024W	RPS17A	YOR056C	NOB1	True	False	False
YGR214W	RPS0A	YOR056C	NOB1	True	False	False
YLR441C	RPS1A	YOR056C	NOB1	True	False	False
YFL037W	TUB2	YFL037W	TUB2	True	False	False
YFL037W	TUB2	YML085C	TUB1	True	True	False
YML085C	TUB1	YML085C	TUB1	True	False	False
YFL037W	TUB2	YLR045C	STU2	True	True	False
YLR045C	STU2	YML085C	TUB1	True	True	False
YIL144W	NDC80	YLR045C	STU2	True	True	False
YLR045C	STU2	YLR045C	STU2	True	True	False
YPL240C	HSP82	YPL240C	HSP82	True	True	False
YCR060W	TAH1	YPL240C	HSP82	True	True	False
YKL117W	SBA1	YPL240C	HSP82	True	True	True
YHR117W	TOM71	YPL240C	HSP82	True	False	False
YAL005C	SSA1	YHR117W	TOM71	True	True	False
YDR214W	AHA1	YPL240C	HSP82	True	True	True
YDR214W	AHA1	YMR186W	HSC82	True	True	True
YAL003W	EFB1	YBR118W	TEF2	True	False	False
YAL003W	EFB1	YPR080W	TEF1	True	False	False
YEL009C	GCN4	YEL009C	GCN4	True	True	False
YEL009C	GCN4	YOL051W	GAL11	True	True	False
R0010W	FLP1	R0010W	FLP1	True	False	False
YEL021W	URA3	YEL021W	URA3	True	True	False
YGL187C	COX4	YLR163C	MAS1	True	False	False
YGL187C	COX4	YNR017W	TIM23	True	True	False
YNR017W	TIM23	YNR017W	TIM23	True	False	False
YDL140C	RPO21	YGL043W	DST1	True	True	False
YDL140C	RPO21	YOR151C	RPB2	True	True	False
YGL043W	DST1	YOR151C	RPB2	True	False	False
YOR151C	RPB2	YOR151C	RPB2	True	False	False
YDL140C	RPO21	YIL021W	RPB3	True	True	False
YIL021W	RPB3	YOR151C	RPB2	True	True	False
YDL140C	RPO21	YJL140W	RPB4	True	True	False
YER171W	RAD3	YJL140W	RPB4	True	False	False
YJL140W	RPB4	YOR151C	RPB2	True	False	False
YBR154C	RPB5	YDL140C	RPO21	True	True	False
YBR154C	RPB5	YOR116C	RPO31	True	True	False
YBR154C	RPB5	YOR151C	RPB2	True	True	False
YBR154C	RPB5	YOR341W	RPA190	True	True	False
YDL140C	RPO21	YPR187W	RPO26	True	True	False
YOR116C	RPO31	YPR187W	RPO26	True	False	False
YOR151C	RPB2	YPR187W	RPO26	True	True	False
YOR341W	RPA190	YPR187W	RPO26	True	False	False
YBR154C	RPB5	YPR187W	RPO26	True	True	False
YDL140C	RPO21	YOR224C	RPB8	True	True	False
YOR116C	RPO31	YOR224C	RPB8	True	True	False
YOR224C	RPB8	YPR110C	RPC40	True	False	False
YOR224C	RPB8	YOR341W	RPA190	True	False	False
YIL021W	RPB3	YOR224C	RPB8	True	False	False
YDL140C	RPO21	YGR116W	SPT6	True	True	False
YGR116W	SPT6	YGR116W	SPT6	True	False	False
YDL140C	RPO21	YML010W	SPT5	True	False	False
YML010W	SPT5	YOR151C	RPB2	True	False	False
YIL021W	RPB3	YML010W	SPT5	True	False	False
YDL140C	RPO21	YGL070C	RPB9	True	True	False
YGL070C	RPB9	YOR151C	RPB2	True	True	False
YDL140C	RPO21	YPR086W	SUA7	True	True	False
YOR151C	RPB2	YPR086W	SUA7	True	True	False
YER148W	SPT15	YPR086W	SUA7	True	True	False
YDL140C	RPO21	YER022W	SRB4	True	False	False
YER022W	SRB4	YLR071C	RGR1	True	False	False
YDL140C	RPO21	YGR104C	SRB5	True	False	False
YER022W	SRB4	YGR104C	SRB5	True	False	False
YGR104C	SRB5	YGR104C	SRB5	True	False	False
YDL140C	RPO21	YDR404C	RPB7	True	True	False
YDR404C	RPB7	YOR151C	RPB2	True	False	False
YDR404C	RPB7	YJL140W	RPB4	True	True	False
YDR404C	RPB7	YPR187W	RPO26	True	False	False
YDR404C	RPB7	YML010W	SPT5	True	False	False
YDR404C	RPB7	YDR404C	RPB7	True	False	False
YDL140C	RPO21	YKL028W	TFA1	True	True	False
YER171W	RAD3	YKL028W	TFA1	True	False	False
YKL028W	TFA1	YOR151C	RPB2	True	False	False
YKL028W	TFA1	YPR086W	SUA7	True	False	False
YDR311W	TFB1	YKL028W	TFA1	True	False	True
YDR404C	RPB7	YKL028W	TFA1	True	False	False
YDL140C	RPO21	YKL005C	BYE1	True	True	False
YBR154C	RPB5	YKL005C	BYE1	True	False	False
YDL140C	RPO21	YKR062W	TFA2	True	True	False
YER171W	RAD3	YKR062W	TFA2	True	False	False
YER148W	SPT15	YKR062W	TFA2	True	False	False
YDR311W	TFB1	YKR062W	TFA2	True	False	False
YKL028W	TFA1	YKR062W	TFA2	True	False	True
YBR193C	MED8	YDL140C	RPO21	True	False	False
YBR193C	MED8	YER022W	SRB4	True	True	True
YBR193C	MED8	YBR253W	SRB6	True	False	False
YBR193C	MED8	YGR104C	SRB5	True	True	True
YDL140C	RPO21	YGL127C	SOH1	True	False	False
YGL127C	SOH1	YLR071C	RGR1	True	False	False
YBR193C	MED8	YGL127C	SOH1	True	False	True
YGL127C	SOH1	YGL127C	SOH1	True	False	False
YDL140C	RPO21	YHR058C	MED6	True	False	False
YER022W	SRB4	YHR058C	MED6	True	True	True
YBR253W	SRB6	YHR058C	MED6	True	False	False
YBR193C	MED8	YHR058C	MED6	True	False	False
YGL127C	SOH1	YHR058C	MED6	True	False	False
YDL140C	RPO21	YOL005C	RPB11	True	True	False
YOL005C	RPB11	YOR151C	RPB2	True	False	False
YIL021W	RPB3	YOL005C	RPB11	True	True	False
YOL005C	RPB11	YOR224C	RPB8	True	False	False
YML010W	SPT5	YOL005C	RPB11	True	False	False
YDL140C	RPO21	YHR143W-A	RPC10	True	True	False
YHR143W-A	RPC10	YPR110C	RPC40	True	False	False
YHR143W-A	RPC10	YOR151C	RPB2	True	False	False
YHR143W-A	RPC10	YIL021W	RPB3	True	True	False
YHR143W-A	RPC10	YPR010C	RPA135	True	True	False
YHR143W-A	RPC10	YOR210W	RPB10	True	False	False
YHR143W-A	RPC10	YOR207C	RET1	True	False	False
YHR143W-A	RPC10	YML010W	SPT5	True	False	False
YHR143W-A	RPC10	YPR086W	SUA7	True	False	False
YGR246C	BRF1	YHR143W-A	RPC10	True	False	False
YDL140C	RPO21	YGR186W	TFG1	True	False	False
YGR186W	TFG1	YOR151C	RPB2	True	False	False
YGR186W	TFG1	YOR210W	RPB10	True	False	False
YGL070C	RPB9	YGR186W	TFG1	True	False	False
YDL140C	RPO21	YNL251C	NRD1	True	True	False
YDL140C	RPO21	YIL143C	SSL2	True	False	False
YER171W	RAD3	YIL143C	SSL2	True	False	False
YIL143C	SSL2	YKL028W	TFA1	True	False	False
YIL143C	SSL2	YKR062W	TFA2	True	False	False
YDL140C	RPO21	YOR048C	RAT1	True	False	False
YOR048C	RAT1	YOR151C	RPB2	True	False	False
YDR404C	RPB7	YOR048C	RAT1	True	False	False
YGL246C	RAI1	YOR048C	RAT1	True	False	False
YDL140C	RPO21	YDR045C	RPC11	True	False	False
YDR045C	RPC11	YOR116C	RPO31	True	False	False
YDR045C	RPC11	YOR151C	RPB2	True	False	False
YBR154C	RPB5	YDR045C	RPC11	True	False	False
YDR045C	RPC11	YOR207C	RET1	True	True	False
YDL150W	RPC53	YDR045C	RPC11	True	False	False
YDR045C	RPC11	YKR025W	RPC37	True	False	False
YDL140C	RPO21	YDR289C	RTT103	True	True	False
YDR289C	RTT103	YDR289C	RTT103	True	True	False
YDL140C	RPO21	YOL135C	MED7	True	False	False
YLR071C	RGR1	YOL135C	MED7	True	False	False
YBL093C	ROX3	YOL135C	MED7	True	False	False
YGL127C	SOH1	YOL135C	MED7	True	True	True
YDR308C	SRB7	YOL135C	MED7	True	True	True
YOL135C	MED7	YPR168W	NUT2	True	True	False
YOL135C	MED7	YOL135C	MED7	True	False	False
YOR116C	RPO31	YPR110C	RPC40	True	False	False
YER148W	SPT15	YOR116C	RPO31	True	False	False
YER148W	SPT15	YER148W	SPT15	True	True	False
YNL151C	RPC31	YOR116C	RPO31	True	False	False
YOR116C	RPO31	YOR207C	RET1	True	False	False
YOR207C	RET1	YPR110C	RPC40	True	False	False
YER148W	SPT15	YOR207C	RET1	True	False	False
YOR207C	RET1	YPR187W	RPO26	True	False	False
YOR207C	RET1	YOR210W	RPB10	True	False	False
YNL113W	RPC19	YOR116C	RPO31	True	False	False
YNL113W	RPC19	YPR110C	RPC40	True	True	True
YNL113W	RPC19	YOR341W	RPA190	True	False	False
YNL113W	RPC19	YOR224C	RPB8	True	False	False
YNL113W	RPC19	YPR010C	RPA135	True	True	False
YNL113W	RPC19	YOR207C	RET1	True	False	False
YGR246C	BRF1	YOR116C	RPO31	True	False	False
YER148W	SPT15	YGR246C	BRF1	True	True	False
YGR246C	BRF1	YOR207C	RET1	True	False	False
YOR116C	RPO31	YPR190C	RPC82	True	False	False
YNL151C	RPC31	YPR190C	RPC82	True	False	False
YBR154C	RPB5	YPR190C	RPC82	True	False	False
YKL144C	RPC25	YOR116C	RPO31	True	False	False
YKL144C	RPC25	YNL151C	RPC31	True	False	False
YKL144C	RPC25	YPR187W	RPO26	True	False	False
YKL144C	RPC25	YOR207C	RET1	True	False	False
YDR005C	MAF1	YOR116C	RPO31	True	True	False
YDR005C	MAF1	YOR207C	RET1	True	False	False
YDR005C	MAF1	YPR190C	RPC82	True	False	False
YDR005C	MAF1	YNR003C	RPC34	True	True	False
YJL011C	RPC17	YOR116C	RPO31	True	False	False
YJL011C	RPC17	YNL151C	RPC31	True	True	False
YJL011C	RPC17	YKL144C	RPC25	True	True	False
YER165W	PAB1	YER165W	PAB1	True	False	False
YER165W	PAB1	YKL025C	PAN3	True	True	False
YKL025C	PAN3	YKL025C	PAN3	True	False	False
YER165W	PAB1	YGL094C	PAN2	True	False	False
YGL094C	PAN2	YKL025C	PAN3	True	True	True
YPL248C	GAL4	YPL248C	GAL4	True	True	False
YML051W	GAL80	YPL248C	GAL4	True	True	False
YML051W	GAL80	YML051W	GAL80	True	True	False
YDR009W	GAL3	YML051W	GAL80	True	True	False
YDR009W	GAL3	YDR009W	GAL3	True	False	False
YBR019C	GAL10	YBR019C	GAL10	True	False	True
YBL087C	RPL23A	YGL031C	RPL24A	True	False	False
YGL031C	RPL24A	YPR016C	TIF6	True	False	False
YBL087C	RPL23A	YPR016C	TIF6	True	False	False
YOR063W	RPL3	YPR016C	TIF6	True	False	False
YCL054W	SPB1	YPR016C	TIF6	True	False	False
YPL093W	NOG1	YPR016C	TIF6	True	False	False
YLR009W	RLP24	YPR016C	TIF6	True	False	False
YJL189W	RPL39	YOL127W	RPL25	True	False	False
YDL191W	RPL35A	YOL127W	RPL25	True	False	False
YDL191W	RPL35A	YLR029C	RPL15A	True	False	False
YHL033C	RPL8A	YOL127W	RPL25	True	False	False
YHL033C	RPL8A	YMR194W	RPL36A	True	False	False
YHL033C	RPL8A	YLR029C	RPL15A	True	False	False
YCL054W	SPB1	YOL127W	RPL25	True	True	False
YCL054W	SPB1	YMR194W	RPL36A	True	False	False
YCL054W	SPB1	YLR029C	RPL15A	True	False	False
YCL054W	SPB1	YHR010W	RPL27A	True	False	False
YBL087C	RPL23A	YCL054W	SPB1	True	False	False
YBR084C-A	RPL19A	YCL054W	SPB1	True	False	False
YBR031W	RPL4A	YCL054W	SPB1	True	False	False
YCL054W	SPB1	YGL030W	RPL30	True	False	False
YCL054W	SPB1	YHL033C	RPL8A	True	False	False
YNL002C	RLP7	YOL127W	RPL25	True	False	False
YHR010W	RPL27A	YNL002C	RLP7	True	False	False
YHR052W	CIC1	YNL002C	RLP7	True	True	False
YNL002C	RLP7	YNL002C	RLP7	True	True	False
YGR103W	NOP7	YOL127W	RPL25	True	False	False
YGR103W	NOP7	YHL033C	RPL8A	True	False	False
YGR103W	NOP7	YNL002C	RLP7	True	False	False
YNL110C	NOP15	YOL127W	RPL25	True	False	False
YHL033C	RPL8A	YNL110C	NOP15	True	False	False
YHR052W	CIC1	YNL110C	NOP15	True	True	False
YNL002C	RLP7	YNL110C	NOP15	True	True	False
YNL110C	NOP15	YNL110C	NOP15	True	True	False
YBR283C	SSH1	YJL189W	RPL39	True	False	False
YBR283C	SSH1	YLR344W	RPL26A	True	False	False
YBR283C	SSH1	YDL191W	RPL35A	True	False	False
YBR283C	SSH1	YDR086C	SSS1	True	True	False
YLL018C	DPS1	YLL018C	DPS1	True	False	False
YGL253W	HXK2	YGR218W	CRM1	True	False	False
YBR088C	POL30	YDL164C	CDC9	True	True	False
YBR088C	POL30	YLR167W	RPS31	True	False	False
YBR088C	POL30	YML061C	PIF1	True	True	False
YBR088C	POL30	YJL092W	SRS2	True	True	False
YBR088C	POL30	YDL102W	POL3	True	True	False
YBR088C	POL30	YBR088C	POL30	True	True	False
YDR225W	HTA1	YJR060W	CBF1	True	False	False
YJR060W	CBF1	YJR060W	CBF1	True	True	False
YDR225W	HTA1	YHR154W	RTT107	True	False	False
YHR154W	RTT107	YHR154W	RTT107	True	False	False
YGL008C	PMA1	YGL008C	PMA1	True	True	False
YDR091C	RLI1	YLR340W	RPP0	True	False	False
YDR091C	RLI1	YGL147C	RPL9A	True	False	False
YDR091C	RLI1	YGR118W	RPS23A	True	False	False
YDR091C	RLI1	YER074W	RPS24A	True	False	False
YDR091C	RLI1	YPL090C	RPS6A	True	False	False
YBR143C	SUP45	YDR091C	RLI1	True	True	False
YDR091C	RLI1	YNL001W	DOM34	True	False	False
YGL040C	HEM2	YGL040C	HEM2	True	False	True
YDR172W	SUP35	YDR172W	SUP35	True	True	False
YBR143C	SUP45	YDR172W	SUP35	True	True	False
YLR295C	ATP14	YPL078C	ATP4	True	True	False
YBL099W	ATP1	YLR295C	ATP14	True	True	False
YDR298C	ATP5	YLR295C	ATP14	True	False	False
YKL016C	ATP7	YLR295C	ATP14	True	True	False
YDR377W	ATP17	YLR295C	ATP14	True	False	False
YGL076C	RPL7A	YMR242C	RPL20A	True	True	False
YGL147C	RPL9A	YMR242C	RPL20A	True	False	False
YBR031W	RPL4A	YGL076C	RPL7A	True	True	False
YBR031W	RPL4A	YLR344W	RPL26A	True	False	False
YBR031W	RPL4A	YLR029C	RPL15A	True	False	False
YBR031W	RPL4A	YMR242C	RPL20A	True	False	False
YBR031W	RPL4A	YOL120C	RPL18A	True	False	False
YAL025C	MAK16	YGL076C	RPL7A	True	False	False
YAL025C	MAK16	YKL180W	RPL17A	True	False	False
YAL025C	MAK16	YOL120C	RPL18A	True	False	False
YAL025C	MAK16	YBR031W	RPL4A	True	False	False
YDR087C	RRP1	YGL076C	RPL7A	True	False	False
YDR087C	RRP1	YOL120C	RPL18A	True	False	False
YBR031W	RPL4A	YDR087C	RRP1	True	False	False
YAL025C	MAK16	YDR087C	RRP1	True	False	False
YBR191W	RPL21A	YGL076C	RPL7A	True	False	False
YBR191W	RPL21A	YMR242C	RPL20A	True	False	False
YGL147C	RPL9A	YKL006W	RPL14A	True	True	False
YKL006W	RPL14A	YMR242C	RPL20A	True	True	False
YIL133C	RPL16A	YKL006W	RPL14A	True	True	False
YHR088W	RPF1	YKL180W	RPL17A	True	False	False
YAL025C	MAK16	YHR088W	RPF1	True	True	False
YBL092W	RPL32	YHR088W	RPF1	True	True	False
YER002W	NOP16	YLR344W	RPL26A	True	False	False
YDL191W	RPL35A	YER002W	NOP16	True	False	False
YBR031W	RPL4A	YER002W	NOP16	True	False	False
YER002W	NOP16	YHL033C	RPL8A	True	False	False
YDR012W	RPL4B	YLR344W	RPL26A	True	False	False
YIL133C	RPL16A	YPL143W	RPL33A	True	False	False
YIL133C	RPL16A	YMR242C	RPL20A	True	False	False
YIL133C	RPL16A	YOR063W	RPL3	True	False	False
YML073C	RPL6A	YPL143W	RPL33A	True	False	False
YAL025C	MAK16	YML073C	RPL6A	True	False	False
YKL006W	RPL14A	YML073C	RPL6A	True	False	False
YBL092W	RPL32	YML073C	RPL6A	True	True	False
YHR088W	RPF1	YML073C	RPL6A	True	False	False
YML073C	RPL6A	YOR206W	NOC2	True	False	False
YMR194W	RPL36A	YMR290C	HAS1	True	False	False
YHR052W	CIC1	YMR290C	HAS1	True	True	False
YER002W	NOP16	YMR290C	HAS1	True	False	False
YMR049C	ERB1	YMR194W	RPL36A	True	False	False
YHR010W	RPL27A	YMR049C	ERB1	True	False	False
YHL033C	RPL8A	YMR049C	ERB1	True	False	False
YCL054W	SPB1	YMR049C	ERB1	True	True	False
YFL002C	SPB4	YMR049C	ERB1	True	False	False
YKL172W	EBP2	YMR049C	ERB1	True	False	False
YER002W	NOP16	YMR049C	ERB1	True	False	False
YMR049C	ERB1	YNL002C	RLP7	True	False	False
YFR001W	LOC1	YMR049C	ERB1	True	True	False
YLR325C	RPL38	YMR049C	ERB1	True	False	False
YGR103W	NOP7	YMR049C	ERB1	True	True	False
YMR049C	ERB1	YMR290C	HAS1	True	True	False
YMR194W	RPL36A	YOL077C	BRX1	True	False	False
YOL077C	BRX1	YOL120C	RPL18A	True	False	False
YBR031W	RPL4A	YOL077C	BRX1	True	False	False
YDR087C	RRP1	YOL077C	BRX1	True	False	False
YKL172W	EBP2	YOL077C	BRX1	True	True	False
YER002W	NOP16	YOL077C	BRX1	True	True	False
YFR001W	LOC1	YOL077C	BRX1	True	True	False
YMR049C	ERB1	YOL077C	BRX1	True	False	False
YFR001W	LOC1	YLR029C	RPL15A	True	False	False
YCL054W	SPB1	YFR001W	LOC1	True	True	False
YFR001W	LOC1	YKL172W	EBP2	True	True	False
YLR061W	RPL22A	YPL093W	NOG1	True	False	False
YDL075W	RPL31A	YPL093W	NOG1	True	False	False
YEL054C	RPL12A	YPL093W	NOG1	True	False	False
YBR084C-A	RPL19A	YPL093W	NOG1	True	False	False
YOR063W	RPL3	YPL093W	NOG1	True	False	False
YER126C	NSA2	YPL093W	NOG1	True	True	False
YDR447C	RPS17B	YNL178W	RPS3	True	False	False
YBR247C	ENP1	YNL178W	RPS3	True	False	False
YBR247C	ENP1	YKL143W	LTV1	True	False	False
YHL015W	RPS20	YNL178W	RPS3	True	True	False
YLR388W	RPS29A	YNL178W	RPS3	True	False	False
YBR247C	ENP1	YLR388W	RPS29A	True	False	False
YHL015W	RPS20	YLR388W	RPS29A	True	False	False
YNL178W	RPS3	YPL239W	YAR1	True	True	False
YLR192C	HCR1	YNL178W	RPS3	True	False	False
YGR118W	RPS23A	YLR192C	HCR1	True	False	False
YLR192C	HCR1	YLR287C-A	RPS30A	True	False	False
YGL123W	RPS2	YLR192C	HCR1	True	False	False
YLR192C	HCR1	YLR192C	HCR1	True	False	False
YNL178W	RPS3	YOR293W	RPS10A	True	False	False
YLR388W	RPS29A	YOR293W	RPS10A	True	False	False
YOR293W	RPS10A	YOR369C	RPS12	True	False	False
YLR192C	HCR1	YOR293W	RPS10A	True	False	False
YDR025W	RPS11A	YDR064W	RPS13	True	False	False
YDR025W	RPS11A	YJL190C	RPS22A	True	False	False
YDR025W	RPS11A	YGR118W	RPS23A	True	False	False
YBL072C	RPS8A	YDR025W	RPS11A	True	False	False
YDR025W	RPS11A	YER102W	RPS8B	True	False	False
YDR064W	RPS13	YOR096W	RPS7A	True	False	False
YJL190C	RPS22A	YOR096W	RPS7A	True	False	False
YDR064W	RPS13	YKL156W	RPS27A	True	False	False
YKL156W	RPS27A	YKR057W	RPS21A	True	False	False
YJL190C	RPS22A	YKL156W	RPS27A	True	False	False
YKL156W	RPS27A	YMR309C	NIP1	True	False	False
YKL210W	UBA1	YLR167W	RPS31	True	False	False
YKL210W	UBA1	YLL039C	UBI4	True	True	False
YDR054C	CDC34	YKL210W	UBA1	True	True	False
YKL210W	UBA1	YKL210W	UBA1	True	False	False
YHL013C	OTU2	YLR167W	RPS31	True	False	False
YHL013C	OTU2	YIL148W	RPL40A	True	False	False
YBL072C	RPS8A	YHL013C	OTU2	True	False	False
YER102W	RPS8B	YHL013C	OTU2	True	False	False
YHL013C	OTU2	YOR096W	RPS7A	True	False	False
YFR004W	RPN11	YLR167W	RPS31	True	False	False
YFR004W	RPN11	YIL148W	RPL40A	True	False	False
YFR004W	RPN11	YFR052W	RPN12	True	False	False
YFR004W	RPN11	YIL075C	RPN2	True	True	False
YFR004W	RPN11	YOR117W	RPT5	True	False	False
YDR394W	RPT3	YFR004W	RPN11	True	True	False
YFR004W	RPN11	YKL145W	RPT1	True	True	False
YLR167W	RPS31	YOR369C	RPS12	True	False	False
YKL143W	LTV1	YOR369C	RPS12	True	False	False
YBR247C	ENP1	YOR369C	RPS12	True	False	False
YCR093W	CDC39	YDL165W	CDC36	True	True	False
YCR093W	CDC39	YCR093W	CDC39	True	False	False
YDL165W	CDC36	YPR072W	NOT5	True	False	False
YCR093W	CDC39	YPR072W	NOT5	True	True	False
YBR079C	RPG1	YOR361C	PRT1	True	False	False
YBR079C	RPG1	YMR309C	NIP1	True	True	False
YBR079C	RPG1	YLR441C	RPS1A	True	False	False
YMR146C	TIF34	YOR361C	PRT1	True	True	False
YBR079C	RPG1	YMR146C	TIF34	True	False	False
YGL058W	RAD6	YGR184C	UBR1	True	True	False
YGR184C	UBR1	YGR184C	UBR1	True	False	False
YDL074C	BRE1	YGL058W	RAD6	True	True	False
YDL074C	BRE1	YDL074C	BRE1	True	True	False
YLR303W	MET17	YLR303W	MET17	True	False	False
YLR044C	PDC1	YLR044C	PDC1	True	True	False
YDL108W	KIN28	YPR025C	CCL1	True	True	False
YDL108W	KIN28	YDR460W	TFB3	True	True	False
YDR460W	TFB3	YER171W	RAD3	True	True	False
YDR460W	TFB3	YJL140W	RPB4	True	False	False
YDR404C	RPB7	YDR460W	TFB3	True	False	False
YDR460W	TFB3	YKL028W	TFA1	True	False	False
YDR460W	TFB3	YKR062W	TFA2	True	False	False
YDR460W	TFB3	YPR025C	CCL1	True	True	True
YDL017W	CDC7	YPL153C	RAD53	True	True	False
YDR217C	RAD9	YPL153C	RAD53	True	True	False
YPL153C	RAD53	YPL153C	RAD53	True	True	False
YDL017W	CDC7	YDR052C	DBF4	True	True	False
YDR052C	DBF4	YPL153C	RAD53	True	True	False
YDR052C	DBF4	YDR052C	DBF4	True	True	False
YCR031C	RPS14A	YLR441C	RPS1A	True	False	False
YCR031C	RPS14A	YGL189C	RPS26A	True	False	False
YGL189C	RPS26A	YLR441C	RPS1A	True	True	False
YCR031C	RPS14A	YOR145C	PNO1	True	False	False
YJR123W	RPS5	YOR145C	PNO1	True	False	False
YLR441C	RPS1A	YOR145C	PNO1	True	False	False
YOR056C	NOB1	YOR145C	PNO1	True	False	False
YOR145C	PNO1	YOR167C	RPS28A	True	False	False
YOR202W	HIS3	YOR202W	HIS3	True	False	True
YDL042C	SIR2	YDL042C	SIR2	True	True	False
YDL042C	SIR2	YDR227W	SIR4	True	True	False
YDR227W	SIR4	YDR227W	SIR4	True	True	False
YLR442C	SIR3	YNL216W	RAP1	True	True	False
YNL216W	RAP1	YNL216W	RAP1	True	False	False
YOR257W	CDC31	YOR257W	CDC31	True	True	False
YLL003W	SFI1	YOR257W	CDC31	True	True	False
YBR111W-A	SUS1	YOR257W	CDC31	True	True	False
YBR111W-A	SUS1	YOR098C	NUP1	True	False	False
YBR111W-A	SUS1	YDR159W	SAC3	True	False	False
YBR111W-A	SUS1	YMR223W	UBP8	True	False	False
YBR111W-A	SUS1	YGL066W	SGF73	True	False	False
YBR111W-A	SUS1	YPL047W	SGF11	True	True	False
YBR111W-A	SUS1	YBR111W-A	SUS1	True	False	False
YPR160W	GPH1	YPR160W	GPH1	True	False	False
YML032C	RAD52	YML032C	RAD52	True	True	False
YJR052W	RAD7	YJR052W	RAD7	True	False	False
YJR052W	RAD7	YPL046C	ELC1	True	True	False
YER008C	SEC3	YPR165W	RHO1	True	True	False
YER008C	SEC3	YIL068C	SEC6	True	False	False
YER008C	SEC3	YPR055W	SEC8	True	False	False
YER008C	SEC3	YER008C	SEC3	True	True	False
YDR477W	SNF1	YDR477W	SNF1	True	True	False
YDR477W	SNF1	YGL115W	SNF4	True	True	True
YGL115W	SNF4	YGL115W	SNF4	True	True	False
YDR477W	SNF1	YGL208W	SIP2	True	True	True
YGL115W	SNF4	YGL208W	SIP2	True	True	True
YNL088W	TOP2	YNL088W	TOP2	True	True	False
YDR311W	TFB1	YER171W	RAD3	True	False	False
YDR311W	TFB1	YGR258C	RAD2	True	True	False
YDR311W	TFB1	YER162C	RAD4	True	False	False
YER171W	RAD3	YLR005W	SSL1	True	False	False
YDR311W	TFB1	YLR005W	SSL1	True	False	False
YIL143C	SSL2	YLR005W	SSL1	True	False	False
YLR005W	SSL1	YPL122C	TFB2	True	False	False
YBR081C	SPT7	YDR392W	SPT3	True	False	False
YDR392W	SPT3	YGL112C	TAF6	True	False	False
YBR081C	SPT7	YGL112C	TAF6	True	False	False
YBR198C	TAF5	YGL112C	TAF6	True	True	True
YDR145W	TAF12	YDR392W	SPT3	True	False	False
YDR145W	TAF12	YHR099W	TRA1	True	False	False
YDR145W	TAF12	YOL148C	SPT20	True	False	False
YDR145W	TAF12	YGL112C	TAF6	True	True	False
YDR145W	TAF12	YGL066W	SGF73	True	False	False
YDR167W	TAF10	YDR392W	SPT3	True	False	False
YBR081C	SPT7	YDR167W	TAF10	True	True	False
YBR198C	TAF5	YDR167W	TAF10	True	True	False
YDR167W	TAF10	YGL112C	TAF6	True	True	False
YDR145W	TAF12	YDR167W	TAF10	True	True	False
YDR167W	TAF10	YMR236W	TAF9	True	False	False
YDR392W	SPT3	YPL254W	HFI1	True	False	False
YBR081C	SPT7	YPL254W	HFI1	True	False	False
YBR198C	TAF5	YPL254W	HFI1	True	False	False
YOL148C	SPT20	YPL254W	HFI1	True	False	False
YGL112C	TAF6	YPL254W	HFI1	True	False	False
YGL066W	SGF73	YPL254W	HFI1	True	False	False
YDR145W	TAF12	YPL254W	HFI1	True	True	False
YMR236W	TAF9	YPL254W	HFI1	True	False	False
YDR167W	TAF10	YPL254W	HFI1	True	False	False
YKL182W	FAS1	YKL182W	FAS1	True	False	False
YKL182W	FAS1	YPL231W	FAS2	True	True	False
YPL231W	FAS2	YPL231W	FAS2	True	False	False
YDR226W	ADK1	YDR226W	ADK1	True	False	False
YNL121C	TOM70	YNL121C	TOM70	True	True	False
YKL194C	MST1	YKL194C	MST1	True	True	False
