orf_name_a	gene_name_a	orf_name_b	gene_name_b	n_publications	n_methods	n_evidence	category
YDL077C	VAM6	YDR197W	CBS2	1	1	1	Lit-NB
YDL077C	VAM6	YDR407C	TRS120	1	1	1	Lit-NB
YDL077C	VAM6	YDR515W	SLF1	1	1	1	Lit-NB
YDL077C	VAM6	YEL055C	POL5	1	1	1	Lit-NB
YDL077C	VAM6	YER077C	MRX1	1	1	1	Lit-NB
YDL077C	VAM6	YER123W	YCK3	1	1	1	Lit-NB
YDL077C	VAM6	YER133W	GLC7	1	1	1	Lit-NB
YDL077C	VAM6	YER176W	ECM32	1	1	1	Lit-NB
YDL077C	VAM6	YER190W	YRF1-2	1	1	1	Lit-NB
YDL077C	VAM6	YFL022C	FRS2	1	1	1	Lit-NB
YDL077C	VAM6	YFL034C-B	MOB2	1	1	1	Lit-NB
YDL077C	VAM6	YFR048W	RMD8	1	1	1	Lit-NB
YDL077C	VAM6	YGL021W	ALK1	1	1	1	Lit-NB
YDL077C	VAM6	YGL099W	LSG1	1	1	1	Lit-NB
YDL077C	VAM6	YGL124C	MON1	2	1	2	Lit-BM
YDL077C	VAM6	YGL171W	ROK1	1	1	1	Lit-NB
YDL077C	VAM6	YGL212W	VAM7	2	2	2	Lit-NB
YDL077C	VAM6	YGL227W	VID30	1	1	1	Lit-NB
YDL077C	VAM6	YGL246C	RAI1	1	1	1	Lit-NB
YDL077C	VAM6	YGL253W	HXK2	1	1	1	Lit-NB
YDL077C	VAM6	YGR072W	UPF3	1	1	1	Lit-NB
YDL077C	VAM6	YGR097W	ASK10	1	1	1	Lit-NB
YDL077C	VAM6	YGR184C	UBR1	1	1	1	Lit-NB
YDL077C	VAM6	YGR187C	HGH1	1	1	1	Lit-NB
YDL077C	VAM6	YGR250C	RIE1	1	1	1	Lit-NB
YDL077C	VAM6	YGR271W	SLH1	1	1	1	Lit-NB
YDL077C	VAM6	YHR066W	SSF1	1	1	1	Lit-NB
YDL077C	VAM6	YHR169W	DBP8	1	1	1	Lit-NB
YDL077C	VAM6	YHR182W		1	1	1	Lit-NB
YDL077C	VAM6	YHR186C	KOG1	1	1	1	Lit-NB
YDL077C	VAM6	YHR196W	UTP9	1	1	1	Lit-NB
YDL077C	VAM6	YHR216W	IMD2	1	1	1	Lit-NB
YDL077C	VAM6	YIL105C	SLM1	1	1	1	Lit-NB
YDL077C	VAM6	YIL129C	TAO3	1	1	1	Lit-NB
YDL077C	VAM6	YJL033W	HCA4	1	1	1	Lit-NB
YDL077C	VAM6	YJL157C	FAR1	1	1	1	Lit-NB
YDL077C	VAM6	YJR005W	APL1	1	1	1	Lit-NB
YDL077C	VAM6	YJR138W	IML1	1	1	1	Lit-NB
YDL077C	VAM6	YKL014C	URB1	1	1	1	Lit-NB
YDL077C	VAM6	YKL059C	MPE1	1	1	1	Lit-BS
YDL077C	VAM6	YKL098W	MTC2	1	1	1	Lit-NB
YDL077C	VAM6	YKL196C	YKT6	1	1	1	Lit-NB
YDL077C	VAM6	YKL203C	TOR2	1	1	1	Lit-NB
YDL077C	VAM6	YKR014C	YPT52	1	1	1	Lit-BS
YDL077C	VAM6	YKR023W		1	1	1	Lit-NB
YDL077C	VAM6	YKR060W	UTP30	1	1	1	Lit-NB
YDL077C	VAM6	YLL007C	LMO1	1	1	1	Lit-NB
YDL077C	VAM6	YLL013C	PUF3	1	1	1	Lit-NB
YDL077C	VAM6	YLL024C	SSA2	1	1	1	Lit-NB
YDL077C	VAM6	YLL032C		1	1	1	Lit-NB
YDL077C	VAM6	YLR051C	FCF2	1	1	1	Lit-NB
YDL077C	VAM6	YLR071C	RGR1	1	1	1	Lit-NB
YDL077C	VAM6	YLR087C	CSF1	1	1	1	Lit-NB
YDL077C	VAM6	YLR093C	NYV1	2	2	2	Lit-NB
YDL077C	VAM6	YLR106C	MDN1	1	1	1	Lit-NB
YDL077C	VAM6	YLR148W	PEP3	6	3	7	Lit-BM
YDL077C	VAM6	YLR219W	MSC3	1	1	1	Lit-NB
YDL077C	VAM6	YLR222C	UTP13	1	1	1	Lit-NB
YDL077C	VAM6	YLR262C	YPT6	1	1	1	Lit-BS
YDL077C	VAM6	YLR276C	DBP9	1	1	1	Lit-NB
YDL077C	VAM6	YLR362W	STE11	1	1	1	Lit-NB
YDL077C	VAM6	YLR371W	ROM2	1	1	1	Lit-NB
YDL077C	VAM6	YLR384C	IKI3	1	1	1	Lit-NB
YDL077C	VAM6	YLR396C	VPS33	8	3	8	Lit-NB
YDL077C	VAM6	YLR419W		1	1	1	Lit-NB
YDL077C	VAM6	YLR422W	DCK1	1	1	1	Lit-NB
YDL077C	VAM6	YML001W	YPT7	8	3	10	Lit-BM
YDL077C	VAM6	YML004C	GLO1	1	1	1	Lit-NB
YDL077C	VAM6	YML121W	GTR1	1	1	1	Lit-NB
YDL077C	VAM6	YMR064W	AEP1	1	1	1	Lit-NB
YDL077C	VAM6	YMR120C	ADE17	1	1	1	Lit-NB
YDL077C	VAM6	YMR147W		1	1	1	Lit-NB
YDL077C	VAM6	YMR197C	VTI1	1	1	1	Lit-NB
YDL077C	VAM6	YMR231W	PEP5	7	4	9	Lit-BM
YDL077C	VAM6	YMR275C	BUL1	1	1	1	Lit-NB
YDL077C	VAM6	YMR304W	UBP15	1	1	1	Lit-NB
YDL077C	VAM6	YNL002C	RLP7	1	1	1	Lit-NB
YDL077C	VAM6	YNL064C	YDJ1	1	1	1	Lit-NB
YDL077C	VAM6	YNL085W	MKT1	1	1	1	Lit-NB
YDL077C	VAM6	YNL119W	NCS2	1	1	1	Lit-NB
YDL077C	VAM6	YNL147W	LSM7	1	1	1	Lit-BS
YDL077C	VAM6	YNL250W	RAD50	1	1	1	Lit-NB
YDL077C	VAM6	YNL257C	SIP3	1	1	1	Lit-NB
YDL077C	VAM6	YNL262W	POL2	1	1	1	Lit-NB
YDL077C	VAM6	YNL304W	YPT11	1	1	1	Lit-BS
YDL077C	VAM6	YNR053C	NOG2	1	1	1	Lit-NB
YDL077C	VAM6	YOL010W	RCL1	1	1	1	Lit-NB
YDL077C	VAM6	YOL081W	IRA2	1	1	1	Lit-NB
YDL077C	VAM6	YOL097C	WRS1	1	1	1	Lit-NB
YDL077C	VAM6	YOL145C	CTR9	1	1	1	Lit-NB
YDL077C	VAM6	YOR018W	ROD1	1	1	1	Lit-NB
YDL077C	VAM6	YOR081C	TGL5	1	1	1	Lit-NB
YDL077C	VAM6	YOR089C	VPS21	1	1	1	Lit-BS
YDL077C	VAM6	YOR093C	CMR2	1	1	1	Lit-NB
YDL077C	VAM6	YOR106W	VAM3	1	1	1	Lit-NB
YDL077C	VAM6	YOR124C	UBP2	1	1	1	Lit-NB
YDL077C	VAM6	YOR207C	RET1	1	1	1	Lit-NB
YDL077C	VAM6	YOR324C	FRT1	1	1	1	Lit-NB
YDL077C	VAM6	YPL045W	VPS16	6	2	6	Lit-NB
YDL077C	VAM6	YPL086C	ELP3	1	1	1	Lit-NB
YDL077C	VAM6	YPL150W		1	1	1	Lit-NB
YDL077C	VAM6	YPL168W	MRX4	1	1	1	Lit-NB
YDL077C	VAM6	YPL183C	RTT10	1	1	1	Lit-NB
YDL077C	VAM6	YPL195W	APL5	1	1	1	Lit-NB
YDL077C	VAM6	YPL209C	IPL1	1	1	1	Lit-NB
YDL077C	VAM6	YPL210C	SRP72	1	1	1	Lit-NB
YDL077C	VAM6	YPL217C	BMS1	1	1	1	Lit-NB
YDL077C	VAM6	YPL225W		1	1	1	Lit-NB
YDL077C	VAM6	YPL243W	SRP68	1	1	1	Lit-NB
YDL077C	VAM6	YPL266W	DIM1	1	1	1	Lit-NB
YDL077C	VAM6	YPR021C	AGC1	1	1	1	Lit-NB
YDL077C	VAM6	YPR029C	APL4	1	1	1	Lit-NB
YDL077C	VAM6	YPR074C	TKL1	1	1	1	Lit-NB
YDL077C	VAM6	YPR088C	SRP54	1	1	1	Lit-NB
YDL077C	VAM6	YPR160W	GPH1	1	1	1	Lit-NB
YDL077C	VAM6	YPR189W	SKI3	1	1	1	Lit-NB
YDL077C	VAM6	YPR202W		1	1	1	Lit-NB
YDL078C	MDH3	YDL229W	SSB1	1	1	1	Lit-NB
YDL078C	MDH3	YDR244W	PEX5	3	3	4	Lit-BM
YDL078C	MDH3	YER125W	RSP5	1	1	1	Lit-BS
YDL078C	MDH3	YFL010C	WWM1	1	1	1	Lit-BS
YDL078C	MDH3	YGL153W	PEX14	1	1	1	Lit-NB
YDL078C	MDH3	YHL034C	SBP1	1	1	1	Lit-NB
YDL078C	MDH3	YIL021W	RPB3	1	1	1	Lit-NB
YDL078C	MDH3	YJR017C	ESS1	1	1	1	Lit-BS
YDL078C	MDH3	YKL012W	PRP40	1	1	1	Lit-BS
YDL078C	MDH3	YKL117W	SBA1	1	2	2	Lit-BM
YDL078C	MDH3	YML001W	YPT7	1	1	1	Lit-NB
YDL078C	MDH3	YNL007C	SIS1	1	1	1	Lit-NB
YDL078C	MDH3	YNL209W	SSB2	1	1	1	Lit-NB
YDL078C	MDH3	YPL106C	SSE1	1	1	1	Lit-NB
YDL078C	MDH3	YPL209C	IPL1	1	1	1	Lit-NB
YDL078C	MDH3	YPL240C	HSP82	1	1	1	Lit-BS
YDL079C	MRK1	YDL229W	SSB1	1	1	1	Lit-NB
YDL079C	MRK1	YGL122C	NAB2	1	1	1	Lit-NB
YDL079C	MRK1	YJL014W	CCT3	1	1	1	Lit-NB
YDL079C	MRK1	YJL098W	SAP185	1	1	1	Lit-NB
YDL079C	MRK1	YKL103C	APE1	1	1	1	Lit-NB
YDL079C	MRK1	YNL209W	SSB2	1	1	1	Lit-NB
YDL079C	MRK1	YOR294W	RRS1	1	1	1	Lit-BS
YDL079C	MRK1	YPL106C	SSE1	1	1	1	Lit-NB
YDL079C	MRK1	YPL235W	RVB2	1	1	1	Lit-NB
YDL079C	MRK1	YPR019W	MCM4	1	1	1	Lit-NB
YDL079C	MRK1	YPR042C	PUF2	1	1	1	Lit-NB
YDL080C	THI3	YDR081C	PDC2	1	2	2	Lit-BM
YDL080C	THI3	YIR037W	HYR1	1	1	1	Lit-NB
YDL080C	THI3	YPL106C	SSE1	1	1	1	Lit-NB
YDL080C	THI3	YPR088C	SRP54	1	1	1	Lit-NB
YDL081C	RPP1A	YDL081C	RPP1A	1	1	1	Lit-NB
YDL081C	RPP1A	YDL130W	RPP1B	2	2	2	Lit-BM
YDL081C	RPP1A	YDR145W	TAF12	1	1	1	Lit-NB
YDL081C	RPP1A	YDR333C	RQC1	1	1	1	Lit-NB
YDL081C	RPP1A	YDR382W	RPP2B	6	3	7	Lit-BM
YDL081C	RPP1A	YDR448W	ADA2	1	1	1	Lit-NB
YDL081C	RPP1A	YDR457W	TOM1	1	1	1	Lit-NB
YDL081C	RPP1A	YFL002C	SPB4	1	1	1	Lit-NB
YDL081C	RPP1A	YFR034C	PHO4	1	1	1	Lit-NB
YDL081C	RPP1A	YGL112C	TAF6	1	1	1	Lit-NB
YDL081C	RPP1A	YGL122C	NAB2	1	1	1	Lit-NB
YDL081C	RPP1A	YGR252W	GCN5	1	1	1	Lit-NB
YDL081C	RPP1A	YHR154W	RTT107	1	1	1	Lit-NB
YDL081C	RPP1A	YKL166C	TPK3	1	1	1	Lit-NB
YDL081C	RPP1A	YLL013C	PUF3	1	1	1	Lit-NB
YDL081C	RPP1A	YLR055C	SPT8	1	1	1	Lit-NB
YDL081C	RPP1A	YLR295C	ATP14	1	1	1	Lit-BS
YDL081C	RPP1A	YLR340W	RPP0	4	3	6	Lit-BM
YDL081C	RPP1A	YMR022W	UBC7	1	1	1	Lit-BS
YDL081C	RPP1A	YMR047C	NUP116	1	1	1	Lit-BS
YDL081C	RPP1A	YMR223W	UBP8	1	1	1	Lit-NB
YDL081C	RPP1A	YMR236W	TAF9	1	1	1	Lit-NB
YDL081C	RPP1A	YMR247C	RKR1	1	1	1	Lit-NB
YDL081C	RPP1A	YNL002C	RLP7	1	1	1	Lit-NB
YDL081C	RPP1A	YNL255C	GIS2	1	1	1	Lit-NB
YDL081C	RPP1A	YOL039W	RPP2A	1	1	1	Lit-NB
YDL081C	RPP1A	YOL148C	SPT20	1	1	1	Lit-NB
YDL081C	RPP1A	YOR229W	WTM2	1	1	1	Lit-BS
YDL081C	RPP1A	YPL005W	AEP3	1	1	1	Lit-BS
YDL081C	RPP1A	YPL240C	HSP82	1	1	1	Lit-NB
YDL081C	RPP1A	YPL254W	HFI1	1	1	1	Lit-NB
YDL081C	RPP1A	YPR078C		1	1	1	Lit-BS
YDL082W	RPL13A	YDL212W	SHR3	1	1	1	Lit-NB
YDL082W	RPL13A	YDL229W	SSB1	1	1	1	Lit-NB
YDL082W	RPL13A	YDR091C	RLI1	1	1	1	Lit-NB
YDL082W	RPL13A	YER012W	PRE1	1	1	1	Lit-NB
YDL082W	RPL13A	YER110C	KAP123	1	1	1	Lit-NB
YDL082W	RPL13A	YFL044C	OTU1	1	1	1	Lit-NB
YDL082W	RPL13A	YFR004W	RPN11	1	1	1	Lit-NB
YDL082W	RPL13A	YGL246C	RAI1	1	1	1	Lit-NB
YDL082W	RPL13A	YHR047C	AAP1	1	1	1	Lit-NB
YDL082W	RPL13A	YHR183W	GND1	1	1	1	Lit-NB
YDL082W	RPL13A	YHR197W	RIX1	1	1	1	Lit-NB
YDL082W	RPL13A	YIL016W	SNL1	1	1	1	Lit-NB
YDL082W	RPL13A	YIL021W	RPB3	1	1	1	Lit-NB
YDL082W	RPL13A	YIL031W	ULP2	1	1	1	Lit-BS
YDL082W	RPL13A	YIL033C	BCY1	1	1	1	Lit-NB
YDL082W	RPL13A	YKR081C	RPF2	1	1	1	Lit-NB
YDL082W	RPL13A	YLL013C	PUF3	1	1	1	Lit-NB
YDL082W	RPL13A	YLR247C	IRC20	1	1	1	Lit-NB
YDL082W	RPL13A	YML065W	ORC1	1	1	1	Lit-NB
YDL082W	RPL13A	YMR214W	SCJ1	1	1	1	Lit-NB
YDL082W	RPL13A	YMR247C	RKR1	1	1	1	Lit-NB
YDL082W	RPL13A	YNL002C	RLP7	1	1	1	Lit-NB
YDL082W	RPL13A	YNL124W	NAF1	1	1	1	Lit-NB
YDL082W	RPL13A	YNL209W	SSB2	1	1	1	Lit-NB
YDL082W	RPL13A	YNL255C	GIS2	2	1	2	Lit-NB
YDL082W	RPL13A	YNR034W-A	EGO4	1	1	1	Lit-NB
YDL082W	RPL13A	YPL093W	NOG1	1	1	1	Lit-NB
YDL083C	RPS16B	YDL166C	FAP7	1	1	1	Lit-NB
YDL083C	RPS16B	YDL229W	SSB1	1	1	1	Lit-NB
YDL083C	RPS16B	YDR091C	RLI1	1	1	1	Lit-NB
YDL083C	RPS16B	YDR515W	SLF1	1	1	1	Lit-NB
YDL083C	RPS16B	YFL002C	SPB4	1	1	1	Lit-NB
YDL083C	RPS16B	YGL122C	NAB2	1	1	1	Lit-NB
YDL083C	RPS16B	YGR093W	DRN1	1	1	1	Lit-NB
YDL083C	RPS16B	YGR218W	CRM1	1	1	1	Lit-NB
YDL083C	RPS16B	YHL034C	SBP1	1	1	1	Lit-NB
YDL083C	RPS16B	YHR027C	RPN1	1	1	1	Lit-NB
YDL083C	RPS16B	YHR082C	KSP1	1	1	1	Lit-NB
YDL083C	RPS16B	YHR200W	RPN10	1	1	1	Lit-NB
YDL083C	RPS16B	YIL137C	TMA108	1	1	1	Lit-NB
YDL083C	RPS16B	YJL124C	LSM1	1	1	1	Lit-NB
YDL083C	RPS16B	YKL082C	RRP14	1	1	1	Lit-BS
YDL083C	RPS16B	YKR081C	RPF2	2	2	2	Lit-NB
YDL083C	RPS16B	YLR216C	CPR6	1	1	1	Lit-NB
YDL083C	RPS16B	YML065W	ORC1	1	1	1	Lit-NB
YDL083C	RPS16B	YMR124W	EPO1	1	1	1	Lit-NB
YDL083C	RPS16B	YNL002C	RLP7	1	1	1	Lit-NB
YDL083C	RPS16B	YNL207W	RIO2	1	1	1	Lit-NB
YDL083C	RPS16B	YNL209W	SSB2	1	1	1	Lit-NB
YDL083C	RPS16B	YNL255C	GIS2	1	1	1	Lit-NB
YDL083C	RPS16B	YNL330C	RPD3	1	1	1	Lit-NB
YDL083C	RPS16B	YPR042C	PUF2	1	1	1	Lit-NB
YDL083C	RPS16B	YPR190C	RPC82	1	1	1	Lit-NB
YDL084W	SUB2	YDL084W	SUB2	1	1	1	Lit-NB
YDL084W	SUB2	YDL160C	DHH1	1	1	1	Lit-NB
YDL084W	SUB2	YDL229W	SSB1	1	1	1	Lit-NB
YDL084W	SUB2	YDR138W	HPR1	5	5	6	Lit-BM
YDL084W	SUB2	YDR145W	TAF12	1	1	1	Lit-NB
YDL084W	SUB2	YDR159W	SAC3	2	1	2	Lit-NB
YDL084W	SUB2	YDR212W	TCP1	1	1	1	Lit-NB
YDL084W	SUB2	YDR224C	HTB1	1	1	1	Lit-NB
YDL084W	SUB2	YDR225W	HTA1	1	1	1	Lit-NB
YDL084W	SUB2	YDR258C	HSP78	1	1	1	Lit-NB
YDL084W	SUB2	YDR381W	YRA1	6	4	7	Lit-BM
YDL084W	SUB2	YDR432W	NPL3	2	2	2	Lit-BM
YDL084W	SUB2	YDR448W	ADA2	1	1	1	Lit-NB
YDL084W	SUB2	YDR510W	SMT3	1	1	1	Lit-NB
YDL084W	SUB2	YER013W	PRP22	1	1	1	Lit-NB
YDL084W	SUB2	YGL112C	TAF6	1	1	1	Lit-NB
YDL084W	SUB2	YGL122C	NAB2	1	1	1	Lit-NB
YDL084W	SUB2	YGR252W	GCN5	1	1	1	Lit-NB
YDL084W	SUB2	YHL034C	SBP1	1	1	1	Lit-NB
YDL084W	SUB2	YHR027C	RPN1	1	1	1	Lit-NB
YDL084W	SUB2	YHR102W	KIC1	1	1	1	Lit-NB
YDL084W	SUB2	YHR167W	THP2	3	2	3	Lit-NB
YDL084W	SUB2	YHR200W	RPN10	1	1	1	Lit-NB
YDL084W	SUB2	YIL021W	RPB3	1	1	1	Lit-NB
YDL084W	SUB2	YIL149C	MLP2	1	1	1	Lit-NB
YDL084W	SUB2	YJR045C	SSC1	1	1	1	Lit-NB
YDL084W	SUB2	YJR119C	JHD2	1	1	1	Lit-NB
YDL084W	SUB2	YKL139W	CTK1	1	1	1	Lit-NB
YDL084W	SUB2	YKL214C	YRA2	2	2	2	Lit-NB
YDL084W	SUB2	YLL024C	SSA2	1	1	1	Lit-NB
YDL084W	SUB2	YLR320W	MMS22	1	1	1	Lit-NB
YDL084W	SUB2	YML062C	MFT1	4	3	4	Lit-NB
YDL084W	SUB2	YMR022W	UBC7	1	1	1	Lit-BS
YDL084W	SUB2	YMR223W	UBP8	1	1	1	Lit-NB
YDL084W	SUB2	YMR228W	MTF1	1	1	1	Lit-NB
YDL084W	SUB2	YMR236W	TAF9	1	1	1	Lit-NB
YDL084W	SUB2	YMR314W	PRE5	1	1	1	Lit-BS
YDL084W	SUB2	YNL004W	HRB1	1	1	1	Lit-NB
YDL084W	SUB2	YNL139C	THO2	3	2	3	Lit-NB
YDL084W	SUB2	YNL186W	UBP10	1	1	1	Lit-NB
YDL084W	SUB2	YNL209W	SSB2	1	1	1	Lit-NB
YDL084W	SUB2	YNL253W	TEX1	2	2	2	Lit-NB
YDL084W	SUB2	YNR051C	BRE5	1	1	1	Lit-NB
YDL084W	SUB2	YOL072W	THP1	1	1	1	Lit-NB
YDL084W	SUB2	YOR151C	RPB2	1	1	1	Lit-NB
YDL084W	SUB2	YOR166C	SWT1	1	1	1	Lit-NB
YDL084W	SUB2	YPL106C	SSE1	1	1	1	Lit-NB
YDL084W	SUB2	YPL165C	SET6	1	1	1	Lit-NB
YDL084W	SUB2	YPL240C	HSP82	1	1	1	Lit-NB
YDL084W	SUB2	YPL254W	HFI1	1	1	1	Lit-NB
YDL084W	SUB2	YPR190C	RPC82	1	1	1	Lit-NB
YDL085C-A		YDR258C	HSP78	1	1	1	Lit-NB
YDL085C-A		YGL122C	NAB2	1	1	1	Lit-NB
YDL085C-A		YIL031W	ULP2	1	1	1	Lit-BS
YDL085C-A		YLL015W	BPT1	1	1	1	Lit-BS
YDL085C-A		YLR145W	RMP1	1	1	1	Lit-NB
YDL085C-A		YPL020C	ULP1	1	1	1	Lit-BS
YDL085W	NDE2	YDL229W	SSB1	1	1	1	Lit-NB
YDL085W	NDE2	YDR034C	LYS14	1	1	1	Lit-BS
YDL085W	NDE2	YGL122C	NAB2	1	1	1	Lit-NB
YDL085W	NDE2	YGL180W	ATG1	1	1	1	Lit-NB
YDL085W	NDE2	YGL187C	COX4	1	1	1	Lit-NB
YDL085W	NDE2	YKR016W	MIC60	1	1	1	Lit-NB
YDL085W	NDE2	YNL064C	YDJ1	1	1	1	Lit-NB
YDL085W	NDE2	YPR054W	SMK1	1	1	1	Lit-NB
YDL086W		YDL229W	SSB1	1	1	1	Lit-NB
YDL086W		YDR171W	HSP42	1	1	1	Lit-NB
YDL086W		YER125W	RSP5	1	1	1	Lit-BS
YDL086W		YIL030C	SSM4	1	1	1	Lit-BS
YDL086W		YJL168C	SET2	1	1	1	Lit-BS
YDL086W		YJR017C	ESS1	1	1	1	Lit-BS
YDL086W		YKL012W	PRP40	1	1	1	Lit-BS
YDL086W		YNL209W	SSB2	1	1	1	Lit-NB
YDL086W		YPR086W	SUA7	1	1	1	Lit-BS
YDL086W		YPR190C	RPC82	1	1	1	Lit-NB
YDL087C	LUC7	YDL130W-A	STF1	1	1	1	Lit-BS
YDL087C	LUC7	YDL229W	SSB1	1	1	1	Lit-NB
YDL087C	LUC7	YDR432W	NPL3	1	1	1	Lit-NB
YDL087C	LUC7	YER029C	SMB1	1	1	1	Lit-NB
YDL087C	LUC7	YER093C	TSC11	1	1	1	Lit-BS
YDL087C	LUC7	YGL112C	TAF6	1	1	1	Lit-BS
YDL087C	LUC7	YGR013W	SNU71	2	2	2	Lit-NB
YDL087C	LUC7	YHR086W	NAM8	1	1	1	Lit-NB
YDL087C	LUC7	YJL074C	SMC3	1	1	1	Lit-BS
YDL087C	LUC7	YKL012W	PRP40	1	2	2	Lit-BM
YDL087C	LUC7	YKL074C	MUD2	1	1	1	Lit-NB
YDL087C	LUC7	YLL036C	PRP19	1	1	1	Lit-NB
YDL087C	LUC7	YLR116W	MSL5	1	1	1	Lit-NB
YDL087C	LUC7	YML102W	CAC2	1	1	1	Lit-BS
YDL087C	LUC7	YMR022W	UBC7	1	1	1	Lit-BS
YDL087C	LUC7	YMR125W	STO1	1	1	1	Lit-NB
YDL087C	LUC7	YNL210W	MER1	1	1	1	Lit-BS
YDL087C	LUC7	YOR308C	SNU66	1	1	1	Lit-NB
YDL087C	LUC7	YPL178W	CBC2	3	1	3	Lit-NB
YDL087C	LUC7	YPL213W	LEA1	1	1	1	Lit-NB
YDL088C	ASM4	YDL088C	ASM4	1	1	1	Lit-NB
YDL088C	ASM4	YDL116W	NUP84	2	2	2	Lit-BM
YDL088C	ASM4	YDL207W	GLE1	1	1	1	Lit-NB
YDL088C	ASM4	YDR159W	SAC3	1	1	1	Lit-NB
YDL088C	ASM4	YDR192C	NUP42	2	2	2	Lit-NB
YDL088C	ASM4	YDR365C	ESF1	1	1	1	Lit-NB
YDL088C	ASM4	YDR439W	LRS4	1	1	1	Lit-NB
YDL088C	ASM4	YER105C	NUP157	1	1	1	Lit-NB
YDL088C	ASM4	YER107C	GLE2	1	1	1	Lit-NB
YDL088C	ASM4	YER110C	KAP123	1	1	1	Lit-NB
YDL088C	ASM4	YFR002W	NIC96	2	2	2	Lit-BM
YDL088C	ASM4	YGL122C	NAB2	1	1	1	Lit-NB
YDL088C	ASM4	YGL172W	NUP49	1	1	1	Lit-BS
YDL088C	ASM4	YIL115C	NUP159	1	1	1	Lit-NB
YDL088C	ASM4	YIL149C	MLP2	2	1	2	Lit-NB
YDL088C	ASM4	YJL039C	NUP192	3	3	3	Lit-BM
YDL088C	ASM4	YJL041W	NSP1	2	2	2	Lit-BM
YDL088C	ASM4	YJL061W	NUP82	1	1	1	Lit-NB
YDL088C	ASM4	YJR017C	ESS1	1	1	1	Lit-NB
YDL088C	ASM4	YJR042W	NUP85	1	1	1	Lit-BS
YDL088C	ASM4	YJR045C	SSC1	1	1	1	Lit-NB
YDL088C	ASM4	YKL068W	NUP100	1	1	1	Lit-NB
YDL088C	ASM4	YKR095W	MLP1	1	1	1	Lit-NB
YDL088C	ASM4	YLR018C	POM34	1	1	1	Lit-NB
YDL088C	ASM4	YLR347C	KAP95	3	1	3	Lit-NB
YDL088C	ASM4	YML023C	NSE5	1	1	1	Lit-BS
YDL088C	ASM4	YML031W	NDC1	1	1	1	Lit-NB
YDL088C	ASM4	YML103C	NUP188	1	1	1	Lit-NB
YDL088C	ASM4	YMR047C	NUP116	1	1	1	Lit-NB
YDL088C	ASM4	YMR080C	NAM7	1	1	1	Lit-NB
YDL088C	ASM4	YMR129W	POM152	1	1	1	Lit-NB
YDL088C	ASM4	YMR153W	NUP53	2	1	2	Lit-NB
YDL088C	ASM4	YMR308C	PSE1	1	1	1	Lit-NB
YDL088C	ASM4	YNL154C	YCK2	1	1	1	Lit-NB
YDL088C	ASM4	YNL209W	SSB2	1	1	1	Lit-NB
YDL089W	NUR1	YDL229W	SSB1	1	1	1	Lit-NB
YDL089W	NUR1	YDR439W	LRS4	3	1	3	Lit-NB
YDL089W	NUR1	YGL122C	NAB2	1	1	1	Lit-NB
YDL089W	NUR1	YIR038C	GTT1	1	1	1	Lit-BS
YDL089W	NUR1	YJL076W	NET1	1	1	1	Lit-NB
YDL089W	NUR1	YJL097W	PHS1	1	1	1	Lit-BS
YDL089W	NUR1	YLL024C	SSA2	1	1	1	Lit-NB
YDL089W	NUR1	YML034W	SRC1	1	1	1	Lit-NB
YDL090C	RAM1	YDL229W	SSB1	1	1	1	Lit-NB
YDL090C	RAM1	YIL107C	PFK26	1	1	1	Lit-NB
YDL090C	RAM1	YKL019W	RAM2	1	1	1	Lit-BS
YDL090C	RAM1	YLL013C	PUF3	1	1	1	Lit-NB
YDL090C	RAM1	YMR080C	NAM7	1	1	1	Lit-NB
YDL090C	RAM1	YNL209W	SSB2	1	1	1	Lit-NB
YDL091C	UBX3	YDL126C	CDC48	3	3	4	Lit-BM
YDL091C	UBX3	YER125W	RSP5	1	1	1	Lit-BS
YDL091C	UBX3	YGL122C	NAB2	1	1	1	Lit-NB
YDL091C	UBX3	YGL206C	CHC1	1	1	1	Lit-NB
YDL091C	UBX3	YIL022W	TIM44	1	1	1	Lit-BS
YDL091C	UBX3	YJL092W	SRS2	1	1	1	Lit-BS
YDL091C	UBX3	YKL034W	TUL1	2	1	2	Lit-NB
YDL091C	UBX3	YLL024C	SSA2	2	2	2	Lit-NB
YDL091C	UBX3	YOL073C	DSC2	3	1	3	Lit-NB
YDL091C	UBX3	YOR223W	DSC3	2	1	2	Lit-NB
YDL091C	UBX3	YPL106C	SSE1	1	1	1	Lit-NB
YDL092W	SRP14	YDL229W	SSB1	1	1	1	Lit-NB
YDL092W	SRP14	YDR171W	HSP42	1	1	1	Lit-NB
YDL092W	SRP14	YDR258C	HSP78	1	1	1	Lit-NB
YDL092W	SRP14	YDR515W	SLF1	1	1	1	Lit-NB
YDL092W	SRP14	YEL030W	ECM10	1	1	1	Lit-NB
YDL092W	SRP14	YER151C	UBP3	1	1	1	Lit-NB
YDL092W	SRP14	YFL002C	SPB4	1	1	1	Lit-NB
YDL092W	SRP14	YGL122C	NAB2	1	1	1	Lit-NB
YDL092W	SRP14	YGR218W	CRM1	1	1	1	Lit-NB
YDL092W	SRP14	YHR193C	EGD2	1	1	1	Lit-NB
YDL092W	SRP14	YIL031W	ULP2	1	1	1	Lit-NB
YDL092W	SRP14	YKL122C	SRP21	1	1	1	Lit-BS
