orf_name	GenBank_accession	ORFeome_collection	screened_as_DB	screened_as_AD
YPR153W	AY692714	FLEXGene	True	True
YPR154W	AY692989	FLEXGene	False	True
YPR155C	DQ331987	FLEXGene	True	True
YPR156C	AY723870	FLEXGene	True	True
YPR157W	DQ331030	FLEXGene	True	True
YPR158W	EF058669	FLEXGene	True	True
YPR159W	DQ332241	FLEXGene	True	True
YPR159C-A	DQ331438	FLEXGene	True	True
YPR160W		CCSB_additional	True	True
YPR161C	EF059522	FLEXGene	True	True
YPR162C	AY723871	FLEXGene	False	True
YPR163C	AY693114	FLEXGene	True	True
YPR164W	DQ332545	FLEXGene	True	True
YPR165W	AY558062	FLEXGene	True	True
YPR166C	AY558052	FLEXGene	True	True
YPR167C	AY693236	FLEXGene	True	True
YPR168W	DQ331509	FLEXGene	False	True
YPR169W	DQ331243	FLEXGene	True	True
YPR170W-B		CCSB_additional	True	True
YPR171W	EF058791	FLEXGene	True	True
YPR172W	EF058670	FLEXGene	True	True
YPR173C		CCSB_additional	True	False
YPR174C	AY558063	FLEXGene	True	True
YPR175W	DQ332708	FLEXGene	True	True
YPR176C	AY558067	FLEXGene	True	True
YPR178W	DQ331779	FLEXGene	True	True
YPR179C		CCSB_additional	False	True
YPR180W		CCSB_additional	True	True
YPR181C	DQ332709	FLEXGene	True	True
YPR182W	AY558049	FLEXGene	True	True
YPR183W	EF059523	FLEXGene	True	True
YPR184W		CCSB_additional	True	True
YPR185W	DQ332053	FLEXGene	False	True
YPR186C	DQ332710	FLEXGene	True	True
YPR187W		CCSB_additional	False	True
YPR188C	AY558057	FLEXGene	False	True
YPR189W	DQ332711	FLEXGene	True	True
YPR190C	EF058876	FLEXGene	True	True
YPR191W	AY558068	FLEXGene	True	True
YPR192W	AY558066	FLEXGene	True	True
YPR193C	AY558056	FLEXGene	True	True
YPR194C		CCSB_additional	True	True
YPR196W	AY558071	FLEXGene	True	True
YPR198W	DQ332012	FLEXGene	True	True
YPR199C	AY558064	FLEXGene	True	True
YPR200C	AY558053	FLEXGene	True	True
YPR201W	DQ332116	FLEXGene	True	True
YPR202W		CCSB_additional	False	False
YPR203W	AY558050	FLEXGene	True	True
YPR204W		CCSB_additional	False	False
Q0050	DQ332603	FLEXGene	True	True
Q0055		CCSB_additional	True	True
Q0060		CCSB_additional	True	True
Q0065		CCSB_additional	False	True
Q0070		CCSB_additional	False	False
Q0045		CCSB_additional	False	False
Q0075		CCSB_additional	True	True
Q0080	EF058826	FLEXGene	True	True
Q0085	EF058828	FLEXGene	True	True
Q0110		CCSB_additional	True	True
Q0115		CCSB_additional	True	True
Q0120		CCSB_additional	False	True
Q0105		CCSB_additional	False	True
Q0130	EF058899	FLEXGene	True	True
Q0140		CCSB_additional	False	False
Q0160	EF058996	FLEXGene	True	True
Q0250	DQ332059	FLEXGene	True	True
Q0255		CCSB_additional	True	False
Q0275	EF059163	FLEXGene	True	True
YBL113C		CCSB_additional	False	False
YBL112C	DQ332803	FLEXGene	True	True
YBL111C	EF058579	FLEXGene	False	True
YBL108C-A	EF058489	FLEXGene	True	True
YBL107C	DQ331296	FLEXGene	True	True
YBL106C		CCSB_additional	False	True
YBL105C	EF058872	FLEXGene	False	True
YBL104C	DQ331249	FLEXGene	True	True
YBL103C	EF058851	FLEXGene	False	True
YBL102W	AY558550	FLEXGene	True	True
YBL101C	DQ332656	FLEXGene	True	True
YBL100W-C	EF058741	FLEXGene	False	True
YBL099W	AY692969	FLEXGene	True	True
YBL098W	AY692951	FLEXGene	True	True
YBL097W	AY558077	FLEXGene	True	True
YBL095W	AY558565	FLEXGene	True	True
YBL093C	AY558292	FLEXGene	False	True
YBL092W	AY558291	FLEXGene	True	True
YBL091C-A	AY558293	FLEXGene	True	True
YBL091C	DQ331653	FLEXGene	True	True
YBL090W	AY558290	FLEXGene	True	True
YBL089W	DQ331669	FLEXGene	True	True
YBL088C		CCSB_additional	False	True
YBL087C	DQ331501	FLEXGene	True	True
YBL086C	AY692644	FLEXGene	False	True
YBL085W		CCSB_additional	True	False
YBL084C		CCSB_additional	True	True
YBL082C	EF059444	FLEXGene	True	True
YBL081W	AY692614	FLEXGene	False	True
YBL080C	DQ332413	FLEXGene	True	True
YBL079W	DQ331857	FLEXGene	True	True
YBL078C	AY692870	FLEXGene	True	True
YBL076C	DQ331592	FLEXGene	False	True
YBL075C		CCSB_additional	True	True
YBL074C	DQ331554	FLEXGene	False	True
YBL072C		CCSB_additional	False	False
YBL071C-B	DQ331412	FLEXGene	True	True
YBL071W-A	EF058868	FLEXGene	True	True
YBL071C	AY693263	FLEXGene	True	True
YBL069W		CCSB_additional	False	True
YBL068W		CCSB_additional	True	True
YBL067C		CCSB_additional	True	True
YBL066C		CCSB_additional	False	True
YBL064C	DQ331766	FLEXGene	True	True
YBL063W	DQ331755	FLEXGene	True	True
YBL061C	EF058881	FLEXGene	True	True
YBL060W		CCSB_additional	False	True
YBL059C-A		CCSB_additional	True	True
YBL059W	DQ332779	FLEXGene	False	True
YBL058W	AY557717	FLEXGene	True	True
YBL057C	AY692763	FLEXGene	True	True
YBL056W	AY692754	FLEXGene	False	True
YBL055C	AY692626	FLEXGene	True	True
YBL054W	AY692625	FLEXGene	True	True
YBL052C		CCSB_additional	True	True
YBL051C	EF059312	FLEXGene	False	True
YBL050W		CCSB_additional	True	True
YBL049W	AY692611	FLEXGene	False	True
YBL047C	DQ332181	FLEXGene	True	True
YBL046W	AY692578	FLEXGene	False	True
YBL045C	AY693047	FLEXGene	True	True
YBL044W	DQ331060	FLEXGene	False	True
YBL043W	AY557714	FLEXGene	True	True
YBL042C	EF059111	FLEXGene	True	True
YBL041W	AY558462	FLEXGene	True	True
YBL040C		CCSB_additional	True	False
YBL039W-B	EF058742	FLEXGene	True	True
YBL039C	DQ331873	FLEXGene	True	True
YBL038W	DQ331869	FLEXGene	True	True
YBL037W	EF059029	FLEXGene	True	True
YBL036C	AY692874	FLEXGene	True	True
YBL035C		CCSB_additional	False	True
YBL034C		CCSB_additional	True	True
YBL033C	DQ331596	FLEXGene	True	True
YBL032W	AY692814	FLEXGene	True	True
YBL031W	AY692805	FLEXGene	True	True
YBL030C	DQ332856	FLEXGene	True	True
YBL029C-A	EF058488	FLEXGene	True	True
YBL029W	AY692662	FLEXGene	False	True
YBL028C	AY558461	FLEXGene	True	True
YBL027W	DQ332863	FLEXGene	False	True
YBL026W		CCSB_additional	True	True
YBL025W	AY558460	FLEXGene	True	True
YBL024W	EF059485	FLEXGene	True	True
YBL023C	DQ333140	FLEXGene	False	True
YBL022C	DQ332499	FLEXGene	True	True
YBL021C	AY558459	FLEXGene	False	True
YBL020W	EF059193	FLEXGene	True	True
YBL019W	AY693183	FLEXGene	True	True
YBL018C	DQ332347	FLEXGene	True	True
YBL017C	DQ332321	FLEXGene	True	True
YBL016W	AY693096	FLEXGene	True	True
YBL015W	EF059277	FLEXGene	True	True
YBL014C	DQ332113	FLEXGene	False	True
YBL013W	DQ332107	FLEXGene	True	True
YBL011W	DQ331969	FLEXGene	True	True
YBL010C	AY692725	FLEXGene	False	True
YBL009W	DQ331041	FLEXGene	True	True
YBL008W-A	EF058717	FLEXGene	True	True
YBL008W	DQ332048	FLEXGene	True	True
YBL007C	EF059134	FLEXGene	True	True
YBL006C	EF059343	FLEXGene	True	True
YBL005W	AY693124	FLEXGene	False	True
YBL004W		CCSB_additional	False	False
YBL003C	AY693115	FLEXGene	True	True
YBL002W	AY693063	FLEXGene	True	True
YBL001C		CCSB_additional	True	True
YBR001C	DQ331543	FLEXGene	True	True
YBR002C		CCSB_additional	True	True
YBR003W	AY558099	FLEXGene	True	True
YBR004C	DQ331291	FLEXGene	True	True
YBR005W	AY692680	FLEXGene	False	True
YBR006W		CCSB_additional	True	True
YBR007C	EF058581	FLEXGene	False	True
YBR008C	EF059025	FLEXGene	True	True
YBR009C	AY692960	FLEXGene	True	True
YBR010W		CCSB_additional	True	True
YBR011C	AY692953	FLEXGene	True	True
YBR013C	EF058635	FLEXGene	True	True
YBR014C	DQ331051	FLEXGene	True	True
YBR015C	EF059181	FLEXGene	True	True
YBR016W	AY558490	FLEXGene	True	True
YBR017C	DQ332303	FLEXGene	True	True
YBR018C	DQ332337	FLEXGene	True	True
YBR019C	FLH238209.01X	FLEXGene	False	True
YBR020W	DQ332478	FLEXGene	True	True
YBR021W	DQ332508	FLEXGene	True	True
YBR022W	AY557705	FLEXGene	True	True
YBR023C	EF059397	FLEXGene	True	True
YBR024W	DQ332655	FLEXGene	True	True
YBR025C	DQ331204	FLEXGene	True	True
YBR026C	AY557872	FLEXGene	True	True
YBR027C		CCSB_additional	True	True
YBR028C	DQ332787	FLEXGene	False	True
YBR029C	AY693074	FLEXGene	True	True
YBR030W	EF058346	FLEXGene	True	True
YBR031W	DQ332168	FLEXGene	True	True
YBR032W		CCSB_additional	False	False
YBR033W	DQ331072	FLEXGene	True	True
YBR034C	AY557869	FLEXGene	True	True
YBR035C	AY557712	FLEXGene	True	True
YBR036C	DQ332390	FLEXGene	True	True
YBR037C	AY557863	FLEXGene	True	True
YBR038W	FLH237663.01X	FLEXGene	False	True
YBR039W	AY557865	FLEXGene	True	True
YBR040W	AY557864	FLEXGene	True	True
YBR041W	EF059089	FLEXGene	True	True
YBR042C	EF058623	FLEXGene	True	True
YBR043C	FLH238274.01X	FLEXGene	False	True
YBR044C		CCSB_additional	True	True
YBR045C	AY723759	FLEXGene	True	True
YBR046C	AY557866	FLEXGene	True	True
YBR047W	AY557704	FLEXGene	True	True
YBR048W		CCSB_additional	True	True
YBR049C	FLH238238.01X	FLEXGene	False	True
YBR050C	AY557867	FLEXGene	True	True
YBR052C	AY557709	FLEXGene	True	True
YBR053C	AY557870	FLEXGene	True	True
YBR054W	DQ332527	FLEXGene	True	True
YBR055C	EF059396	FLEXGene	True	True
YBR056W	EF058649	FLEXGene	True	True
YBR056W-A	EF058747	FLEXGene	True	True
YBR057C	EF059419	FLEXGene	False	True
YBR058C	DQ331458	FLEXGene	True	True
YBR058C-A	EF058769	FLEXGene	True	True
YBR059C	EF058859	FLEXGene	False	True
YBR060C	DQ332661	FLEXGene	True	True
YBR061C	EF058772	FLEXGene	False	True
YBR062C	DQ331245	FLEXGene	True	True
YBR063C	EF058476	FLEXGene	True	True
YBR065C	EF058931	FLEXGene	True	True
YBR066C	AY692862	FLEXGene	True	True
YBR067C		CCSB_additional	True	True
YBR068C	FLH000857.01X	FLEXGene	True	True
YBR069C	DQ331854	FLEXGene	True	True
YBR070C	FLH133676.01X	FLEXGene	False	True
YBR071W	EF058592	FLEXGene	True	True
YBR072W	AY692975	FLEXGene	True	True
YBR072C-A	EF058739	FLEXGene	True	True
YBR073W	DQ331979	FLEXGene	True	True
YBR074W	EF058646	FLEXGene	True	True
YBR076W		CCSB_additional	True	True
YBR077C	DQ331064	FLEXGene	True	True
YBR078W		CCSB_additional	True	True
YBR079C	DQ333081	FLEXGene	True	True
YBR080C	EF059211	FLEXGene	True	True
YBR081C	DQ332318	FLEXGene	False	True
YBR082C		CCSB_additional	True	True
YBR083W	DQ332370	FLEXGene	True	True
YBR084W	DQ332518	FLEXGene	False	True
YBR084C-A		CCSB_additional	True	False
YBR085W	EF059402	FLEXGene	True	True
YBR085C-A	EF058478	FLEXGene	True	True
YBR086C	DQ333146	FLEXGene	True	True
YBR087W	AY693173	FLEXGene	True	True
YBR088C	AY557715	FLEXGene	True	True
YBR089C-A	AY558566	FLEXGene	True	True
YBR090C	EF058454	FLEXGene	True	True
YBR091C	AY558529	FLEXGene	True	True
YBR092C	DQ331604	FLEXGene	True	True
YBR093C	DQ331622	FLEXGene	True	True
YBR094W	EF058551	FLEXGene	True	True
YBR095C	AY692685	FLEXGene	True	True
YBR096W	AY558181	FLEXGene	True	True
YBR097W		CCSB_additional	True	True
YBR098W	AY692931	FLEXGene	False	True
YBR101C	AY693000	FLEXGene	True	True
YBR102C		CCSB_additional	True	True
YBR103W	AY693053	FLEXGene	True	True
YBR104W	AY693055	FLEXGene	False	True
YBR105C	AY693057	FLEXGene	True	True
YBR106W	AY558180	FLEXGene	True	True
YBR107C	DQ332196	FLEXGene	True	True
YBR108W		CCSB_additional	True	True
YBR109C	AY558184	FLEXGene	True	True
YBR110W	EF059011	FLEXGene	True	True
YBR111C	AY558185	FLEXGene	True	True
YBR111W-A	EF058704	FLEXGene	False	True
YBR112C	DQ331849	FLEXGene	False	True
YBR114W	DQ331949	FLEXGene	True	True
YBR115C	DQ331957	FLEXGene	False	True
YBR117C	DQ331972	FLEXGene	True	True
YBR119W		CCSB_additional	True	True
YBR120C	AY558183	FLEXGene	True	True
YBR121C	EF059267	FLEXGene	True	True
YBR122C	EF059275	FLEXGene	True	True
YBR123C	DQ333068	FLEXGene	True	True
YBR125C	DQ332452	FLEXGene	True	True
YBR126C	AY693147	FLEXGene	True	True
YBR126W-A		CCSB_additional	True	True
YBR127C	AY693158	FLEXGene	True	True
YBR128C	AY693167	FLEXGene	True	True
YBR129C	EF059482	FLEXGene	True	True
YBR130C	DQ332510	FLEXGene	True	True
YBR131W	AY693208	FLEXGene	True	True
YBR132C	EF059487	FLEXGene	True	True
YBR133C	EF058752	FLEXGene	True	True
YBR135W	AY558186	FLEXGene	True	True
YBR136W	EF058871	FLEXGene	False	True
YBR137W	AY558187	FLEXGene	True	True
YBR138C	DQ331295	FLEXGene	False	True
YBR139W	AY692681	FLEXGene	True	True
YBR140C		CCSB_additional	True	False
YBR141C	DQ331302	FLEXGene	True	True
YBR142W		CCSB_additional	True	True
YBR143C	DQ331844	FLEXGene	True	True
YBR145W	EF059102	FLEXGene	True	True
YBR146W	EF059109	FLEXGene	True	True
YBR147W	DQ331376	FLEXGene	True	True
YBR148W		CCSB_additional	False	True
YBR149W	DQ332142	FLEXGene	True	True
YBR150C	DQ332118	FLEXGene	True	True
YBR151W	AY693048	FLEXGene	False	True
YBR152W	AY693054	FLEXGene	True	True
YBR153W	AY557713	FLEXGene	True	True
YBR154C	EF059295	FLEXGene	True	True
YBR155W	AY557873	FLEXGene	True	True
YBR156C	EF059319	FLEXGene	True	True
YBR157C	EF059328	FLEXGene	True	True
YBR158W	AY723760	FLEXGene	True	True
YBR159W	AY557868	FLEXGene	True	True
YBR160W	EF058776	FLEXGene	False	True
YBR161W	AY692764	FLEXGene	True	True
YBR162C	DQ331222	FLEXGene	True	True
YBR162W-A	AY558124	FLEXGene	True	True
YBR163W	EF058810	FLEXGene	True	True
YBR164C	DQ331582	FLEXGene	True	True
YBR165W	AY557716	FLEXGene	True	True
YBR166C	DQ332878	FLEXGene	True	True
YBR167C	AY692830	FLEXGene	True	True
YBR168W	AY692688	FLEXGene	False	True
YBR169C	AY692880	FLEXGene	True	True
YBR170C	DQ333117	FLEXGene	True	True
YBR171W	AY558125	FLEXGene	True	True
YBR172C	DQ332497	FLEXGene	True	True
YBR173C	AY558126	FLEXGene	False	True
YBR175W	AY693212	FLEXGene	True	True
YBR176W	EF058764	FLEXGene	True	True
YBR177C		CCSB_additional	True	True
YBR179C	EF058865	FLEXGene	True	True
YBR180W	FLH238418.01X	FLEXGene	True	True
YBR181C		CCSB_additional	True	True
YBR182C	AY693072	FLEXGene	True	True
YBR182C-A	EF058703	FLEXGene	True	True
YBR183W	DQ332410	FLEXGene	True	True
YBR184W	AY692613	FLEXGene	True	True
YBR185C	AY557862	FLEXGene	True	True
YBR186W		CCSB_additional	True	True
YBR187W	AY558567	FLEXGene	False	True
YBR188C	AY558127	FLEXGene	True	True
YBR189W		CCSB_additional	True	True
YBR191W		CCSB_additional	True	True
YBR192W	AY557871	FLEXGene	True	True
YBR193C	AY557711	FLEXGene	False	True
YBR194W	AY692669	FLEXGene	True	True
YBR195C	AY692834	FLEXGene	True	True
YBR196C	DQ331656	FLEXGene	True	True
YBR196C-A	EF058713	FLEXGene	True	True
YBR196C-B	EF058714	FLEXGene	True	True
YBR197C	AY558128	FLEXGene	False	True
YBR198C	AY692890	FLEXGene	True	True
YBR199W	AY692898	FLEXGene	True	True
YBR200W	DQ333121	FLEXGene	True	True
YBR200W-A	EF058701	FLEXGene	True	True
YBR201W	DQ332482	FLEXGene	True	True
YBR201C-A		CCSB_additional	False	True
YBR202W		CCSB_additional	False	True
YBR203W		CCSB_additional	True	True
YBR204C	DQ331194	FLEXGene	True	True
YBR205W	AY693211	FLEXGene	True	True
YBR207W		CCSB_additional	True	True
YBR208C	DQ331548	FLEXGene	False	True
YBR210W	DQ331542	FLEXGene	True	True
YBR211C	AY692799	FLEXGene	False	True
YBR212W	DQ331696	FLEXGene	False	True
YBR213W	DQ331719	FLEXGene	True	True
YBR214W	DQ331739	FLEXGene	True	True
YBR215W		CCSB_additional	True	True
YBR216C	FLH000986.01X	FLEXGene	True	True
YBR217W	AY557706	FLEXGene	True	True
YBR218C	EF059049	FLEXGene	True	True
YBR219C		CCSB_additional	True	True
YBR220C	EF058622	FLEXGene	True	True
YBR221C	AY692982	FLEXGene	True	True
YBR221W-A	EF058676	FLEXGene	True	True
YBR222C	DQ332993	FLEXGene	True	True
YBR223C	EF059174	FLEXGene	True	True
YBR225W	EF058350	FLEXGene	True	True
YBR227C	DQ332320	FLEXGene	True	True
YBR228W	DQ332352	FLEXGene	False	True
YBR229C	DQ333090	FLEXGene	False	True
YBR230C		CCSB_additional	True	True
YBR230W-A		CCSB_additional	False	True
YBR231C	DQ332750	FLEXGene	True	True
YBR233W	EF058777	FLEXGene	False	True
YBR233W-A	DQ331580	FLEXGene	True	True
YBR234C	AY692758	FLEXGene	True	True
YBR235W	DQ331223	FLEXGene	False	True
YBR236C	AY692770	FLEXGene	True	True
YBR237W	AY692817	FLEXGene	True	True
YBR238C	EF058511	FLEXGene	True	True
YBR239C	FLH238009.01X	FLEXGene	False	True
YBR240C	DQ333054	FLEXGene	False	True
YBR241C	AY692595	FLEXGene	True	True
YBR242W	AY692615	FLEXGene	True	True
YBR243C		CCSB_additional	False	True
YBR244W	AY557641	FLEXGene	True	True
YBR245C	DQ332498	FLEXGene	False	True
YBR246W	AY692624	FLEXGene	True	True
YBR247C	DQ333164	FLEXGene	True	True
YBR248C	DQ332649	FLEXGene	True	True
YBR249C	DQ332663	FLEXGene	True	True
YBR250W	DQ332719	FLEXGene	True	True
YBR251W	EF059223	FLEXGene	False	True
YBR252W	AY693064	FLEXGene	True	True
YBR253W	EF059244	FLEXGene	False	True
YBR254C	DQ332215	FLEXGene	False	True
YBR255W		CCSB_additional	True	False
YBR255C-A		CCSB_additional	True	True
YBR256C	DQ332405	FLEXGene	True	True
YBR257W	DQ332414	FLEXGene	False	True
YBR258C	AY557639	FLEXGene	True	True
YBR259W	EF058427	FLEXGene	True	True
YBR260C	DQ333087	FLEXGene	True	True
YBR261C	DQ331171	FLEXGene	True	True
YBR262C	AY558435	FLEXGene	True	True
YBR263W	DQ331476	FLEXGene	True	True
YBR264C	DQ331479	FLEXGene	True	True
YBR265W	EF058825	FLEXGene	True	True
YBR267W	EF058525	FLEXGene	True	True
YBR268W	AY692835	FLEXGene	True	True
YBR269C	EF058526	FLEXGene	True	True
YBR270C	EF058490	FLEXGene	True	True
YBR271W	AY692663	FLEXGene	False	True
YBR272C	AY692825	FLEXGene	True	True
YBR273C	DQ331317	FLEXGene	True	True
YBR274W	DQ332934	FLEXGene	False	True
YBR275C		CCSB_additional	False	True
YBR276C	EF059005	FLEXGene	True	True
YBR278W	DQ331917	FLEXGene	True	True
YBR279W	DQ331928	FLEXGene	True	True
YBR280C		CCSB_additional	True	True
YBR281C	DQ331343	FLEXGene	False	True
YBR282W	EF059116	FLEXGene	True	True
YBR283C	AY692997	FLEXGene	False	True
YBR284W	DQ332717	FLEXGene	False	True
YBR285W	AY692586	FLEXGene	True	True
YBR286W	EF059254	FLEXGene	True	True
YBR287W	AY692590	FLEXGene	True	True
YBR288C	EF059271	FLEXGene	True	True
YBR289W	EF059353	FLEXGene	False	True
YBR290W	DQ332375	FLEXGene	True	True
YBR291C	DQ333097	FLEXGene	True	True
YBR293W	AY692630	FLEXGene	True	True
YBR294W	AY693178	FLEXGene	True	True
YBR295W	EF058831	FLEXGene	True	True
YBR296C	EF058840	FLEXGene	True	True
YBR296C-A	DQ331416	FLEXGene	True	True
YBR297W	AY692789	FLEXGene	False	True
YBR298C	AY692794	FLEXGene	True	True
YBR298C-A		CCSB_additional	True	True
YBR299W	DQ331676	FLEXGene	True	True
YBR301W	AY693110	FLEXGene	True	True
R0010W		CCSB_additional	True	True
R0020C		CCSB_additional	True	True
R0030W		CCSB_additional	True	True
R0040C		CCSB_additional	True	True
YCL073C	EF058566	FLEXGene	True	True
YCL069W	DQ331287	FLEXGene	True	True
YCL068C	AY692673	FLEXGene	True	True
YCL064C	DQ332614	FLEXGene	True	True
YCL063W	DQ332610	FLEXGene	True	True
YCL061C	EF059442	FLEXGene	True	True
YCL059C	AY692923	FLEXGene	True	True
YCL058W-A		CCSB_additional	True	True
YCL058C	AY558144	FLEXGene	True	True
YCL057C-A	DQ331252	FLEXGene	True	True
YCL057W	AY723761	FLEXGene	True	True
YCL056C	DQ331301	FLEXGene	True	True
YCL055W	DQ331610	FLEXGene	True	True
YCL054W		CCSB_additional	False	True
YCL052C	AY692756	FLEXGene	True	True
YCL051W		CCSB_additional	True	True
YCL050C	DQ332651	FLEXGene	True	True
YCL049C	EF058317	FLEXGene	True	True
YCL048W-A		CCSB_additional	True	True
YCL048W	DQ331037	FLEXGene	True	True
YCL047C	FLH238012.01X	FLEXGene	True	True
YCL045C	EF058599	FLEXGene	True	True
YCL044C	EF058559	FLEXGene	True	True
YCL043C	EF058971	FLEXGene	True	True
YCL042W	EF058552	FLEXGene	True	True
YCL040W		CCSB_additional	True	False
YCL039W	DQ331633	FLEXGene	True	True
YCL038C	EF058817	FLEXGene	True	True
YCL037C	EF058806	FLEXGene	True	True
YCL036W	DQ332762	FLEXGene	True	True
YCL035C	EF059429	FLEXGene	True	True
YCL034W		CCSB_additional	True	True
YCL033C	DQ331158	FLEXGene	True	True
YCL032W	DQ332531	FLEXGene	True	True
YCL031C	DQ332369	FLEXGene	True	True
YCL030C		CCSB_additional	True	True
YCL029C	FLH133725.01X	FLEXGene	True	True
YCL028W	DQ332387	FLEXGene	True	True
YCL027W	EF059324	FLEXGene	True	True
YCL026C-B	DQ331251	FLEXGene	True	True
YCL026C-A	DQ331530	FLEXGene	True	True
YCL025C	EF059208	FLEXGene	True	True
YCL024W		CCSB_additional	True	True
YCL021W-A	EF058481	FLEXGene	True	True
YCL018W	DQ331886	FLEXGene	True	True
YCL017C	EF059036	FLEXGene	True	True
YCL016C	EF059022	FLEXGene	True	True
YCL014W	DQ331738	FLEXGene	True	True
YCL012C		CCSB_additional	True	True
YCL011C	AY692807	FLEXGene	True	True
YCL010C	EF058858	FLEXGene	True	True
YCL009C	DQ331619	FLEXGene	True	True
YCL008C	DQ331595	FLEXGene	False	True
YCL005W-A		CCSB_additional	True	True
YCL005W	DQ331216	FLEXGene	True	True
YCL004W	DQ331443	FLEXGene	True	True
YCL002C		CCSB_additional	True	True
YCL001W		CCSB_additional	True	True
YCL001W-A	EF058467	FLEXGene	False	True
YCL001W-B	EF058493	FLEXGene	True	True
YCR001W	AY558146	FLEXGene	True	True
YCR002C	DQ332535	FLEXGene	True	True
YCR003W	AY693214	FLEXGene	True	True
YCR004C	DQ331441	FLEXGene	True	True
YCR005C	AY692837	FLEXGene	True	True
YCR006C	AY558372	FLEXGene	True	True
YCR007C	AY558149	FLEXGene	False	True
YCR008W	DQ332253	FLEXGene	True	True
YCR009C	DQ333058	FLEXGene	True	True
YCR010C	DQ332165	FLEXGene	False	True
YCR011C	AY693056	FLEXGene	True	True
YCR012W		CCSB_additional	True	True
YCR014C	DQ332372	FLEXGene	True	True
YCR015C	DQ331121	FLEXGene	True	True
YCR016W	AY692612	FLEXGene	True	True
YCR017C		CCSB_additional	False	True
YCR018C		CCSB_additional	True	True
YCR019W	AY693011	FLEXGene	True	True
YCR020C	AY692952	FLEXGene	True	True
YCR020C-A	AY558148	FLEXGene	True	True
YCR020W-B	AY558371	FLEXGene	True	True
YCR021C		CCSB_additional	False	True
YCR022C	AY558150	FLEXGene	True	True
YCR023C	EF058634	FLEXGene	True	True
YCR024C	EF058332	FLEXGene	True	True
YCR024C-B		CCSB_additional	False	False
YCR024C-A	EF059188	FLEXGene	True	True
YCR025C		CCSB_additional	True	True
YCR026C		CCSB_additional	True	True
YCR027C	AY693092	FLEXGene	True	True
YCR028C	EF059299	FLEXGene	True	True
YCR028C-A		CCSB_additional	True	True
YCR030C	DQ332323	FLEXGene	True	True
YCR031C		CCSB_additional	True	False
YCR032W		CCSB_additional	False	True
YCR033W	EF059388	FLEXGene	True	True
YCR034W	DQ332543	FLEXGene	True	True
YCR035C	DQ332642	FLEXGene	True	True
YCR036W	EF058407	FLEXGene	True	True
YCR037C	DQ331454	FLEXGene	True	True
YCR038C	DQ331556	FLEXGene	True	True
YCR039C	AY692810	FLEXGene	True	True
YCR040W	AY692791	FLEXGene	True	True
YCR041W	AY693251	FLEXGene	True	True
YCR042C	EF058861	FLEXGene	True	True
YCR043C	AY558527	FLEXGene	True	True
YCR044C	EF058930	FLEXGene	True	True
YCR045C	DQ331299	FLEXGene	True	True
YCR046C	AY692869	FLEXGene	True	True
YCR047C	AY692877	FLEXGene	True	True
YCR048W	AY692921	FLEXGene	True	True
YCR050C		CCSB_additional	True	True
YCR051W	DQ331367	FLEXGene	True	True
YCR052W	AY692985	FLEXGene	True	True
YCR053W	AY723762	FLEXGene	True	True
YCR054C		CCSB_additional	True	True
YCR057C	EF059213	FLEXGene	True	True
YCR059C	AY693113	FLEXGene	True	True
YCR060W	AY558151	FLEXGene	True	True
YCR061W	DQ331111	FLEXGene	True	True
YCR063W	DQ332516	FLEXGene	True	True
YCR065W	EF059417	FLEXGene	True	True
YCR066W		CCSB_additional	True	True
YCR067C	AY693176	FLEXGene	True	True
YCR068W	EF058804	FLEXGene	True	True
YCR069W	AY558152	FLEXGene	True	True
YCR071C	AY692820	FLEXGene	True	True
YCR072C	AY692666	FLEXGene	False	True
YCR073C	DQ331636	FLEXGene	True	True
YCR073W-A	DQ331823	FLEXGene	True	True
YCR075C	DQ331772	FLEXGene	True	True
YCR075W-A	EF058718	FLEXGene	True	True
YCR076C	DQ332797	FLEXGene	False	True
YCR077C		CCSB_additional	False	True
YCR079W	EF058311	FLEXGene	False	True
YCR081W		CCSB_additional	False	True
YCR082W	DQ331211	FLEXGene	False	True
YCR083W	EF058780	FLEXGene	False	True
YCR084C	FLH238310.01X	FLEXGene	True	True
YCR085W		CCSB_additional	True	True
YCR086W	AY558153	FLEXGene	True	True
YCR087C-A	AY557640	FLEXGene	True	True
YCR088W	DQ331740	FLEXGene	True	True
YCR089W	DQ331761	FLEXGene	True	True
YCR090C	AY558154	FLEXGene	True	True
YCR091W	EF059351	FLEXGene	True	True
YCR092C	EF059191	FLEXGene	True	True
YCR093W		CCSB_additional	True	False
YCR094W	DQ332606	FLEXGene	True	True
YCR095C	EF058432	FLEXGene	True	True
YCR095W-A		CCSB_additional	True	True
YCR098C	EF058833	FLEXGene	True	True
YCR099C	AY692670	FLEXGene	True	True
YCR100C	DQ331092	FLEXGene	True	True
YCR101C	AY692594	FLEXGene	True	True
YCR102C	DQ331099	FLEXGene	True	True
YCR104W	AY693140	FLEXGene	True	True
YCR105W	DQ332493	FLEXGene	True	True
YCR106W	EF059390	FLEXGene	True	True
YCR107W	DQ332544	FLEXGene	True	True
YCR108C		CCSB_additional	True	True
YDL248W		CCSB_additional	False	False
YDL247W		CCSB_additional	True	True
YDL246C	DQ331155	FLEXGene	True	True
YDL245C		CCSB_additional	False	True
YDL244W		CCSB_additional	True	True
