orf_name	GenBank_accession	ORFeome_collection	screened_as_DB	screened_as_AD
YKL024C	AY558074	FLEXGene	True	True
YKL023C-A		CCSB_additional	True	True
YKL023W	EF058518	FLEXGene	True	True
YKL022C	DQ331473	FLEXGene	True	True
YKL021C	EF058807	FLEXGene	False	True
YKL020C	DQ331464	FLEXGene	False	True
YKL019W	DQ331541	FLEXGene	True	True
YKL018C-A	DQ331264	FLEXGene	True	True
YKL018W	AY558094	FLEXGene	True	True
YKL017C	EF058836	FLEXGene	True	True
YKL016C	AY558349	FLEXGene	True	True
YKL015W	DQ332577	FLEXGene	False	True
YKL014C	DQ331163	FLEXGene	False	True
YKL013C	AY558348	FLEXGene	True	True
YKL012W	EF059333	FLEXGene	False	True
YKL011C	DQ332359	FLEXGene	True	True
YKL010C	DQ332180	FLEXGene	True	True
YKL009W	DQ332272	FLEXGene	True	True
YKL008C	EF059256	FLEXGene	True	True
YKL007W	AY558093	FLEXGene	True	True
YKL006C-A	EF059465	FLEXGene	True	True
YKL006W		CCSB_additional	True	True
YKL005C		CCSB_additional	False	True
YKL004W	DQ333000	FLEXGene	True	True
YKL003C	EF059107	FLEXGene	True	True
YKL002W		CCSB_additional	True	True
YKL001C	AY558261	FLEXGene	True	True
YKR001C		CCSB_additional	True	True
YKR002W	DQ332037	FLEXGene	True	True
YKR003W	DQ332049	FLEXGene	True	True
YKR004C		CCSB_additional	True	True
YKR005C	AY558315	FLEXGene	True	True
YKR006C	EF059241	FLEXGene	True	True
YKR007W		CCSB_additional	True	True
YKR008W	AY693123	FLEXGene	True	True
YKR009C	DQ332406	FLEXGene	True	True
YKR010C	DQ332144	FLEXGene	True	True
YKR011C	DQ331098	FLEXGene	True	True
YKR013W	EF059438	FLEXGene	True	True
YKR014C	DQ333156	FLEXGene	True	True
YKR015C	EF058428	FLEXGene	True	True
YKR016W	DQ332764	FLEXGene	True	True
YKR017C	DQ331229	FLEXGene	True	True
YKR018C	DQ331232	FLEXGene	True	True
YKR019C		CCSB_additional	True	True
YKR020W	AY558556	FLEXGene	True	True
YKR021W	DQ331219	FLEXGene	True	True
YKR022C	DQ331248	FLEXGene	True	True
YKR023W	EF058503	FLEXGene	True	True
YKR024C	DQ331612	FLEXGene	True	True
YKR025W	AY692886	FLEXGene	True	True
YKR026C	DQ331796	FLEXGene	False	True
YKR027W	DQ331320	FLEXGene	True	True
YKR028W		CCSB_additional	False	True
YKR029C		CCSB_additional	True	True
YKR030W	EF058957	FLEXGene	True	True
YKR031C	DQ331756	FLEXGene	True	True
YKR032W		CCSB_additional	True	True
YKR034W		CCSB_additional	True	True
YKR035W-A	DQ332205	FLEXGene	True	True
YKR036C		CCSB_additional	False	True
YKR037C	DQ332010	FLEXGene	True	True
YKR038C	DQ332028	FLEXGene	True	True
YKR039W	AY723840	FLEXGene	True	True
YKR041W	DQ331069	FLEXGene	True	True
YKR042W	EF059313	FLEXGene	True	True
YKR043C	DQ332740	FLEXGene	True	True
YKR044W	AY723841	FLEXGene	True	True
YKR045C	AY558179	FLEXGene	True	True
YKR046C	DQ331166	FLEXGene	True	True
YKR048C	AY692777	FLEXGene	True	True
YKR049C	AY558316	FLEXGene	True	True
YKR050W		CCSB_additional	True	True
YKR051W	AY692640	FLEXGene	True	True
YKR052C	DQ332835	FLEXGene	True	True
YKR053C	DQ331470	FLEXGene	True	True
YKR054C		CCSB_additional	False	True
YKR055W	AY557909	FLEXGene	False	True
YKR056W	DQ331644	FLEXGene	True	True
YKR057W		CCSB_additional	True	True
YKR058W	EF058980	FLEXGene	True	True
YKR059W	DQ331786	FLEXGene	True	True
YKR060W	AY557907	FLEXGene	True	True
YKR061W	DQ331893	FLEXGene	True	True
YKR062W	DQ332971	FLEXGene	False	True
YKR063C	AY723842	FLEXGene	True	True
YKR064W		CCSB_additional	False	True
YKR065C	EF058321	FLEXGene	True	True
YKR066C	AY557921	FLEXGene	True	True
YKR067W	EF059240	FLEXGene	True	True
YKR068C	AY557896	FLEXGene	True	True
YKR069W	EF059253	FLEXGene	True	True
YKR070W	DQ331263	FLEXGene	True	True
YKR071C	DQ332877	FLEXGene	True	True
YKR072C	EF058950	FLEXGene	True	True
YKR073C	AY558317	FLEXGene	True	True
YKR074W	AY558396	FLEXGene	True	True
YKR075C	AY557911	FLEXGene	True	True
YKR076W		CCSB_additional	True	True
YKR077W	AY557922	FLEXGene	False	True
YKR078W	DQ332715	FLEXGene	True	True
YKR079C		CCSB_additional	True	True
YKR080W	EF058823	FLEXGene	True	True
YKR081C	DQ331493	FLEXGene	True	True
YKR082W	EF058846	FLEXGene	True	True
YKR083C	AY558397	FLEXGene	True	True
YKR084C		CCSB_additional	True	True
YKR085C	DQ331687	FLEXGene	True	True
YKR086W		CCSB_additional	True	True
YKR087C	EF058573	FLEXGene	True	True
YKR088C	AY557916	FLEXGene	True	True
YKR089C	EF058583	FLEXGene	True	True
YKR090W	DQ331328	FLEXGene	True	True
YKR091W	AY558318	FLEXGene	False	True
YKR092C	DQ331920	FLEXGene	True	True
YKR093W	EF059087	FLEXGene	True	True
YKR094C		CCSB_additional	False	True
YKR095W		CCSB_additional	False	False
YKR095W-A	EF058750	FLEXGene	True	True
YKR096W	EF058335	FLEXGene	False	True
YKR097W	AY723843	FLEXGene	True	True
YKR098C	EF059266	FLEXGene	True	True
YKR099W	DQ332275	FLEXGene	False	True
YKR100C	EF058494	FLEXGene	True	True
YKR101W	EF058935	FLEXGene	True	True
YKR102W	EF058946	FLEXGene	True	True
YKR103W	DQ331747	FLEXGene	True	True
YKR104W	AY557949	FLEXGene	True	True
YKR105C		CCSB_additional	True	False
YKR106W		CCSB_additional	True	True
YLL067C		CCSB_additional	False	False
YLL066W-B	DQ331404	FLEXGene	True	True
YLL066C		CCSB_additional	False	False
YLL063C	EF058860	FLEXGene	True	True
YLL062C	AY558194	FLEXGene	True	True
YLL061W	DQ331526	FLEXGene	True	True
YLL060C	AY557940	FLEXGene	True	True
YLL058W	DQ331212	FLEXGene	True	True
YLL057C	AY692737	FLEXGene	True	True
YLL056C	AY558193	FLEXGene	True	True
YLL055W	AY692634	FLEXGene	True	True
YLL054C	AY692619	FLEXGene	True	True
YLL053C	FLH144479.01X	FLEXGene	True	True
YLL052C	DQ332435	FLEXGene	True	True
YLL051C	DQ332289	FLEXGene	True	True
YLL050C		CCSB_additional	True	True
YLL049W	EF058388	FLEXGene	True	True
YLL048C		CCSB_additional	False	False
YLL046C		CCSB_additional	True	True
YLL045C	DQ332247	FLEXGene	True	True
YLL043W	EF058412	FLEXGene	True	True
YLL042C	AY558190	FLEXGene	True	True
YLL041C	AY558189	FLEXGene	False	True
YLL040C		CCSB_additional	False	False
YLL039C	EF059082	FLEXGene	True	True
YLL038C	AY558191	FLEXGene	True	True
YLL036C		CCSB_additional	True	False
YLL035W	DQ331834	FLEXGene	True	True
YLL034C	EF059000	FLEXGene	True	True
YLL033W	AY558188	FLEXGene	True	True
YLL032C		CCSB_additional	False	True
YLL031C		CCSB_additional	True	True
YLL030C	AY558192	FLEXGene	True	True
YLL029W	DQ332731	FLEXGene	False	True
YLL028W	DQ332164	FLEXGene	True	True
YLL027W	DQ332030	FLEXGene	True	True
YLL026W	AY693002	FLEXGene	True	True
YLL025W	AY692734	FLEXGene	True	True
YLL024C	FLH238356.01X	FLEXGene	True	True
YLL023C	EF058596	FLEXGene	True	True
YLL022C	DQ331337	FLEXGene	True	True
YLL021W	DQ331856	FLEXGene	True	True
YLL019C	DQ332501	FLEXGene	False	True
YLL018C-A		CCSB_additional	True	True
YLL018C	DQ333129	FLEXGene	True	True
YLL015W		CCSB_additional	False	False
YLL014W	AY557926	FLEXGene	True	True
YLL013C		CCSB_additional	False	False
YLL012W	FLH237753.01X	FLEXGene	False	True
YLL011W	DQ333007	FLEXGene	True	True
YLL010C	EF059065	FLEXGene	True	True
YLL009C	EF059085	FLEXGene	True	True
YLL008W		CCSB_additional	True	True
YLL007C	EF058563	FLEXGene	True	True
YLL006W-A	EF058707	FLEXGene	False	True
YLL006W	EF058982	FLEXGene	True	True
YLL005C	EF058975	FLEXGene	True	True
YLL004W	DQ331763	FLEXGene	True	True
YLL003W	EF058892	FLEXGene	True	True
YLL002W	DQ331632	FLEXGene	True	True
YLL001W		CCSB_additional	True	True
YLR001C	DQ331247	FLEXGene	True	True
YLR002C	DQ332866	FLEXGene	True	True
YLR003C	DQ332778	FLEXGene	True	True
YLR004C	DQ331314	FLEXGene	True	True
YLR005W	AY692893	FLEXGene	True	True
YLR006C	DQ331804	FLEXGene	True	True
YLR007W	DQ331814	FLEXGene	True	True
YLR008C	AY558196	FLEXGene	True	True
YLR009W	AY558197	FLEXGene	True	True
YLR010C	AY558198	FLEXGene	True	True
YLR011W	AY558199	FLEXGene	True	True
YLR012C	AY558200	FLEXGene	True	True
YLR013W	AY558530	FLEXGene	True	True
YLR014C	DQ331981	FLEXGene	False	True
YLR015W	EF059123	FLEXGene	True	True
YLR016C	AY557934	FLEXGene	False	True
YLR017W	AY693070	FLEXGene	True	True
YLR018C	AY557946	FLEXGene	True	True
YLR019W	AY693081	FLEXGene	False	True
YLR020C		CCSB_additional	False	True
YLR021W	AY558201	FLEXGene	True	True
YLR022C	EF058381	FLEXGene	True	True
YLR023C	FLH237821.01X	FLEXGene	True	True
YLR024C		CCSB_additional	True	False
YLR025W	AY558202	FLEXGene	True	True
YLR026C	EF059432	FLEXGene	True	True
YLR027C	DQ332584	FLEXGene	True	True
YLR028C	DQ331512	FLEXGene	True	True
YLR029C	EF058847	FLEXGene	True	True
YLR030W	DQ331217	FLEXGene	True	True
YLR031W	EF058452	FLEXGene	True	True
YLR032W	EF058816	FLEXGene	True	True
YLR033W	EF058886	FLEXGene	True	True
YLR034C	DQ331628	FLEXGene	True	True
YLR035C	EF058891	FLEXGene	True	True
YLR036C	DQ332782	FLEXGene	True	True
YLR037C	DQ332922	FLEXGene	False	True
YLR038C	AY557925	FLEXGene	False	True
YLR039C	EF058984	FLEXGene	True	True
YLR040C	AY557938	FLEXGene	True	True
YLR042C	AY558531	FLEXGene	True	True
YLR043C	AY558203	FLEXGene	True	True
YLR044C	EF059146	FLEXGene	True	True
YLR045C	DQ332186	FLEXGene	False	True
YLR046C	AY558204	FLEXGene	True	True
YLR047C	DQ331077	FLEXGene	True	True
YLR048W		CCSB_additional	True	True
YLR049C	EF058391	FLEXGene	True	True
YLR050C	AY557932	FLEXGene	True	True
YLR051C	EF058546	FLEXGene	True	True
YLR052W	DQ332913	FLEXGene	True	True
YLR053C	AY692708	FLEXGene	False	True
YLR054C	EF058594	FLEXGene	True	True
YLR055C		CCSB_additional	False	True
YLR056W	AY692996	FLEXGene	True	True
YLR057W	AY692557	FLEXGene	True	True
YLR058C	DQ332015	FLEXGene	True	True
YLR059C	AY693005	FLEXGene	True	True
YLR060W	AY692778	FLEXGene	True	True
YLR061W		CCSB_additional	True	True
YLR063W	EF058534	FLEXGene	True	True
YLR064W	AY692677	FLEXGene	True	True
YLR065C	AY558207	FLEXGene	True	True
YLR066W	AY558205	FLEXGene	True	True
YLR067C	DQ331831	FLEXGene	False	True
YLR068W	AY558206	FLEXGene	True	True
YLR069C	AY692944	FLEXGene	True	True
YLR070C	DQ331832	FLEXGene	True	True
YLR071C	AY692942	FLEXGene	True	True
YLR072W	DQ331364	FLEXGene	True	True
YLR073C	AY558532	FLEXGene	True	True
YLR074C	AY558208	FLEXGene	True	True
YLR075W	AY693034	FLEXGene	True	True
YLR077W	AY723844	FLEXGene	True	True
YLR078C		CCSB_additional	True	True
YLR079W	DQ332298	FLEXGene	True	True
YLR080W	DQ333047	FLEXGene	True	True
YLR081W	DQ333056	FLEXGene	True	True
YLR082C	DQ332265	FLEXGene	True	True
YLR083C	DQ332429	FLEXGene	True	True
YLR084C	DQ332445	FLEXGene	True	True
YLR085C	DQ332481	FLEXGene	True	True
YLR086W		CCSB_additional	False	True
YLR087C		CCSB_additional	False	True
YLR088W	EF059496	FLEXGene	True	True
YLR089C	EF058653	FLEXGene	True	True
YLR090W		CCSB_additional	True	True
YLR091W	AY692636	FLEXGene	True	True
YLR092W	EF058843	FLEXGene	True	True
YLR093C	AY692786	FLEXGene	True	True
YLR094C	AY692795	FLEXGene	True	True
YLR095C	DQ331567	FLEXGene	True	True
YLR096W	DQ331713	FLEXGene	True	True
YLR097C	DQ331297	FLEXGene	True	True
YLR098C		CCSB_additional	True	True
YLR099C	DQ331839	FLEXGene	True	True
YLR099W-A	EF058502	FLEXGene	True	True
YLR100W	DQ332537	FLEXGene	True	True
YLR102C	DQ332569	FLEXGene	False	True
YLR103C	EF059434	FLEXGene	True	True
YLR104W	DQ331224	FLEXGene	True	True
YLR105C	EF058812	FLEXGene	True	True
YLR106C		CCSB_additional	False	True
YLR107W	DQ331638	FLEXGene	True	True
YLR108C	DQ331275	FLEXGene	True	True
YLR109W	DQ331770	FLEXGene	True	True
YLR110C	AY557929	FLEXGene	True	True
YLR113W	EF059061	FLEXGene	True	True
YLR114C		CCSB_additional	False	True
YLR115W	DQ332018	FLEXGene	True	True
YLR116W	DQ332040	FLEXGene	True	True
YLR117C	DQ332046	FLEXGene	True	True
YLR118C	AY557939	FLEXGene	True	True
YLR119W	EF059239	FLEXGene	True	True
YLR120C		CCSB_additional	True	True
YLR121C	DQ331563	FLEXGene	True	True
YLR122C		CCSB_additional	True	True
YLR125W	DQ331310	FLEXGene	True	True
YLR126C	AY692709	FLEXGene	True	True
YLR127C	DQ331866	FLEXGene	True	True
YLR128W		CCSB_additional	True	True
YLR129W	EF059118	FLEXGene	True	True
YLR130C	AY693187	FLEXGene	True	True
YLR131C		CCSB_additional	False	True
YLR132C	DQ331188	FLEXGene	True	True
YLR133W	AY692779	FLEXGene	True	True
YLR134W	EF058845	FLEXGene	True	True
YLR135W	AY692839	FLEXGene	False	True
YLR136C	AY558210	FLEXGene	True	True
YLR137W	DQ332789	FLEXGene	False	True
YLR138W		CCSB_additional	True	True
YLR139C	AY692902	FLEXGene	True	True
YLR141W	DQ331808	FLEXGene	True	True
YLR142W	AY692906	FLEXGene	True	True
YLR143W	DQ331354	FLEXGene	True	True
YLR144C		CCSB_additional	False	True
YLR145W	EF058618	FLEXGene	True	True
YLR146C	DQ331956	FLEXGene	True	True
YLR146W-A		CCSB_additional	True	True
YLR147C	AY558533	FLEXGene	True	True
YLR148W		CCSB_additional	True	True
YLR149C	EF058336	FLEXGene	True	True
YLR150W	AY557944	FLEXGene	True	True
YLR151C	AY557953	FLEXGene	True	True
YLR152C	EF058326	FLEXGene	True	True
YLR153C	DQ332095	FLEXGene	True	True
YLR154C	AY558209	FLEXGene	True	True
YLR154W-C	EF058736	FLEXGene	True	True
YLR154C-G	EF058745	FLEXGene	True	True
YLR155C	AY557957	FLEXGene	True	True
YLR156C-A	EF058725	FLEXGene	True	True
YLR157C	AY557958	FLEXGene	True	True
YLR157W-D		CCSB_additional	True	True
YLR157W-E		CCSB_additional	True	True
YLR157C-C	DQ331398	FLEXGene	True	True
YLR160C	DQ332440	FLEXGene	True	True
YLR161W	EF058396	FLEXGene	True	True
YLR162W		CCSB_additional	True	True
YLR162W-A	DQ331421	FLEXGene	True	True
YLR163C	AY693198	FLEXGene	True	True
YLR164W	DQ331203	FLEXGene	True	True
YLR165C	AY557942	FLEXGene	True	True
YLR166C	DQ332849	FLEXGene	True	True
YLR167W	DQ332862	FLEXGene	True	True
YLR168C	DQ331253	FLEXGene	True	True
YLR170C	AY692851	FLEXGene	True	True
YLR172C	AY557947	FLEXGene	True	True
YLR173W	AY692703	FLEXGene	True	True
YLR174W	DQ332953	FLEXGene	True	True
YLR175W		CCSB_additional	True	True
YLR176C		CCSB_additional	True	True
YLR177W	DQ331369	FLEXGene	True	True
YLR178C	DQ331985	FLEXGene	True	True
YLR179C	DQ332726	FLEXGene	True	True
YLR180W	DQ333015	FLEXGene	False	True
YLR181C	DQ332115	FLEXGene	False	True
YLR182W		CCSB_additional	False	False
YLR183C	DQ332281	FLEXGene	False	True
YLR185W		CCSB_additional	False	True
YLR186W	AY557941	FLEXGene	False	True
YLR187W	EF058416	FLEXGene	False	True
YLR188W	DQ332568	FLEXGene	True	True
YLR189C	EF058755	FLEXGene	True	True
YLR190W	EF059484	FLEXGene	True	True
YLR191W	DQ332821	FLEXGene	True	True
YLR192C	AY557943	FLEXGene	False	True
YLR193C	DQ331281	FLEXGene	True	True
YLR194C	DQ332786	FLEXGene	True	True
YLR195C	DQ331699	FLEXGene	True	True
YLR196W	EF059268	FLEXGene	False	True
YLR197W	EF059284	FLEXGene	True	True
YLR199C		CCSB_additional	True	True
YLR200W		CCSB_additional	True	True
YLR201C	EF058385	FLEXGene	True	True
YLR203C	DQ332601	FLEXGene	True	True
YLR204W	AY693193	FLEXGene	True	True
YLR205C	EF059463	FLEXGene	False	True
YLR206W		CCSB_additional	False	True
YLR207W	DQ331518	FLEXGene	False	True
YLR208W	DQ331660	FLEXGene	True	True
YLR209C	AY557950	FLEXGene	True	True
YLR210W	DQ331652	FLEXGene	True	True
YLR211C		CCSB_additional	True	True
YLR212C	DQ331670	FLEXGene	True	True
YLR213C	DQ332930	FLEXGene	True	True
YLR214W	DQ331809	FLEXGene	True	True
YLR215C	AY557956	FLEXGene	True	True
YLR216C	AY557959	FLEXGene	True	True
YLR218C	EF058613	FLEXGene	True	True
YLR219W	DQ332068	FLEXGene	True	True
YLR220W	AY557952	FLEXGene	False	True
YLR221C	AY557937	FLEXGene	True	True
YLR222C	DQ331938	FLEXGene	True	True
YLR223C	DQ332057	FLEXGene	False	True
YLR224W	DQ332721	FLEXGene	False	True
YLR225C	DQ331045	FLEXGene	True	True
YLR226W	DQ332234	FLEXGene	True	True
YLR227C	EF059258	FLEXGene	False	True
YLR228C	DQ332271	FLEXGene	False	True
YLR229C	AY557933	FLEXGene	True	True
YLR231C	DQ333108	FLEXGene	True	True
YLR233C	DQ332441	FLEXGene	True	True
YLR234W	FLH237680.01X	FLEXGene	True	True
YLR237W	EF059494	FLEXGene	True	True
YLR238W	DQ332848	FLEXGene	True	True
YLR239C		CCSB_additional	True	True
YLR240W	DQ331546	FLEXGene	True	True
YLR241W	DQ332785	FLEXGene	True	True
YLR242C	AY692846	FLEXGene	True	True
YLR243W	DQ332790	FLEXGene	True	True
YLR244C	DQ332897	FLEXGene	True	True
YLR245C	AY557930	FLEXGene	True	True
YLR246W	AY692913	FLEXGene	True	True
YLR247C		CCSB_additional	False	False
YLR248W	EF059083	FLEXGene	False	True
YLR249W		CCSB_additional	True	True
YLR250W	AY558213	FLEXGene	True	True
YLR251W	AY558211	FLEXGene	True	True
YLR253W	DQ332725	FLEXGene	True	True
YLR254C	AY558212	FLEXGene	False	True
YLR256W		CCSB_additional	True	True
YLR257W	AY692605	FLEXGene	True	True
YLR258W	DQ332488	FLEXGene	True	True
YLR259C	DQ333134	FLEXGene	False	True
YLR260W		CCSB_additional	True	True
YLR261C		CCSB_additional	True	True
YLR262C	AY557936	FLEXGene	True	True
YLR262C-A	DQ331311	FLEXGene	True	True
YLR263W		CCSB_additional	False	True
YLR264W		CCSB_additional	False	True
YLR264C-A	DQ331413	FLEXGene	True	True
YLR265C	AY557954	FLEXGene	True	True
YLR266C	FLH238296.01X	FLEXGene	True	True
YLR267W	EF058538	FLEXGene	False	True
YLR268W	AY557935	FLEXGene	True	True
YLR270W	AY557955	FLEXGene	True	True
YLR271W	AY557945	FLEXGene	True	True
YLR272C	DQ332182	FLEXGene	True	True
YLR273C	AY723846	FLEXGene	True	True
YLR274W	DQ332376	FLEXGene	True	True
YLR275W	DQ333100	FLEXGene	True	True
YLR276C	AY723847	FLEXGene	True	True
YLR277C		CCSB_additional	True	True
YLR278C		CCSB_additional	False	True
YLR281C	AY557931	FLEXGene	True	True
YLR283W	AY692566	FLEXGene	True	True
YLR284C	DQ333011	FLEXGene	True	True
YLR285W	AY693038	FLEXGene	True	True
YLR285C-A	EF058683	FLEXGene	True	True
YLR286C	AY693040	FLEXGene	True	True
YLR287C	AY692596	FLEXGene	True	True
YLR287C-A		CCSB_additional	True	True
YLR288C	DQ332307	FLEXGene	True	True
YLR289W	DQ332579	FLEXGene	True	True
YLR290C	DQ331103	FLEXGene	True	True
YLR291C	DQ333077	FLEXGene	True	True
YLR292C	AY558214	FLEXGene	True	True
YLR293C	AY558363	FLEXGene	True	True
YLR295C	AY558215	FLEXGene	True	True
YLR297W	AY558216	FLEXGene	True	True
YLR298C	AY692761	FLEXGene	True	True
YLR299W	DQ331583	FLEXGene	True	True
YLR300W	AY693069	FLEXGene	False	True
YLR301W	AY558217	FLEXGene	True	True
YLR303W	AY723848	FLEXGene	True	True
YLR302C		CCSB_additional	True	True
YLR304C	DQ332422	FLEXGene	True	True
YLR305C		CCSB_additional	True	True
YLR306W		CCSB_additional	True	True
YLR307W	AY557948	FLEXGene	True	True
YLR307C-A	DQ331430	FLEXGene	True	True
YLR308W	AY557951	FLEXGene	True	True
YLR309C	DQ332625	FLEXGene	True	True
YLR310C		CCSB_additional	False	False
YLR312C	DQ331242	FLEXGene	False	True
YLR312W-A		CCSB_additional	True	True
YLR313C	DQ331415	FLEXGene	True	True
YLR314C	DQ331551	FLEXGene	True	True
YLR315W	AY692848	FLEXGene	True	True
YLR316C		CCSB_additional	True	True
YLR318W		CCSB_additional	True	True
YLR319C		CCSB_additional	False	True
YLR320W		CCSB_additional	True	True
YLR321C		CCSB_additional	False	True
YLR323C	EF059075	FLEXGene	True	True
YLR324W	AY723849	FLEXGene	True	True
YLR325C	EF059100	FLEXGene	True	True
YLR326W	FLH133679.01X	FLEXGene	False	True
YLR327C	DQ331054	FLEXGene	True	True
YLR328W		CCSB_additional	True	False
YLR329W	AY558220	FLEXGene	True	True
YLR330W	DQ332210	FLEXGene	True	True
YLR332W	DQ332464	FLEXGene	True	True
YLR331C		CCSB_additional	False	True
YLR333C	AY693146	FLEXGene	False	True
YLR335W		CCSB_additional	True	True
YLR336C	DQ332554	FLEXGene	True	True
YLR337C	DQ332653	FLEXGene	True	True
YLR340W		CCSB_additional	True	True
YLR341W	DQ332021	FLEXGene	True	True
YLR342W	EF059142	FLEXGene	True	True
YLR342W-A	EF058695	FLEXGene	True	True
YLR343W	FLH237795.01X	FLEXGene	True	True
YLR344W	DQ332175	FLEXGene	True	True
YLR345W	EF058355	FLEXGene	True	True
YLR346C	AY692581	FLEXGene	True	True
YLR347C	DQ332371	FLEXGene	True	True
YLR348C	EF059331	FLEXGene	False	True
YLR350W	AY692908	FLEXGene	True	True
YLR351C	DQ331845	FLEXGene	True	True
YLR352W	EF058610	FLEXGene	True	True
YLR353W		CCSB_additional	True	True
YLR354C		CCSB_additional	True	True
YLR355C	EF059096	FLEXGene	False	True
YLR356W	AY558222	FLEXGene	True	True
YLR357W	DQ332104	FLEXGene	True	True
YLR358C		CCSB_additional	True	True
YLR359W	EF059274	FLEXGene	True	True
YLR360W	AY693083	FLEXGene	True	True
YLR361C	DQ332739	FLEXGene	True	True
YLR361C-A	EF058697	FLEXGene	True	True
YLR362W	DQ332291	FLEXGene	True	True
YLR363C	AY558223	FLEXGene	True	True
YLR363W-A	EF058504	FLEXGene	True	True
YLR364W	AY558221	FLEXGene	True	True
YLR365W	AY558224	FLEXGene	True	True
YLR367W	DQ332539	FLEXGene	True	True
YLR368W	DQ333166	FLEXGene	True	True
YLR369W		CCSB_additional	False	False
YLR370C	AY558319	FLEXGene	True	True
YLR371W	EF059493	FLEXGene	True	True
YLR372W	EF058757	FLEXGene	True	True
YLR373C	EF058408	FLEXGene	False	True
YLR375W		CCSB_additional	True	True
YLR376C	AY692738	FLEXGene	True	True
YLR377C	AY692816	FLEXGene	False	True
YLR378C	DQ332903	FLEXGene	True	True
YLR380W	AY692865	FLEXGene	True	True
YLR381W	DQ331744	FLEXGene	True	True
YLR382C	DQ331837	FLEXGene	True	True
YLR383W	EF059033	FLEXGene	True	True
YLR384C		CCSB_additional	False	True
YLR385C	AY558226	FLEXGene	True	True
YLR386W	FLH263481.01X	FLEXGene	True	True
YLR387C	AY692733	FLEXGene	True	True
YLR388W	EF059179	FLEXGene	True	True
YLR389C	DQ332138	FLEXGene	True	True
YLR390W	AY558227	FLEXGene	True	True
YLR390W-A	FLH111311.01X	FLEXGene	True	True
YLR392C	EF058347	FLEXGene	True	True
YLR393W	AY558229	FLEXGene	True	True
YLR394W	DQ332342	FLEXGene	True	True
YLR395C	AY558228	FLEXGene	True	True
YLR396C	DQ332367	FLEXGene	True	True
YLR397C	AY693116	FLEXGene	True	True
YLR398C	EF059398	FLEXGene	True	True
YLR399C	DQ332564	FLEXGene	True	True
YLR401C		CCSB_additional	True	True
YLR403W		CCSB_additional	False	True
YLR404W	DQ332736	FLEXGene	True	True
YLR405W	AY558586	FLEXGene	True	True
YLR406C		CCSB_additional	True	True
YLR406C-A	EF058700	FLEXGene	True	True
YLR407W	DQ331156	FLEXGene	True	True
YLR408C	AY558320	FLEXGene	True	True
YLR409C	DQ331160	FLEXGene	True	True
YLR410W	DQ331870	FLEXGene	True	True
YLR411W	AY692929	FLEXGene	True	True
YLR412W	DQ332816	FLEXGene	True	True
YLR412C-A	EF058705	FLEXGene	True	True
YLR413W	EF058648	FLEXGene	False	True
YLR414C	AY692558	FLEXGene	True	True
YLR415C	DQ331032	FLEXGene	True	True
YLR417W	DQ332177	FLEXGene	True	True
YLR418C	DQ332183	FLEXGene	True	True
YLR419W	EF058357	FLEXGene	False	True
YLR420W	DQ331694	FLEXGene	False	True
YLR421C	AY558321	FLEXGene	True	True
YLR422W	EF058574	FLEXGene	True	True
YLR423C	DQ331829	FLEXGene	True	True
YLR424W		CCSB_additional	True	True
YLR425W	DQ331932	FLEXGene	True	True
YLR426W		CCSB_additional	False	True
YLR427W	AY692728	FLEXGene	True	True
YLR429W	AY693023	FLEXGene	True	True
YLR430W		CCSB_additional	True	False
YLR431C	DQ332085	FLEXGene	True	True
YLR432W	EF059178	FLEXGene	True	True
YLR433C	AY693079	FLEXGene	True	True
YLR435W	DQ333070	FLEXGene	True	True
YLR436C	DQ332306	FLEXGene	True	True
YLR437C	DQ331107	FLEXGene	True	True
YLR438W	EF059371	FLEXGene	True	True
YLR438C-A		CCSB_additional	True	True
YLR439W	DQ333137	FLEXGene	True	True
