orf_name_a	gene_name_a	orf_name_b	gene_name_b	n_evidence	category
YCL045C	EMC1	YLR312C	ATG39	0	Lit-NB
YER017C	AFG3	YFL014W	HSP12	0	Lit-NB
YJR005W	APL1	YPL106C	SSE1	0	Lit-NB
YIL142W	CCT2	YOR108W	LEU9	0	Lit-NB
YGL128C	CWC23	YMR213W	CEF1	1	Lit-NB
YCR031C	RPS14A	YLR340W	RPP0	0	Lit-NB
YAL005C	SSA1	YHL033C	RPL8A	0	Lit-NB
YKR095W-A	PCC1	YKR095W-A	PCC1	1	Lit-NB
YBR231C	SWC5	YMR001C	CDC5	1	Lit-NB
YHR099W	TRA1	YPR070W	MED1	0	Lit-NB
YBR060C	ORC2	YIL150C	MCM10	1	Lit-NB
YJR068W	RFC2	YOR217W	RFC1	4	Lit-NB
YLR199C	PBA1	YPR103W	PRE2	1	Lit-NB
YBR072W	HSP26	YOR229W	WTM2	0	Lit-NB
YBL058W	SHP1	YPL240C	HSP82	0	Lit-NB
YIR010W	DSN1	YMR302C	YME2	1	Lit-NB
YDR159W	SAC3	YJL041W	NSP1	2	Lit-NB
YMR031C	EIS1	YMR086W	SEG1	1	Lit-NB
YBR258C	SHG1	YPL138C	SPP1	1	Lit-NB
YGL180W	ATG1	YIL091C	UTP25	1	Lit-NB
YAL005C	SSA1	YMR048W	CSM3	0	Lit-NB
YBR191W	RPL21A	YJL177W	RPL17B	0	Lit-NB
YAL001C	TFC3	YFR052W	RPN12	0	Lit-NB
YHR082C	KSP1	YKR070W		1	Lit-NB
YFR030W	MET10	YHR200W	RPN10	1	Lit-NB
YGR252W	GCN5	YOL077C	BRX1	1	Lit-NB
YML010W	SPT5	YPL240C	HSP82	0	Lit-NB
YGL068W	MNP1	YLR340W	RPP0	0	Lit-NB
YEL030W	ECM10	YIL159W	BNR1	0	Lit-NB
YBL002W	HTB2	YPR162C	ORC4	0	Lit-NB
YER087C-B	SBH1	YGL233W	SEC15	1	Lit-NB
YBL075C	SSA3	YNL186W	UBP10	0	Lit-NB
YBL046W	PSY4	YGR063C	SPT4	2	Lit-NB
YDR324C	UTP4	YGR090W	UTP22	2	Lit-NB
YMR194W	RPL36A	YNL298W	CLA4	1	Lit-NB
YGL207W	SPT16	YGR063C	SPT4	1	Lit-NB
YDL229W	SSB1	YLR380W	CSR1	0	Lit-NB
YJL045W		YKR016W	MIC60	1	Lit-NB
YDL115C	IWR1	YJL140W	RPB4	1	Lit-NB
YLL024C	SSA2	YPL167C	REV3	0	Lit-NB
YEL030W	ECM10	YJR147W	HMS2	0	Lit-NB
YDL185W	VMA1	YJR035W	RAD26	0	Lit-NB
YAL059W	ECM1	YLR009W	RLP24	1	Lit-NB
YBL047C	EDE1	YNL124W	NAF1	1	Lit-NB
YJR002W	MPP10	YOR078W	BUD21	2	Lit-NB
YGR059W	SPR3	YLR314C	CDC3	1	Lit-NB
YDL064W	UBC9	YOR108W	LEU9	1	Lit-NB
YBL092W	RPL32	YGL103W	RPL28	0	Lit-NB
YGR002C	SWC4	YNL136W	EAF7	2	Lit-NB
YAL005C	SSA1	YMR128W	ECM16	0	Lit-NB
YFR004W	RPN11	YIL043C	CBR1	1	Lit-NB
YHR041C	SRB2	YPR086W	SUA7	1	Lit-NB
YML065W	ORC1	YOR210W	RPB10	1	Lit-NB
YDL186W		YMR001C	CDC5	1	Lit-NB
YGL066W	SGF73	YOL039W	RPP2A	1	Lit-NB
YEL046C	GLY1	YLL026W	HSP104	0	Lit-NB
YKL196C	YKT6	YLR268W	SEC22	2	Lit-NB
YFR004W	RPN11	YGL055W	OLE1	1	Lit-NB
YER036C	ARB1	YHR027C	RPN1	1	Lit-NB
YBR194W	AIM4	YKL081W	TEF4	1	Lit-NB
YAL005C	SSA1	YHR039C	MSC7	1	Lit-NB
YKL125W	RRN3	YOR341W	RPA190	2	Lit-NB
YCR082W	AHC2	YGL236C	MTO1	1	Lit-NB
YDR194C	MSS116	YIR010W	DSN1	1	Lit-NB
YDL029W	ARP2	YJR121W	ATP2	0	Lit-NB
YAL005C	SSA1	YLR004C	THI73	1	Lit-NB
YHR200W	RPN10	YLR060W	FRS1	1	Lit-NB
YKL134C	OCT1	YNL021W	HDA1	0	Lit-NB
YFR004W	RPN11	YKL127W	PGM1	1	Lit-NB
YHR079C	IRE1	YOR207C	RET1	1	Lit-NB
YGL049C	TIF4632	YPR041W	TIF5	1	Lit-NB
YJL164C	TPK1	YJL167W	ERG20	1	Lit-NB
YER111C	SWI4	YGR192C	TDH3	0	Lit-NB
YGL116W	CDC20	YPL106C	SSE1	0	Lit-NB
YKR048C	NAP1	YNL162W	RPL42A	0	Lit-NB
YDR172W	SUP35	YGR072W	UPF3	2	Lit-NB
YGR284C	ERV29	YNL007C	SIS1	0	Lit-NB
YAL005C	SSA1	YNL180C	RHO5	0	Lit-NB
YFR053C	HXK1	YIL007C	NAS2	0	Lit-NB
YBR084W	MIS1	YBR143C	SUP45	0	Lit-NB
YKL035W	UGP1	YKR063C	LAS1	1	Lit-NB
YER048C	CAJ1	YMR201C	RAD14	0	Lit-NB
YAL007C	ERP2	YDR381W	YRA1	0	Lit-NB
YAL005C	SSA1	YBR247C	ENP1	0	Lit-NB
YOR063W	RPL3	YPL146C	NOP53	1	Lit-NB
YNL035C		YPL106C	SSE1	0	Lit-NB
YDR266C	HEL2	YLR180W	SAM1	0	Lit-NB
YIR010W	DSN1	YNL059C	ARP5	1	Lit-NB
YBR194W	AIM4	YPR101W	SNT309	1	Lit-NB
YDR099W	BMH2	YKR021W	ALY1	1	Lit-NB
YBR289W	SNF5	YGL120C	PRP43	1	Lit-NB
YHR165C	PRP8	YPR178W	PRP4	1	Lit-NB
YBL016W	FUS3	YJL076W	NET1	1	Lit-NB
YCL059C	KRR1	YPR112C	MRD1	1	Lit-NB
YBR009C	HHF1	YLL002W	RTT109	1	Lit-NB
YLL024C	SSA2	YMR289W	ABZ2	0	Lit-NB
YJR148W	BAT2	YJR148W	BAT2	0	Lit-NB
YBR288C	APM3	YGR252W	GCN5	1	Lit-NB
YAL005C	SSA1	YOR310C	NOP58	0	Lit-NB
YBR006W	UGA2	YDL229W	SSB1	0	Lit-NB
YLR381W	CTF3	YPR046W	MCM16	3	Lit-NB
YDR367W	KEI1	YDR483W	KRE2	1	Lit-NB
YDL229W	SSB1	YER048C	CAJ1	0	Lit-NB
YIL035C	CKA1	YNL207W	RIO2	1	Lit-NB
YBL039C	URA7	YDL055C	PSA1	0	Lit-NB
YBR274W	CHK1	YGR200C	ELP2	1	Lit-NB
YNL125C	ESBP6	YOR204W	DED1	1	Lit-NB
YHR135C	YCK1	YJL061W	NUP82	1	Lit-NB
YPL240C	HSP82	YPR181C	SEC23	1	Lit-NB
YJL095W	BCK1	YMR295C		1	Lit-NB
YHL034C	SBP1	YMR125W	STO1	0	Lit-NB
YDL229W	SSB1	YLL001W	DNM1	0	Lit-NB
YHL034C	SBP1	YJR123W	RPS5	0	Lit-NB
YCR077C	PAT1	YHR086W	NAM8	1	Lit-NB
YGL111W	NSA1	YLR276C	DBP9	1	Lit-NB
YHR020W		YNL272C	SEC2	0	Lit-NB
YCL018W	LEU2	YER171W	RAD3	0	Lit-NB
YBR231C	SWC5	YPL106C	SSE1	0	Lit-NB
YGR215W	RSM27	YPR125W	YLH47	1	Lit-NB
YJR035W	RAD26	YKL054C	DEF1	1	Lit-NB
YMR028W	TAP42	YPL240C	HSP82	0	Lit-NB
YNL097C	PHO23	YNL330C	RPD3	9	Lit-NB
YDL201W	TRM8	YPL031C	PHO85	1	Lit-NB
YDR023W	SES1	YPL141C	FRK1	1	Lit-NB
YBL098W	BNA4	YDL229W	SSB1	0	Lit-NB
YKR037C	SPC34	YKR037C	SPC34	1	Lit-NB
YDR099W	BMH2	YLR135W	SLX4	0	Lit-NB
YBR275C	RIF1	YNL064C	YDJ1	0	Lit-NB
YBR079C	RPG1	YPR086W	SUA7	0	Lit-NB
YGL111W	NSA1	YLR002C	NOC3	3	Lit-NB
YDL229W	SSB1	YEL012W	UBC8	0	Lit-NB
YOR151C	RPB2	YOR224C	RPB8	3	Lit-NB
YDL195W	SEC31	YIL004C	BET1	2	Lit-NB
YBL039C	URA7	YDR260C	SWM1	0	Lit-NB
YER006W	NUG1	YER165W	PAB1	1	Lit-NB
YER050C	RSM18	YJR101W	RSM26	0	Lit-NB
YGR002C	SWC4	YHR064C	SSZ1	0	Lit-NB
YBL024W	NCL1	YLR096W	KIN2	1	Lit-NB
YNL007C	SIS1	YPR137W	RRP9	0	Lit-NB
YBR172C	SMY2	YPR072W	NOT5	1	Lit-NB
YDR439W	LRS4	YOR048C	RAT1	1	Lit-NB
YDL150W	RPC53	YNR003C	RPC34	1	Lit-NB
YDR510W	SMT3	YMR189W	GCV2	1	Lit-NB
YDL095W	PMT1	YHR200W	RPN10	1	Lit-NB
YBL045C	COR1	YKL095W	YJU2	0	Lit-NB
YMR093W	UTP15	YOR078W	BUD21	1	Lit-NB
YHR107C	CDC12	YNR001C	CIT1	0	Lit-NB
YGL127C	SOH1	YLR200W	YKE2	0	Lit-NB
YGR195W	SKI6	YJL109C	UTP10	0	Lit-NB
YMR140W	SIP5	YPL037C	EGD1	0	Lit-NB
YDL055C	PSA1	YML028W	TSA1	0	Lit-NB
YBL099W	ATP1	YGR281W	YOR1	0	Lit-NB
YBR214W	SDS24	YOR156C	NFI1	1	Lit-NB
YCL052C	PBN1	YDL229W	SSB1	0	Lit-NB
YDR113C	PDS1	YGL003C	CDH1	5	Lit-NB
YJL164C	TPK1	YNL093W	YPT53	0	Lit-NB
YNL064C	YDJ1	YPR078C		0	Lit-NB
YDR087C	RRP1	YJL095W	BCK1	2	Lit-NB
YNL071W	LAT1	YOR276W	CAF20	0	Lit-NB
YDR320C	SWA2	YIL129C	TAO3	0	Lit-NB
YDR381W	YRA1	YHR118C	ORC6	0	Lit-NB
YDL156W	CMR1	YPR187W	RPO26	1	Lit-NB
YER111C	SWI4	YPL153C	RAD53	1	Lit-NB
YBR112C	CYC8	YPL181W	CTI6	1	Lit-NB
YHR042W	NCP1	YLR166C	SEC10	1	Lit-NB
YBL039C	URA7	YIL094C	LYS12	0	Lit-NB
YLR015W	BRE2	YPL138C	SPP1	6	Lit-NB
YAL005C	SSA1	YNL051W	COG5	0	Lit-NB
YGR013W	SNU71	YOR308C	SNU66	1	Lit-NB
YFR014C	CMK1	YKL119C	VPH2	0	Lit-NB
YBR169C	SSE2	YMR247C	RKR1	0	Lit-NB
YDL220C	CDC13	YGL158W	RCK1	1	Lit-NB
YFL014W	HSP12	YIL071C	PCI8	0	Lit-NB
YDR017C	KCS1	YDR099W	BMH2	0	Lit-NB
YGR262C	BUD32	YHR027C	RPN1	0	Lit-NB
YBR181C	RPS6B	YDR025W	RPS11A	0	Lit-NB
YBR081C	SPT7	YBR136W	MEC1	1	Lit-NB
YDR140W	MTQ2	YNR046W	TRM112	2	Lit-NB
YDR072C	IPT1	YNL307C	MCK1	1	Lit-NB
YBR172C	SMY2	YGL173C	XRN1	1	Lit-NB
YBR010W	HHT1	YGL058W	RAD6	2	Lit-NB
YDL075W	RPL31A	YMR194W	RPL36A	0	Lit-NB
YDL040C	NAT1	YNL077W	APJ1	0	Lit-NB
YKL043W	PHD1	YNL209W	SSB2	0	Lit-NB
YNL157W	IGO1	YNL209W	SSB2	1	Lit-NB
YNL209W	SSB2	YPR119W	CLB2	1	Lit-NB
YAL001C	TFC3	YGR047C	TFC4	1	Lit-NB
YJL176C	SWI3	YPR034W	ARP7	3	Lit-NB
YGL180W	ATG1	YLR125W		1	Lit-NB
YCR031C	RPS14A	YDR418W	RPL12B	0	Lit-NB
YGR124W	ASN2	YJL008C	CCT8	0	Lit-NB
YLR150W	STM1	YLR418C	CDC73	0	Lit-NB
YJL154C	VPS35	YOR272W	YTM1	0	Lit-NB
YAL005C	SSA1	YPL069C	BTS1	0	Lit-NB
YAL005C	SSA1	YLR025W	SNF7	0	Lit-NB
YOL054W	PSH1	YPL018W	CTF19	1	Lit-NB
YJL073W	JEM1	YNL250W	RAD50	0	Lit-NB
YOR117W	RPT5	YPL248C	GAL4	1	Lit-NB
YHL007C	STE20	YPL106C	SSE1	0	Lit-NB
YLR186W	EMG1	YMR128W	ECM16	0	Lit-NB
YMR068W	AVO2	YNL047C	SLM2	2	Lit-NB
YBL021C	HAP3	YDL185W	VMA1	0	Lit-NB
YDL229W	SSB1	YKR019C	IRS4	0	Lit-NB
YER177W	BMH1	YMR086W	SEG1	0	Lit-NB
YHR200W	RPN10	YPR069C	SPE3	1	Lit-NB
YGR085C	RPL11B	YHL001W	RPL14B	0	Lit-NB
YBL075C	SSA3	YNL007C	SIS1	1	Lit-NB
YJR109C	CPA2	YOL128C	YGK3	1	Lit-NB
YBL072C	RPS8A	YJL190C	RPS22A	0	Lit-NB
YER101C	AST2	YPL106C	SSE1	0	Lit-NB
YLL024C	SSA2	YOR237W	HES1	0	Lit-NB
YJL106W	IME2	YLR295C	ATP14	1	Lit-NB
YGR240C	PFK1	YLR291C	GCD7	0	Lit-NB
YGL122C	NAB2	YML103C	NUP188	1	Lit-NB
YHR135C	YCK1	YIL010W	DOT5	1	Lit-NB
YBL093C	ROX3	YMR112C	MED11	0	Lit-NB
YLL024C	SSA2	YMR034C	RCH1	0	Lit-NB
YKL203C	TOR2	YNL076W	MKS1	1	Lit-NB
YDR258C	HSP78	YLR335W	NUP2	0	Lit-NB
YHR169W	DBP8	YLR180W	SAM1	0	Lit-NB
YER179W	DMC1	YJR045C	SSC1	0	Lit-NB
YBL037W	APL3	YJL084C	ALY2	0	Lit-NB
YNL007C	SIS1	YNL288W	CAF40	0	Lit-NB
YKL006W	RPL14A	YLR424W	SPP382	1	Lit-NB
YBR072W	HSP26	YGR252W	GCN5	1	Lit-NB
YBR031W	RPL4A	YDR170C	SEC7	0	Lit-NB
YHR064C	SSZ1	YNL251C	NRD1	0	Lit-NB
YER129W	SAK1	YIL035C	CKA1	1	Lit-NB
YDL060W	TSR1	YOR056C	NOB1	1	Lit-NB
YGL172W	NUP49	YNL189W	SRP1	1	Lit-NB
YDR188W	CCT6	YKL139W	CTK1	1	Lit-NB
YBL090W	MRP21	YMR158W	MRPS8	0	Lit-NB
YDR099W	BMH2	YJR035W	RAD26	0	Lit-NB
YLR044C	PDC1	YOR117W	RPT5	1	Lit-NB
YNL091W	NST1	YPL106C	SSE1	0	Lit-NB
YBR263W	SHM1	YDL229W	SSB1	0	Lit-NB
YKL145W	RPT1	YPR152C	URN1	1	Lit-NB
YDR076W	RAD55	YJL008C	CCT8	0	Lit-NB
YJL141C	YAK1	YNR052C	POP2	1	Lit-NB
YFR004W	RPN11	YLL013C	PUF3	1	Lit-NB
YAL005C	SSA1	YML054C	CYB2	0	Lit-NB
YDR398W	UTP5	YJR002W	MPP10	2	Lit-NB
YKL086W	SRX1	YKL086W	SRX1	1	Lit-NB
YGR181W	TIM13	YKL195W	MIA40	4	Lit-NB
YJL012C	VTC4	YOR270C	VPH1	1	Lit-NB
YDR163W	CWC15	YMR213W	CEF1	1	Lit-NB
YJR051W	OSM1	YNL007C	SIS1	0	Lit-NB
YGR118W	RPS23A	YLR192C	HCR1	1	Lit-NB
YDL229W	SSB1	YLR185W	RPL37A	0	Lit-NB
YDR044W	HEM13	YGR086C	PIL1	0	Lit-NB
YDR450W	RPS18A	YGR034W	RPL26B	0	Lit-NB
YBL099W	ATP1	YDR227W	SIR4	0	Lit-NB
YGL014W	PUF4	YML073C	RPL6A	0	Lit-NB
YJL098W	SAP185	YOR267C	HRK1	0	Lit-NB
YHR197W	RIX1	YLR075W	RPL10	1	Lit-NB
YFR004W	RPN11	YOR136W	IDH2	1	Lit-NB
YCL010C	SGF29	YOL148C	SPT20	2	Lit-NB
YDR418W	RPL12B	YGL066W	SGF73	1	Lit-NB
YBR268W	MRPL37	YDL229W	SSB1	0	Lit-NB
YDL229W	SSB1	YNL312W	RFA2	0	Lit-NB
YER012W	PRE1	YLR276C	DBP9	1	Lit-NB
YDR416W	SYF1	YGR074W	SMD1	1	Lit-NB
YDR308C	SRB7	YPR070W	MED1	2	Lit-NB
YDL229W	SSB1	YER082C	UTP7	0	Lit-NB
YGR106C	VOA1	YGR285C	ZUO1	0	Lit-NB
YDL229W	SSB1	YLR337C	VRP1	0	Lit-NB
YBR009C	HHF1	YLR274W	MCM5	1	Lit-NB
YIR004W	DJP1	YNL250W	RAD50	0	Lit-NB
YBR079C	RPG1	YPR116W	RRG8	0	Lit-NB
YGL207W	SPT16	YGL207W	SPT16	1	Lit-NB
YKL058W	TOA2	YOR093C	CMR2	0	Lit-NB
YAL053W	FLC2	YPL106C	SSE1	0	Lit-NB
YLR449W	FPR4	YPL131W	RPL5	0	Lit-NB
YHR052W	CIC1	YOR294W	RRS1	0	Lit-NB
YEL043W		YPL106C	SSE1	0	Lit-NB
YDR363W-A	SEM1	YDR427W	RPN9	3	Lit-NB
YDL161W	ENT1	YMR186W	HSC82	0	Lit-NB
YGR013W	SNU71	YHR086W	NAM8	4	Lit-NB
YJL005W	CYR1	YJL179W	PFD1	0	Lit-NB
YML065W	ORC1	YPL143W	RPL33A	1	Lit-NB
YDR244W	PEX5	YNL329C	PEX6	1	Lit-NB
YDR099W	BMH2	YNL255C	GIS2	1	Lit-NB
YOL077C	BRX1	YPL198W	RPL7B	0	Lit-NB
YER161C	SPT2	YGR090W	UTP22	0	Lit-NB
YNL093W	YPT53	YNL227C	JJJ1	0	Lit-NB
YER048C	CAJ1	YNL097C	PHO23	0	Lit-NB
YER165W	PAB1	YOL006C	TOP1	0	Lit-NB
YHL034C	SBP1	YMR142C	RPL13B	1	Lit-NB
YDR354W	TRP4	YHR200W	RPN10	1	Lit-NB
YFL014W	HSP12	YPL246C	RBD2	0	Lit-NB
YGR245C	SDA1	YLL024C	SSA2	0	Lit-NB
YIL026C	IRR1	YIL026C	IRR1	0	Lit-NB
YER129W	SAK1	YMR186W	HSC82	0	Lit-NB
YAL005C	SSA1	YLR284C	ECI1	0	Lit-NB
YBR009C	HHF1	YPR019W	MCM4	2	Lit-NB
YBL045C	COR1	YDR377W	ATP17	1	Lit-NB
YJR121W	ATP2	YNL131W	TOM22	1	Lit-NB
YBR009C	HHF1	YOR295W	UAF30	1	Lit-NB
YBR127C	VMA2	YHR135C	YCK1	0	Lit-NB
YOR219C	STE13	YOR357C	SNX3	1	Lit-NB
YDL143W	CCT4	YNL250W	RAD50	0	Lit-NB
YBL004W	UTP20	YJL109C	UTP10	2	Lit-NB
YLR330W	CHS5	YPL131W	RPL5	0	Lit-NB
YML031W	NDC1	YMR047C	NUP116	1	Lit-NB
YAL005C	SSA1	YDR326C	YSP2	0	Lit-NB
YJL164C	TPK1	YJR001W	AVT1	1	Lit-NB
YKL093W	MBR1	YPL203W	TPK2	1	Lit-NB
YFL013C	IES1	YIL142W	CCT2	0	Lit-NB
YOR204W	DED1	YPL118W	MRP51	0	Lit-NB
YDR130C	FIN1	YPL209C	IPL1	1	Lit-NB
YER174C	GRX4	YOR244W	ESA1	1	Lit-NB
YDL229W	SSB1	YOR368W	RAD17	0	Lit-NB
YIL149C	MLP2	YLR457C	NBP1	1	Lit-NB
YGR223C	HSV2	YPL204W	HRR25	1	Lit-NB
YGL207W	SPT16	YOR061W	CKA2	3	Lit-NB
YOR046C	DBP5	YPL169C	MEX67	1	Lit-NB
YDR116C	MRPL1	YDR237W	MRPL7	0	Lit-NB
YGL120C	PRP43	YPL213W	LEA1	1	Lit-NB
YDL019C	OSH2	YLL024C	SSA2	0	Lit-NB
YCL018W	LEU2	YDR488C	PAC11	0	Lit-NB
YDL148C	NOP14	YDR064W	RPS13	0	Lit-NB
YCL010C	SGF29	YKL081W	TEF4	1	Lit-NB
YHR064C	SSZ1	YIL063C	YRB2	0	Lit-NB
YDR333C	RQC1	YPR102C	RPL11A	1	Lit-NB
YDL229W	SSB1	YJR009C	TDH2	0	Lit-NB
YIL022W	TIM44	YLR259C	HSP60	1	Lit-NB
YBR289W	SNF5	YMR072W	ABF2	0	Lit-NB
YCR005C	CIT2	YLR055C	SPT8	1	Lit-NB
YDR523C	SPS1	YHR033W		0	Lit-NB
YGL158W	RCK1	YHL027W	RIM101	1	Lit-NB
YDL229W	SSB1	YGL134W	PCL10	0	Lit-NB
YGR270W	YTA7	YLR033W	RSC58	2	Lit-NB
YDR064W	RPS13	YJL109C	UTP10	1	Lit-NB
YDL132W	CDC53	YLR044C	PDC1	0	Lit-NB
YBR251W	MRPS5	YNL186W	UBP10	0	Lit-NB
YLR147C	SMD3	YML049C	RSE1	0	Lit-NB
YDR477W	SNF1	YNL227C	JJJ1	1	Lit-NB
YIL103W	DPH1	YJL138C	TIF2	0	Lit-NB
YGL208W	SIP2	YLR259C	HSP60	0	Lit-NB
YER013W	PRP22	YMR125W	STO1	1	Lit-NB
YLR086W	SMC4	YPL106C	SSE1	0	Lit-NB
YIL038C	NOT3	YIR010W	DSN1	1	Lit-NB
YBR189W	RPS9B	YHL015W	RPS20	0	Lit-NB
YHR089C	GAR1	YPL081W	RPS9A	1	Lit-NB
YJL179W	PFD1	YMR310C		0	Lit-NB
YJL057C	IKS1	YNL113W	RPC19	1	Lit-NB
YAL005C	SSA1	YLR144C	ACF2	0	Lit-NB
YKR095W	MLP1	YPL106C	SSE1	0	Lit-NB
YBR010W	HHT1	YHL035C	VMR1	1	Lit-NB
YDR012W	RPL4B	YKL009W	MRT4	1	Lit-NB
YBR169C	SSE2	YHR200W	RPN10	0	Lit-NB
YCL024W	KCC4	YGR231C	PHB2	1	Lit-NB
YDR117C	TMA64	YJR145C	RPS4A	1	Lit-NB
YBL038W	MRPL16	YJR138W	IML1	0	Lit-NB
YJL014W	CCT3	YMR214W	SCJ1	0	Lit-NB
YBR072W	HSP26	YOR319W	HSH49	0	Lit-NB
YLR276C	DBP9	YOR310C	NOP58	1	Lit-NB
YIL016W	SNL1	YLR029C	RPL15A	1	Lit-NB
YDR105C	TMS1	YDR258C	HSP78	0	Lit-NB
YJR121W	ATP2	YOR181W	LAS17	0	Lit-NB
YBL075C	SSA3	YDR477W	SNF1	0	Lit-NB
YDR365C	ESF1	YGL173C	XRN1	0	Lit-NB
YKR077W	MSA2	YLR182W	SWI6	0	Lit-NB
YBL021C	HAP3	YHR187W	IKI1	2	Lit-NB
YIL031W	ULP2	YNL175C	NOP13	1	Lit-NB
YJL164C	TPK1	YPR040W	TIP41	1	Lit-NB
YFR001W	LOC1	YGL237C	HAP2	0	Lit-NB
YDR116C	MRPL1	YPR125W	YLH47	1	Lit-NB
YGR211W	ZPR1	YNL064C	YDJ1	0	Lit-NB
YBR009C	HHF1	YJR134C	SGM1	1	Lit-NB
YDL229W	SSB1	YOR035C	SHE4	0	Lit-NB
YHR205W	SCH9	YPL240C	HSP82	0	Lit-NB
YPL106C	SSE1	YPR118W	MRI1	0	Lit-NB
YOR244W	ESA1	YPL218W	SAR1	1	Lit-NB
YBR155W	CNS1	YGR234W	YHB1	0	Lit-NB
YGR254W	ENO1	YHR013C	ARD1	0	Lit-NB
YDL075W	RPL31A	YDR471W	RPL27B	0	Lit-NB
YBR081C	SPT7	YDR190C	RVB1	1	Lit-NB
YJL020C	BBC1	YLR200W	YKE2	0	Lit-NB
YKL009W	MRT4	YNL002C	RLP7	1	Lit-NB
YDR054C	CDC34	YNL209W	SSB2	0	Lit-NB
YAL009W	SPO7	YMR165C	PAH1	1	Lit-NB
YHR174W	ENO2	YML067C	ERV41	1	Lit-NB
YMR186W	HSC82	YPR181C	SEC23	1	Lit-NB
YOR254C	SEC63	YOR332W	VMA4	0	Lit-NB
YER042W	MXR1	YFR004W	RPN11	1	Lit-NB
YGR104C	SRB5	YMR230W	RPS10B	0	Lit-NB
YBL075C	SSA3	YKL048C	ELM1	0	Lit-NB
YJL011C	RPC17	YPR110C	RPC40	2	Lit-NB
YDR120C	TRM1	YER049W	TPA1	0	Lit-NB
YEL032W	MCM3	YOL113W	SKM1	1	Lit-NB
YBR160W	CDC28	YCL051W	LRE1	1	Lit-NB
YLR196W	PWP1	YLR429W	CRN1	0	Lit-NB
YBR267W	REI1	YJL122W	ALB1	3	Lit-NB
YGR206W	MVB12	YLL024C	SSA2	0	Lit-NB
YDR054C	CDC34	YNL103W	MET4	1	Lit-NB
YDL140C	RPO21	YER139C	RTR1	4	Lit-NB
YHR064C	SSZ1	YLR059C	REX2	0	Lit-NB
YER177W	BMH1	YNL094W	APP1	0	Lit-NB
YLR176C	RFX1	YOR290C	SNF2	1	Lit-NB
YFL037W	TUB2	YGR218W	CRM1	0	Lit-NB
YBR031W	RPL4A	YDL083C	RPS16B	0	Lit-NB
YBR081C	SPT7	YER048C	CAJ1	1	Lit-NB
YBL023C	MCM2	YNL307C	MCK1	1	Lit-NB
YJL052W	TDH1	YML091C	RPM2	0	Lit-NB
YKL069W		YNL209W	SSB2	0	Lit-NB
YGR192C	TDH3	YML013W	UBX2	1	Lit-NB
YBR247C	ENP1	YGR100W	MDR1	1	Lit-NB
YER082C	UTP7	YPL204W	HRR25	1	Lit-NB
YBR010W	HHT1	YNR053C	NOG2	1	Lit-NB
YHR162W	MPC2	YHR162W	MPC2	1	Lit-NB
YJL115W	ASF1	YPL240C	HSP82	0	Lit-NB
YFR028C	CDC14	YMR176W	ECM5	1	Lit-NB
YAL005C	SSA1	YPL246C	RBD2	0	Lit-NB
YKL042W	SPC42	YPL031C	PHO85	1	Lit-NB
YCR057C	PWP2	YJL109C	UTP10	2	Lit-NB
YDR306C		YER043C	SAH1	0	Lit-NB
YBR150C	TBS1	YLR106C	MDN1	0	Lit-NB
YAL005C	SSA1	YML124C	TUB3	0	Lit-NB
YER023W	PRO3	YKR048C	NAP1	0	Lit-NB
YAL005C	SSA1	YKL116C	PRR1	0	Lit-NB
YNL007C	SIS1	YNR003C	RPC34	0	Lit-NB
YLL024C	SSA2	YMR229C	RRP5	0	Lit-NB
YDR025W	RPS11A	YML056C	IMD4	0	Lit-NB
YDR296W	MHR1	YKR006C	MRPL13	0	Lit-NB
YDR143C	SAN1	YPR019W	MCM4	0	Lit-NB
YDR147W	EKI1	YJL179W	PFD1	0	Lit-NB
YDR152W	GIR2	YLL024C	SSA2	0	Lit-NB
YBR160W	CDC28	YJR141W	IPA1	1	Lit-NB
YAL005C	SSA1	YDR487C	RIB3	0	Lit-NB
YIR004W	DJP1	YOR038C	HIR2	0	Lit-NB
YHL034C	SBP1	YIL069C	RPS24B	0	Lit-NB
YDR145W	TAF12	YGL150C	INO80	1	Lit-NB
YHR064C	SSZ1	YNL084C	END3	0	Lit-NB
YMR186W	HSC82	YNL077W	APJ1	0	Lit-NB
YGL076C	RPL7A	YLR002C	NOC3	0	Lit-NB
YDR258C	HSP78	YMR123W	PKR1	0	Lit-NB
YLR340W	RPP0	YNL178W	RPS3	0	Lit-NB
YGR192C	TDH3	YGR254W	ENO1	1	Lit-NB
YHR056C	RSC30	YMR033W	ARP9	0	Lit-NB
YKR081C	RPF2	YPL049C	DIG1	1	Lit-NB
YGL216W	KIP3	YHR183W	GND1	0	Lit-NB
YAL005C	SSA1	YHR111W	UBA4	0	Lit-NB
YML085C	TUB1	YOL111C	MDY2	1	Lit-NB
YHR200W	RPN10	YLR175W	CBF5	1	Lit-NB
YBR118W	TEF2	YJL062W-A	COA3	0	Lit-NB
YDL229W	SSB1	YIL039W	TED1	0	Lit-NB
YGR240C	PFK1	YLR212C	TUB4	0	Lit-NB
YFL014W	HSP12	YOR165W	SEY1	0	Lit-NB
YNR054C	ESF2	YPL106C	SSE1	0	Lit-NB
YAL005C	SSA1	YDL223C	HBT1	1	Lit-NB
YNL077W	APJ1	YNL212W	VID27	0	Lit-NB
