orf_name_X	orf_name_Y	gene_name_X	gene_name_Y	orientation	source_dataset	Y2H_v1	Y2H_v4
YLR207W	YPR080W	HRD3	TEF1	DB-Y AD-X	scRRSv2	Negative	Negative
YBR245C	YHR022C-A	ISW1	YHR022C-A	DB-X AD-Y	scRRSv2	Negative	Test failed
YBR245C	YHR022C-A	ISW1	YHR022C-A	DB-Y AD-X	scRRSv2	Negative	Negative
YDR128W	YMR061W	MTC5	RNA14	DB-X AD-Y	scRRSv2	Negative	Test failed
YDR128W	YMR061W	MTC5	RNA14	DB-Y AD-X	scRRSv2	Negative	Negative
YHL039W	YCL057W	EFM1	PRD1	DB-X AD-Y	scRRSv2	Negative	Test failed
YHL039W	YCL057W	EFM1	PRD1	DB-Y AD-X	scRRSv2	Negative	Negative
YOL027C	YJR046W	MDM38	TAH11	DB-X AD-Y	scRRSv2	Negative	Test failed
YOL027C	YJR046W	MDM38	TAH11	DB-Y AD-X	scRRSv2	Autoactivator	Negative
YPL199C	YGR126W	YPL199C	YGR126W	DB-X AD-Y	scRRSv2	Negative	Test failed
YPL199C	YGR126W	YPL199C	YGR126W	DB-Y AD-X	scRRSv2	Negative	Negative
YOR251C	YLR207W	TUM1	HRD3	DB-X AD-Y	scRRSv2	Negative	Negative
YOR251C	YLR207W	TUM1	HRD3	DB-Y AD-X	scRRSv2	Negative	Test failed
YDR067C	YOR237W	OCA6	HES1	DB-X AD-Y	scRRSv2	Negative	Negative
YDR067C	YOR237W	OCA6	HES1	DB-Y AD-X	scRRSv2	Negative	Test failed
YMR143W	YHR111W	RPS16A	UBA4	DB-X AD-Y	scRRSv2	Negative	Negative
YMR143W	YHR111W	RPS16A	UBA4	DB-Y AD-X	scRRSv2	Negative	Test failed
YOL151W	YHR026W	GRE2	VMA16	DB-X AD-Y	scRRSv2	Negative	Negative
YOL151W	YHR026W	GRE2	VMA16	DB-Y AD-X	scRRSv2	Negative	Test failed
YBR053C	YBL044W	YBR053C	YBL044W	DB-X AD-Y	scRRSv2	Negative	Negative
YBR053C	YBL044W	YBR053C	YBL044W	DB-Y AD-X	scRRSv2	Negative	Test failed
YOR241W	YLR326W	MET7	YLR326W	DB-X AD-Y	scRRSv2	Negative	Negative
YOR241W	YLR326W	MET7	YLR326W	DB-Y AD-X	scRRSv2	Negative	Test failed
YIL064W	YHR094C	EFM4	HXT1	DB-X AD-Y	scRRSv2	Negative	Test failed
YIL064W	YHR094C	EFM4	HXT1	DB-Y AD-X	scRRSv2	Negative	Negative
YGL221C	YHR208W	NIF3	BAT1	DB-X AD-Y	scRRSv2	Negative	Test failed
YGL221C	YHR208W	NIF3	BAT1	DB-Y AD-X	scRRSv2	Negative	Negative
YFL034W	YLR201C	MIL1	COQ9	DB-X AD-Y	scRRSv2	Negative	Test failed
YFL034W	YLR201C	MIL1	COQ9	DB-Y AD-X	scRRSv2	Negative	Negative
YHR019C	YBL039W-B	DED81	YBL039W-B	DB-X AD-Y	scRRSv2	Test failed	Test failed
YHR019C	YBL039W-B	DED81	YBL039W-B	DB-Y AD-X	scRRSv2	Test failed	Test failed
YFL010W-A	YNL038W	AUA1	GPI15	DB-X AD-Y	scRRSv2	Negative	Test failed
YFL010W-A	YNL038W	AUA1	GPI15	DB-Y AD-X	scRRSv2	Negative	Test failed
YBR235W	YDL239C	VHC1	ADY3	DB-X AD-Y	scRRSv2	Negative	Test failed
YBR235W	YDL239C	VHC1	ADY3	DB-Y AD-X	scRRSv2	Test failed	Test failed
YMR174C	YPL280W	PAI3	HSP32	DB-X AD-Y	scRRSv2	Test failed	Test failed
YMR174C	YPL280W	PAI3	HSP32	DB-Y AD-X	scRRSv2	Test failed	Test failed
YOR167C	YDL188C	RPS28A	PPH22	DB-X AD-Y	scRRSv2	Test failed	Test failed
YOR167C	YDL188C	RPS28A	PPH22	DB-Y AD-X	scRRSv2	Test failed	Test failed
